sigma,u2_GQ,u3_GQ,u4_GQ
0.01,0.2495516646947204,0.07194475112313783,0.022342264358726237
0.11009009009009008,0.24513305915141195,0.06975089485067423,0.021398900704400904
0.21018018018018017,0.24083644647814761,0.06764241025435663,0.0205027530426786
0.31027027027027027,0.23665756185961612,0.06561537067567456,0.019651125793003554
0.41036036036036033,0.23259231532869185,0.06366605652785245,0.01884150025972066
0.5104504504504505,0.22863678368575155,0.06179094100818358,0.018071515816836265
0.6105405405405405,0.22478720282896644,0.05998668066647389,0.017338959460138043
0.7106306306306306,0.22103996047299168,0.0582501009776277,0.016641755347781777
0.8107207207207207,0.21739158923465302,0.056578190705934873,0.015977955593326078
0.9108108108108107,0.2138387600657064,0.054968090729801924,0.01534573189896868
1.010900900900901,0.21037827601352613,0.05341708586703059,0.01474336733955409
1.110990990990991,0.20700706629258475,0.05192259684657991,0.014169248857992811
1.211081081081081,0.20372218064894113,0.05048217274151391,0.01362186056641225
1.311171171171171,0.20052078400299994,0.04909348387728662,0.013099777207186582
1.4112612612612612,0.19740015135503614,0.047754315163988564,0.012601658333404334
1.5113513513513512,0.19435766293970574,0.04646255983399526,0.012126242693525746
1.6114414414414413,0.19139079961627467,0.04521621352689898,0.011672343120194127
1.7115315315315314,0.1884971384821152,0.044013368788983924,0.01123884186945953
1.8116216216216214,0.18567434869771876,0.04285220981817433,0.01082468592527893
1.9117117117117115,0.18292018751213196,0.0417310075763489,0.010428883134642228
2.0118018018018016,0.1802324964783522,0.040648115165756865,0.010050498224312886
2.1118918918918914,0.17760919784880563,0.03960196349517561,0.00968864923589233
2.2119819819819817,0.17504829114158119,0.0385910570954477,0.009342504225314388
2.3120720720720715,0.17254784986861438,0.03761397042995098,0.009011278100201393
2.412162162162162,0.17010601841750114,0.03666934408191602,0.008694229732606699
2.5122522522522517,0.16772100907908644,0.035755881408533634,0.008390659264881856
2.612342342342342,0.1653910992133953,0.03487234528658943,0.00809990560415668
2.712432432432432,0.1631146285468931,0.03401755505858397,0.007821343985833812
2.812522522522522,0.1608899965944351,0.03319038365067393,0.007554383813622503
2.912612612612612,0.15871566019963054,0.03238975485212998,0.007298466746463428
3.0127027027027022,0.15659013118769322,0.03161464074640261,0.007053064528163027
3.112792792792792,0.15451197412514653,0.030864059284572223,0.006817677025378405
3.2128828828828824,0.15247980418109197,0.030137071995979755,0.006591831398561103
3.3129729729729727,0.1504922850849997,0.029432781807129885,0.00637507953577591
3.4130630630630625,0.1485481271762645,0.0287503310253324,0.006166997092146593
3.513153153153153,0.146646085541021,0.028088899357292467,0.005967182019839943
3.6132432432432426,0.14478495823195056,0.027447702125758564,0.005775253244671293
3.713333333333333,0.14296358456703628,0.026825988492637044,0.005590849499569641
3.8134234234234228,0.14118084350343707,0.026223039848042338,0.005413628164601407
