,sigma,residues,poles,poly_type,error_next,rel_error,pole_2,res_2
115,1.9117117117117115,,,0_1,0.0834620151526978,1.0,,
116,1.9117117117117115,,,0_2,0.0312866494039266,1.0,,
117,1.9117117117117115,-5.46686515906658,5.46686515906658,1_0,0.0500022201532242,0.5991015201555198,,
118,1.9117117117117115,-0.8786323331915216,2.191657931784545,1_1,-0.0067950301968398,0.2171862544023994,,
119,1.9117117117117115,-2.0695965423697293,3.002524441582304,2_0,0.0068733464556041,0.2196894389957098,-6.660765754700012,2.0695965423697293
120,2.0118018018018016,,,0_0,0.1802324964783522,1.0,,
121,2.0118018018018016,,,0_1,0.0812962303315137,1.0,,
122,2.0118018018018016,,,0_2,0.0301514946729386,1.0,,
123,2.0118018018018016,-5.548388994989649,5.548388994989649,1_0,0.0488124775446945,0.6004273180397738,,
124,2.0118018018018016,-0.8858465109707045,2.2169846712866184,1_1,-0.0065182357877296,0.2161828412964182,,
125,2.0118018018018016,-2.0954938192925643,3.042070405450995,2_0,0.0067016774388369,0.2222668398874379,-6.734415181708759,2.0954938192925643
126,2.1118918918918914,,,0_0,0.1776091978488056,1.0,,
127,2.1118918918918914,,,0_1,0.0792039269903512,1.0,,
128,2.1118918918918914,,,0_2,0.0290659477076769,1.0,,
129,2.1118918918918914,-5.630339037121689,5.630339037121689,1_0,0.047658899829855,0.601723950324596,,
130,2.1118918918918914,-0.8931058394851682,2.242429190038044,1_1,-0.0062546445064332,0.2151880464844172,,
131,2.1118918918918914,-2.121518906697797,3.0818084657745595,2_0,0.0065339427993082,0.2247971703872034,-6.808482780181324,2.121518906697797
132,2.2119819819819817,,,0_0,0.1750482911415812,1.0,,
133,2.2119819819819817,,,0_1,0.0771821141908954,1.0,,
134,2.2119819819819817,,,0_2,0.0280275126759431,1.0,,
135,2.2119819819819817,-5.712709295694796,5.712709295694796,1_0,0.0465402099593076,0.6029921627204872,,
136,2.2119819819819817,-0.9004099487830761,2.26799036249036,1_1,-0.0060035464799457,0.214201900445443,,
137,2.2119819819819817,-2.147670306294635,3.121736288601587,2_0,0.0063701312573853,0.2272813621043513,-6.882963221067824,2.147670306294635
138,2.3120720720720715,,,0_0,0.1725478498686143,1.0,,
139,2.3120720720720715,,,0_1,0.0752279408599019,1.0,,
140,2.3120720720720715,,,0_2,0.0270338343006041,1.0,,
141,2.3120720720720715,-5.795493834095554,5.795493834095554,1_0,0.04545518036562,0.6042326806508221,,
142,2.3120720720720715,-0.9077584634297128,2.2936670590246866,1_1,-0.0057642741100778,0.2132244374209642,,
143,2.3120720720720715,-2.1739465264333138,3.1618515528389293,2_0,0.006210221217707,0.2297203255983638,-6.95785122725933,2.1739465264333138
144,2.4121621621621623,,,0_0,0.1701060184175011,1.0,,
145,2.4121621621621623,,,0_1,0.073338688163832,1.0,,
146,2.4121621621621623,,,0_2,0.02608268919782,1.0,,
147,2.4121621621621623,-5.878686770186118,5.878686770186118,1_0,0.0444026306619768,0.605446208183944,,
148,2.4121621621621623,-0.9151510104383904,2.319458156075816,1_1,-0.0055361990204137,0.2122556833931239,,
149,2.4121621621621623,-2.200346088932049,3.202151957641,2_0,0.0060541822491361,0.232114955755489,-7.033141605809924,2.200346088932049
150,2.512252252252252,,,0_0,0.1677210090790864,1.0,,
151,2.512252252252252,,,0_1,0.0715117628170672,1.0,,
152,2.512252252252252,,,0_2,0.0251719777946455,1.0,,
153,2.512252252252252,-5.962282277519951,5.962282277519951,1_0,0.0433814259305602,0.6066334295454774,,
154,2.512252252252252,-0.9225872155240178,2.345362531589803,1_1,-0.0053187296562801,0.2112956597876689,,
155,2.512252252252252,-2.226867526005424,3.242635219341349,2_0,0.0059019762415795,0.2344661309384662,-7.108829229366606,2.226867526005424
156,2.612342342342342,,,0_0,0.1653910992133953,1.0,,
157,2.612342342342342,,,0_1,0.0697446905731788,1.0,,
158,2.612342342342342,,,0_2,0.02429971681247,1.0,,
159,2.612342342342342,-6.0462745864561525,6.0462745864561525,1_0,0.0423904748741637,0.6077950095668709,,
160,2.612342342342342,-0.9300667040260674,2.3713790663371066,1_1,-0.0051113088490275,0.2103443792564922,,
161,2.612342342342342,-2.253509381137028,3.283299072532486,2_0,0.0057535585386581,0.2367747156504113,-7.184909038081575,2.253509381137028
162,2.712432432432432,,,0_0,0.1631146285468931,1.0,,
163,2.712432432432432,,,0_1,0.0680351101171679,1.0,,
164,2.712432432432432,,,0_2,0.0234640319575014,1.0,,
165,2.712432432432432,-6.130657985175833,6.130657985175833,1_0,0.041428728071177,0.6089315942875636,,
166,2.712432432432432,-0.937589101044363,2.39750664423093,1_1,-0.0049134118676822,0.2094018571310145,,
167,2.712432432432432,-2.2802702092757894,3.3241412704193527,2_0,0.0056088786520923,0.2390415535680849,-7.261376038203013,2.2802702092757894
168,2.812522522522522,,,0_0,0.1608899965944351,1.0,,
169,2.812522522522522,,,0_1,0.0663807673013478,1.0,,
170,2.812522522522522,,,0_2,0.0226631514408675,1.0,,
171,2.812522522522522,-6.215426820604385,6.215426820604385,1_0,0.0404951762971905,0.6100438115358794,,
172,2.812522522522522,-0.9451540315759098,2.4237441526405528,1_1,-0.0047245442567287,0.2084681059938209,,
173,2.812522522522522,-2.3071485770238067,3.3651595851516354,2_0,0.0054678812392716,0.2412674712754922,-7.3382253007736065,2.3071485770238067
174,2.9126126126126115,,,0_0,0.1587156601996305,1.0,,
175,2.9126126126126115,,,0_1,0.0647795097042599,1.0,,
176,2.9126126126126115,,,0_2,0.0218954002393902,1.0,,
177,2.9126126126126115,-6.300575499243192,6.300575499243192,1_0,0.0395888489116553,0.6111322714912735,,
178,2.9126126126126115,-0.9527611206439018,2.450090482688436,1_1,-0.004544239505334,0.2075431120532269,,
179,2.9126126126126115,-2.3341430628083404,3.406351808127623,2_0,0.0053305072977134,0.2434532933599354,-7.415451960390522,2.3341430628083404
180,3.0127027027027022,,,0_0,0.1565901311876932,1.0,,
181,3.0127027027027022,,,0_1,0.0632292814928052,1.0,,
182,3.0127027027027022,,,0_2,0.021159193584489,1.0,,
183,3.0127027027027022,-6.386098487914111,6.386098487914111,1_0,0.0387088123074262,0.6121975672273119,,
184,3.0127027027027022,-0.9604099934251464,2.476544529539077,1_1,-0.0043720580197666,0.2066268736711961,,
185,3.0127027027027022,-2.361252257043469,3.4477157502759326,2_0,0.0051966941032874,0.2455998184683624,-7.493051214047098,2.361252257043469
186,3.112792792792792,,,0_0,0.1545119741251465,1.0,,
187,3.112792792792792,,,0_1,0.0617281185691444,1.0,,
188,3.112792792792792,,,0_2,0.0204530310761352,1.0,,
189,3.112792792792792,-6.471990314420894,6.471990314420894,1_0,0.0378541684210945,0.613240275235221,,
190,3.112792792792792,-0.9681002753804258,2.50310519268574,1_1,-0.0042075859644584,0.2057194334079854,,
191,3.112792792792792,-2.388474762285816,3.489249242320383,2_0,0.0050663753253764,0.2477077997152211,-7.571018320069919,2.388474762285816
192,3.2128828828828824,,,0_0,0.1524798041810919,1.0,,
193,3.2128828828828824,,,0_1,0.0602741439919595,1.0,,
194,3.2128828828828824,,,0_2,0.0197754941956833,1.0,,
195,3.2128828828828824,-6.558245568130154,6.558245568130154,1_0,0.0370240533088553,0.614260955971342,,
196,3.2128828828828824,-0.975831592172218,2.529771375955709,1_1,-0.0040504311684966,0.2048207305676729,,
197,3.2128828828828824,-2.415809193196744,3.530950134828021,2_0,0.0049394841240818,0.2497780371607615,-7.6493485962039935,2.415809193196744
198,3.3129729729729727,,,0_0,0.1504922850849997,1.0,,
199,3.3129729729729727,,,0_1,0.0588655636142597,1.0,,
200,3.3129729729729727,,,0_2,0.0191252386073277,1.0,,
201,3.3129729729729727,-6.644858900475788,6.644858900475788,1_0,0.0362176357441549,0.6152601541622117,,
202,3.3129729729729727,-0.983603570719118,2.5565419889829104,1_1,-0.0039002246426143,0.203930770365394,,
203,3.3129729729729727,-2.443254177486238,3.5728162992960324,2_0,0.0048159506626873,0.2518112720874562,-7.72803742273138,2.443254177486238
204,3.4130630630630625,,,0_0,0.1485481271762645,1.0,,
205,3.4130630630630625,,,0_1,0.0575006620506648,1.0,,
206,3.4130630630630625,,,0_2,0.0185009912764397,1.0,,
207,3.4130630630630625,-6.731825025390042,6.731825025390042,1_0,0.0354341159630891,0.6162383996877732,,
208,3.4130630630630625,-0.991415837235362,2.583415944765579,1_1,-0.0037566177497685,0.2030495390024,,
209,3.4130630630630625,-2.470808354222701,3.6148456264154905,2_0,0.0046957040529547,0.2538082410175787,-7.807080232494091,2.470808354222701
210,3.513153153153153,,,0_0,0.146646085541021,1.0,,
211,3.513153153153153,,,0_1,0.0561777987145849,1.0,,
212,3.513153153153153,,,0_2,0.0179015460595198,1.0,,
213,3.513153153153153,-6.81913871966444,6.81913871966444,1_0,0.0346727243100804,0.6171962074597758,,
214,3.513153153153153,-0.9992680202990352,2.610392163745437,1_1,-0.0036192811536526,0.2021770154163836,,
215,3.513153153153153,-2.498470376519724,3.6570360290039567,2_0,0.0045786724885982,0.2557696677915344,-7.886472522933746,2.498470376519724
216,3.613243243243242,,,0_0,0.1447849582319505,1.0,,
217,3.613243243243242,,,0_1,0.0548954042515171,1.0,,
218,3.613243243243242,,,0_2,0.0173257597340138,1.0,,
219,3.613243243243242,-6.906794823243759,6.906794823243759,1_0,0.0339327201212894,0.618134078507158,,
220,3.613243243243242,-1.007159747658083,2.6374695697399693,1_1,-0.0034879038173458,0.2013131816954826,,
221,3.613243243243242,-2.526238908747618,3.699385439074769,2_0,0.0044647834568745,0.2576962583700914,-7.966209840844792,2.526238908747618
222,3.713333333333333,,,0_0,0.1429635845670362,1.0,,
223,3.713333333333333,,,0_1,0.053651976985274,1.0,,
224,3.713333333333333,,,0_2,0.0167725484987089,1.0,,
225,3.713333333333333,-6.994788239456149,6.994788239456149,1_0,0.0332133904730179,0.6190524998199799,,
226,3.713333333333333,-1.0150906493629397,2.664647094109424,1_1,-0.0033621917090579,0.2004580108572483,,
227,3.713333333333333,-2.5541126292711147,3.741891810811779,2_0,0.0043539641921387,0.2595887078504411,-8.046287794810393,2.5541126292711147
228,3.813423423423423,,,0_0,0.141180843503437,1.0,,
229,3.813423423423423,,,0_1,0.0524460796960846,1.0,,
230,3.813423423423423,,,0_2,0.0162408844938042,1.0,,
231,3.813423423423423,-7.083113935182395,7.083113935182395,1_0,0.0325140491237426,0.6199519451626428,,
232,3.813423423423423,-1.0230603557921258,2.691923673257447,1_1,-0.0032418668995964,0.1996114744140418,,
233,3.813423423423423,-2.58209022870811,3.784553118741115,2_0,0.0042461418428603,0.2614476966744143,-8.126702045382885,2.58209022870811
234,3.913513513513513,,,0_0,0.1394356520828498,1.0,,
235,3.913513513513513,,,0_1,0.051276336492913,1.0,,
236,3.913513513513513,,,0_2,0.0157297925833154,1.0,,
237,3.913513513513513,-7.171766940967297,7.171766940967297,1_0,0.0318340354211434,0.6208328753272636,,
238,3.913513513513513,-1.0310684985154772,2.719298249829556,1_1,-0.0031266666138788,0.1987735437271651,,
239,3.913513513513513,-2.6101704106679486,3.827367358550928,2_0,0.0041412436806308,0.2632738898937182,-8.207448307705103,2.6101704106679486
240,4.013603603603603,,,0_0,0.1377269639449208,1.0,,
241,4.013603603603603,,,0_1,0.0501414298708267,1.0,,
242,4.013603603603603,,,0_2,0.0152383474091482,1.0,,
243,4.013603603603603,-7.260742351075969,7.260742351075969,1_0,0.0311727132733412,0.6216957385070128,,
244,4.013603603603603,-1.0391147104715674,2.74676977301465,1_1,-0.003016342286157,0.1979441868050757,,
245,4.013603603603603,-2.6383518918844824,3.870332547256991,2_0,0.0040391973481193,0.2650679394337993,-8.288522351180935,2.6383518918844824
246,4.113693693693693,,,0_0,0.1360537679054442,1.0,,
247,4.113693693693693,,,0_1,0.0490400979304664,1.0,,
248,4.113693693693693,,,0_2,0.0147656705897002,1.0,,
249,4.113693693693693,-7.350035323497901,7.350035323497901,1_0,0.0305294701691979,0.6225409707069807,,
250,4.113693693693693,-1.0471986258686137,2.774337198476921,1_1,-0.0029106587178507,0.1971233680291563,,
251,4.113693693693693,-2.666633402098602,3.9134467230924455,2_0,0.003939931039132,0.266830484616142,-8.36991999797792,2.666633402098602
252,4.213783783783783,,,0_0,0.1344150865962541,1.0,,
253,4.213783783783783,,,0_1,0.0479711317383542,1.0,,
254,4.213783783783783,,,0_2,0.0143109280796062,1.0,,
255,4.213783783783783,-7.43964107990143,7.43964107990143,1_0,0.0299037162336757,0.623368996103273,,
256,4.213783783783783,-1.055319880292437,2.8019994885546056,1_1,-0.0028093932960053,0.1963110484783239,,
257,4.213783783783783,-2.6950136841173227,3.956707945580816,2_0,0.0038433736457756,0.2685621522515157,-8.45163712247302,2.6950136841173227
258,4.313873873873873,,,0_0,0.1328099751638791,1.0,,
259,4.313873873873873,,,0_1,0.0469333728255058,1.0,,
260,4.313873873873873,,,0_2,0.0138733276728263,1.0,,
261,4.313873873873873,-7.529554905541269,7.529554905541269,1_0,0.0292948833224756,0.6241802273915295,,
262,4.313873873873873,-1.0634781108060647,2.829755612443514,1_1,-0.0027123352795225,0.1955071878562509,,
263,4.313873873873873,-2.7234914938603163,4.000114295589793,2_0,0.0037494548670271,0.2702635557560682,-8.533669650697979,2.7234914938603163
264,4.413963963963964,,,0_0,0.1312375200241756,1.0,,
265,4.413963963963964,,,0_1,0.045925710817007,1.0,,
266,4.413963963963964,,,0_2,0.0134521166575216,1.0,,
267,4.413963963963964,-7.619772149121585,7.619772149121585,1_0,0.0287024241549111,0.624975066129671,,
268,4.413963963963964,-1.0716729560154463,2.8576045463312973,1_1,-0.0026192851310737,0.1947117466907446,,
269,4.413963963963964,-2.752065600371252,4.043663875341635,2_0,0.0036581052997776,0.2719352941183613,-8.616013559670316,2.752065600371252
270,4.5140540540540535,,,0_0,0.1296968376702995,1.0,,
271,4.5140540540540535,,,0_1,0.0449470811839205,1.0,,
272,4.5140540540540535,,,0_2,0.013046579751899,1.0,,
273,4.5140540540540535,-7.710288222617161,7.710288222617161,1_0,0.0281258114822445,0.6257539030655968,,
274,4.5140540540540535,-1.0799040561550128,2.88554527355377,1_1,-0.0025300537516068,0.1939246760238854,,
275,4.5140540540540535,-2.7807347858419136,4.08735480843215,2_0,0.0035692566536761,0.2735779584803952,-8.698664876842994,2.7807347858419136
276,4.614144144144143,,,0_0,0.1281870735315118,1.0,,
277,4.614144144144143,,,0_1,0.043996463111519,1.0,,
278,4.614144144144143,,,0_2,0.0126560367931588,1.0,,
279,4.614144144144143,-7.80109860105491,7.80109860105491,1_0,0.0275645372909458,0.6265171184573913,,
280,4.614144144144143,-1.088171053152875,2.9135767847200014,1_1,-0.0024444621338832,0.1931459408528698,,
281,4.614144144144143,-2.8094978456135533,4.131185239820195,2_0,0.0034828415725795,0.2751921181567813,-8.781619679494886,2.8094978456135533
282,4.714234234234233,,,0_0,0.1267074008804404,1.0,,
283,4.714234234234233,,,0_1,0.0430728774767891,1.0,,
284,4.714234234234233,,,0_2,0.0122798412518063,1.0,,
285,4.714234234234233,-7.892198822258125,7.892198822258125,1_0,0.0270181120389125,0.6272650823821062,,
286,4.714234234234233,-1.0964735906998202,2.9416980778384207,1_1,-0.0023623403511538,0.192375479675383,,
287,4.714234234234233,-2.838353588177221,4.175153335811454,2_0,0.0033987941451336,0.2767783455371355,-8.864874094166133,2.838353588177221
288,4.814324324324324,,,0_0,0.1252570197865385,1.0,,
289,4.814324324324324,,,0_1,0.0421753849292796,1.0,,
290,4.814324324324324,,,0_2,0.0119173779200781,1.0,,
291,4.814324324324324,-7.983584486555626,7.983584486555626,1_0,0.0264860639234743,0.6279981550348999,,
292,4.814324324324324,-1.1048113143141445,2.969908158433445,1_1,-0.0022835275219022,0.1916132506006236,,
293,4.814324324324324,-2.8673008351662013,4.21925728402933,2_0,0.0033170494625563,0.2783371883313243,-8.948424296101836,2.8673008351662013
294,4.914414414414414,,,0_0,0.1238351561135984,1.0,,
295,4.914414414414414,,,0_1,0.0413030840695239,1.0,,
296,4.914414414414414,,,0_2,0.0115680615356812,1.0,,
297,4.914414414414414,-8.075251256457936,8.075251256457936,1_0,0.0259679381798446,0.6287166870186689,,
298,4.914414414414414,-1.1131838714035065,2.9982060396543586,1_1,-0.0022078709797123,0.1908592008178923,,
299,4.914414414414414,-2.896338421341855,4.263495293374569,2_0,0.0032375439935093,0.2798691884135707,-9.032266508707892,2.896338421341855
300,5.0145045045045045,,,0_0,0.1224410605592816,1.0,,
301,5.0145045045045045,,,0_1,0.0404551097196362,1.0,,
302,5.0145045045045045,,,0_2,0.0112313350961209,1.0,,
303,5.0145045045045045,-8.1671948563026,8.1671948563026,1_0,0.0254632964087546,0.629421019624503,,
304,5.0145045045045045,-1.1215909113238471,3.0265907423766216,1_1,-0.0021352258839304,0.1901132737699139,,
305,5.0145045045045045,-2.9254651945731225,4.307865593974215,2_0,0.0031602155393833,0.2813748777271184,-9.116397003017736,2.9254651945731225
306,5.114594594594593,,,0_0,0.1210740077347335,1.0,,
307,5.114594594594593,,,0_1,0.0396306312809996,1.0,,
308,5.114594594594593,,,0_2,0.010906668163426,1.0,,
309,5.114594594594593,-8.259411071870561,8.259411071870561,1_0,0.0249717159320493,0.630111485103233,,
310,5.114594594594593,-1.1300320854356731,3.055061295296116,1_1,-0.0020654549628821,0.1893754290433371,,
311,5.114594594594593,-2.954680015810158,4.352366437120545,2_0,0.0030850030772714,0.2828547665561626,-9.200812097170049,2.954680015810158
312,5.214684684684683,,,0_0,0.1197332952824428,1.0,,
