solution variable
x	solution variable
0.5	9.56523134876069e-53
1.5	1.0589596392377e-51
2.5	1.26192690342493e-50
3.5	1.50372268771754e-49
4.5	1.79184795622679e-48
5.5	2.13518032059498e-47
6.5	2.54429790515171e-46
7.5	3.0318056829761e-45
8.5	3.6127238405198e-44
9.5	4.304950551794e-43
10.5	5.1298134237476e-42
11.5	6.11272660297918e-41
12.5	7.28397378933754e-40
13.5	8.67964128117525e-39
14.5	1.03427297995169e-37
15.5	1.23244793466086e-36
16.5	1.46859479179351e-35
17.5	1.7499892708056e-34
18.5	2.08530117704879e-33
19.5	2.48486151975049e-32
20.5	2.9609808119301e-31
21.5	3.52832835911861e-30
22.5	4.20438422282303e-29
23.5	5.00997778379645e-28
24.5	5.96992949832751e-27
25.5	7.11381562015505e-26
26.5	8.47687944920279e-25
27.5	1.01011171828418e-23
28.5	1.20365718249181e-22
29.5	1.43428750180733e-21
30.5	1.70910843034388e-20
31.5	2.03658724139458e-19
32.5	2.42681360537006e-18
33.5	2.89181045403013e-17
34.5	3.44590440878245e-16
35.5	4.10616718599864e-15
36.5	4.89294157911054e-14
37.5	5.83046822307266e-13
38.5	6.94763245189609e-12
39.5	8.27885426004458e-11
40.5	9.86514878753449e-10
41.5	1.17553900023502e-08
42.5	1.40078164414488e-07
43.5	1.66918039208303e-06
44.5	1.98876839396285e-05
45.5	0.000236013748468031
46.5	0.00266842337223462
47.5	0.0239301608878493
48.5	0.126431561521647
49.5	0.310815408791818
50.5	0.310815408791818
51.5	0.126431561521647
52.5	0.0239301608878493
53.5	0.00266842337223462
54.5	0.000236013748468031
55.5	1.98876839396285e-05
56.5	1.66918039208303e-06
57.5	1.40078164414488e-07
58.5	1.17553900023502e-08
59.5	9.86514878753449e-10
60.5	8.27885426004458e-11
61.5	6.94763245189609e-12
62.5	5.83046822307266e-13
63.5	4.89294157911054e-14
64.5	4.10616718599864e-15
65.5	3.44590440878245e-16
66.5	2.89181045403012e-17
67.5	2.42681360537006e-18
68.5	2.03658724139458e-19
69.5	1.70910843034388e-20
70.5	1.43428750180733e-21
71.5	1.20365718249181e-22
72.5	1.01011171828418e-23
73.5	8.47687944920278e-25
74.5	7.11381562015505e-26
75.5	5.96992949832751e-27
76.5	5.00997778379645e-28
77.5	4.20438422282303e-29
78.5	3.52832835911861e-30
79.5	2.9609808119301e-31
80.5	2.48486151975049e-32
81.5	2.08530117704879e-33
82.5	1.7499892708056e-34
83.5	1.46859479179351e-35
84.5	1.23244793466085e-36
85.5	1.03427297995169e-37
86.5	8.67964128117524e-39
87.5	7.28397378933753e-40
88.5	6.11272660297917e-41
89.5	5.1298134237476e-42
90.5	4.30495055179399e-43
91.5	3.6127238405198e-44
92.5	3.0318056829761e-45
93.5	2.54429790515171e-46
94.5	2.13518032059524e-47
95.5	1.79184795625762e-48
96.5	1.50372269139062e-49
97.5	1.26192734111284e-50
98.5	1.0590117944785e-51
99.5	8.88681226135803e-53
