solution variable
x	solution variable
0.5	-5.70865022411711e-52
1.5	-5.83734334735448e-51
2.5	-6.44664411490318e-50
3.5	-7.10578552939516e-49
4.5	-7.8164477315731e-48
5.5	-8.57970994377224e-47
6.5	-9.39598555380597e-46
7.5	-1.02648370911769e-44
8.5	-1.11847552474735e-43
9.5	-1.21528966760741e-42
10.5	-1.31647731733343e-41
11.5	-1.42138831663159e-40
12.5	-1.5291274253217e-39
13.5	-1.63850226783276e-38
14.5	-1.74796118382593e-37
15.5	-1.85551868967206e-36
16.5	-1.95866559146265e-35
17.5	-2.05425990293288e-34
18.5	-2.13839354136343e-33
19.5	-2.2062282055145e-32
20.5	-2.25179175646812e-31
21.5	-2.26772366089094e-30
22.5	-2.24495440282756e-29
23.5	-2.17229894660943e-28
24.5	-2.03593797909271e-27
25.5	-1.81875230740489e-26
26.5	-1.49946483592065e-25
27.5	-1.05153021665548e-24
28.5	-4.4169356198938e-24
29.5	3.71884754080183e-23
30.5	1.4420728420153e-21
31.5	2.83595528708622e-20
32.5	4.6389942216396e-19
33.5	6.9604609540539e-18
34.5	9.94052411120829e-17
35.5	1.37594941045705e-15
36.5	1.86498699677242e-14
37.5	2.49120221236513e-13
38.5	3.29345846737421e-12
39.5	4.32209375799401e-11
40.5	5.64235505953631e-10
41.5	7.33884596349374e-09
42.5	9.52127801619014e-08
43.5	1.23318730102736e-06
44.5	1.59523567760352e-05
45.5	0.000205183193778148
46.5	0.00249210829341905
47.5	0.0234611459476433
48.5	0.126672508897712
49.5	0.3120589307394
50.5	0.3120589307394
51.5	0.126672508897712
52.5	0.0234611459476433
53.5	0.00249210829341905
54.5	0.000205183193778148
55.5	1.59523567760352e-05
56.5	1.23318730102736e-06
57.5	9.52127801619014e-08
58.5	7.33884596349373e-09
59.5	5.64235505953631e-10
60.5	4.32209375799401e-11
61.5	3.29345846737421e-12
62.5	2.49120221236513e-13
63.5	1.86498699677242e-14
64.5	1.37594941045705e-15
65.5	9.94052411120829e-17
66.5	6.9604609540539e-18
67.5	4.6389942216396e-19
68.5	2.83595528708622e-20
69.5	1.44207284201531e-21
70.5	3.71884754080188e-23
71.5	-4.41693561989375e-24
72.5	-1.05153021665547e-24
73.5	-1.49946483592065e-25
74.5	-1.81875230740488e-26
75.5	-2.03593797909271e-27
76.5	-2.17229894660943e-28
77.5	-2.24495440282756e-29
78.5	-2.26772366089094e-30
79.5	-2.25179175646812e-31
80.5	-2.2062282055145e-32
81.5	-2.13839354136343e-33
82.5	-2.05425990293287e-34
83.5	-1.95866559146265e-35
84.5	-1.85551868967206e-36
85.5	-1.74796118382593e-37
86.5	-1.63850226783276e-38
87.5	-1.5291274253217e-39
88.5	-1.42138831663159e-40
89.5	-1.31647731733343e-41
90.5	-1.21528966760741e-42
91.5	-1.11847552474734e-43
92.5	-1.02648370911769e-44
93.5	-9.39598555380598e-46
94.5	-8.57970994377469e-47
95.5	-7.81644773184832e-48
96.5	-7.10578556012373e-49
97.5	-6.4466475409914e-50
98.5	-5.83772479047217e-51
99.5	-5.3086654873189e-52
