solution variable
x	solution variable
0.5	-2.82737547533605e-52
1.5	-3.0344211403273e-51
2.5	-3.50932545902054e-50
3.5	-4.05465364907888e-49
4.5	-4.68011885553269e-48
5.5	-5.39641129452576e-47
6.5	-6.21537433281609e-46
7.5	-7.15005529591888e-45
8.5	-8.21473204347689e-44
9.5	-9.42490551516109e-43
10.5	-1.07972442425791e-41
11.5	-1.23494626935686e-40
12.5	-1.41001101295586e-39
13.5	-1.60682401496009e-38
14.5	-1.8272922950108e-37
15.5	-2.07325521586818e-36
16.5	-2.34638854262563e-35
17.5	-2.64807421981272e-34
18.5	-2.97922625126845e-33
19.5	-3.34006064161913e-32
20.5	-3.72979435545522e-31
21.5	-4.14625453893706e-30
22.5	-4.58537466725806e-29
23.5	-5.040548633038e-28
24.5	-5.50180683459337e-27
25.5	-5.95476976534892e-26
26.5	-6.37932408805726e-25
27.5	-6.74795326309494e-24
28.5	-7.02363895654918e-23
29.5	-7.15723003273625e-22
30.5	-7.08415214791068e-21
31.5	-6.72030184682157e-20
32.5	-5.95693345331219e-19
33.5	-4.65430352013635e-18
34.5	-2.63378443560037e-17
35.5	3.31906121263366e-17
36.5	4.53079237587066e-15
37.5	1.03265733689425e-13
38.5	1.81770483420415e-12
39.5	2.86568247286082e-11
40.5	4.24852734502682e-10
41.5	6.05609086698303e-09
42.5	8.40036267168311e-08
43.5	1.14206314020705e-06
44.5	1.52872621050729e-05
45.5	0.000201115394536069
46.5	0.00247421810723727
47.5	0.0234239778307947
48.5	0.126688019214345
49.5	0.312102917855268
50.5	0.312102917855268
51.5	0.126688019214345
52.5	0.0234239778307947
53.5	0.00247421810723727
54.5	0.000201115394536069
55.5	1.52872621050729e-05
56.5	1.14206314020705e-06
57.5	8.40036267168312e-08
58.5	6.05609086698303e-09
59.5	4.24852734502682e-10
60.5	2.86568247286082e-11
61.5	1.81770483420415e-12
62.5	1.03265733689425e-13
63.5	4.53079237587069e-15
64.5	3.31906121263388e-17
65.5	-2.63378443560035e-17
66.5	-4.65430352013633e-18
67.5	-5.95693345331217e-19
68.5	-6.72030184682155e-20
69.5	-7.08415214791066e-21
70.5	-7.15723003273624e-22
71.5	-7.02363895654917e-23
72.5	-6.74795326309493e-24
73.5	-6.37932408805725e-25
74.5	-5.95476976534891e-26
75.5	-5.50180683459337e-27
76.5	-5.04054863303799e-28
77.5	-4.58537466725806e-29
78.5	-4.14625453893706e-30
79.5	-3.72979435545522e-31
80.5	-3.34006064161913e-32
81.5	-2.97922625126844e-33
82.5	-2.64807421981272e-34
83.5	-2.34638854262563e-35
84.5	-2.07325521586818e-36
85.5	-1.82729229501079e-37
86.5	-1.60682401496009e-38
87.5	-1.41001101295586e-39
88.5	-1.23494626935686e-40
89.5	-1.07972442425791e-41
90.5	-9.42490551516109e-43
91.5	-8.21473204347688e-44
92.5	-7.15005529591888e-45
93.5	-6.21537433281609e-46
94.5	-5.39641129452668e-47
95.5	-4.68011885563922e-48
96.5	-4.05465366146208e-49
97.5	-3.50932689762175e-50
98.5	-3.0345881572737e-51
99.5	-2.62777116588356e-52
