solution variable
x	solution variable
0.5	5.39336219796101e-52
1.5	5.39949308659088e-51
2.5	5.84590438493191e-50
3.5	6.31642591956207e-49
4.5	6.81067350668565e-48
5.5	7.32799917566985e-47
6.5	7.86752128135973e-46
7.5	8.42814699049439e-45
8.5	9.00861746666197e-44
9.5	9.60758396534208e-43
10.5	1.02237249161365e-41
11.5	1.08559167423769e-40
12.5	1.15034745250593e-39
13.5	1.21664828373257e-38
14.5	1.28462423917075e-37
15.5	1.35458648578498e-36
16.5	1.42710567158306e-35
17.5	1.50311438189556e-34
18.5	1.58404021126555e-33
19.5	1.67197775556336e-32
20.5	1.76991008401193e-31
21.5	1.88199314761187e-30
22.5	2.01392031020503e-29
23.5	2.17338900048716e-28
24.5	2.3706977028216e-27
25.5	2.61950955547178e-26
26.5	2.93782925879743e-25
27.5	3.34925353141013e-24
28.5	3.88457292343863e-23
29.5	4.58382561661332e-22
30.5	5.49893348610961e-21
31.5	6.69708921136693e-20
32.5	8.26511324748784e-19
33.5	1.03150644270357e-17
34.5	1.29914722753733e-16
35.5	1.64806684972985e-15
36.5	2.10228368844615e-14
37.5	2.69275845731532e-13
38.5	3.45940753313037e-12
39.5	4.45370730191963e-11
40.5	5.74206406275292e-10
41.5	7.4101753078188e-09
42.5	9.56867423805618e-08
43.5	1.23604107003482e-06
44.5	1.59673223216989e-05
45.5	0.000205246953084447
46.5	0.00249229979725774
47.5	0.0234614213532238
48.5	0.126672472084209
49.5	0.312058871385638
50.5	0.312058871385638
51.5	0.126672472084209
52.5	0.0234614213532238
53.5	0.00249229979725774
54.5	0.000205246953084447
55.5	1.59673223216989e-05
56.5	1.23604107003482e-06
57.5	9.56867423805619e-08
58.5	7.41017530781881e-09
59.5	5.74206406275293e-10
60.5	4.45370730191963e-11
61.5	3.45940753313038e-12
62.5	2.69275845731532e-13
63.5	2.10228368844615e-14
64.5	1.64806684972985e-15
65.5	1.29914722753734e-16
66.5	1.03150644270357e-17
67.5	8.26511324748786e-19
68.5	6.69708921136694e-20
69.5	5.49893348610962e-21
70.5	4.58382561661333e-22
71.5	3.88457292343864e-23
72.5	3.34925353141013e-24
73.5	2.93782925879743e-25
74.5	2.61950955547178e-26
75.5	2.3706977028216e-27
76.5	2.17338900048716e-28
77.5	2.01392031020503e-29
78.5	1.88199314761187e-30
79.5	1.76991008401193e-31
80.5	1.67197775556336e-32
81.5	1.58404021126555e-33
82.5	1.50311438189556e-34
83.5	1.42710567158306e-35
84.5	1.35458648578498e-36
85.5	1.28462423917075e-37
86.5	1.21664828373257e-38
87.5	1.15034745250593e-39
88.5	1.08559167423769e-40
89.5	1.02237249161364e-41
90.5	9.60758396534206e-43
91.5	9.00861746666196e-44
92.5	8.42814699049438e-45
93.5	7.86752128135975e-46
94.5	7.32799917567248e-47
95.5	6.81067350697585e-48
96.5	6.31642595137062e-49
97.5	5.84590786565226e-50
98.5	5.39987333129545e-51
99.5	5.01676528550628e-52
