solution variable
x	solution variable
0.5	4.82170372854159e-52
1.5	5.0550528758713e-51
2.5	5.71813975015112e-50
3.5	6.46028462552057e-49
4.5	7.28969478821529e-48
5.5	8.21501901404987e-47
6.5	9.24548473952512e-46
7.5	1.0390894064008e-44
8.5	1.16616124998225e-43
9.5	1.30685528547992e-42
10.5	1.46231567492447e-41
11.5	1.63373781462878e-40
12.5	1.8223675938696e-39
13.5	2.02950263320165e-38
14.5	2.25649708240727e-37
15.5	2.50477224305563e-36
16.5	2.77583619925587e-35
17.5	3.07131686241392e-34
18.5	3.39301445092287e-33
19.5	3.74298154735646e-32
20.5	4.12364164815661e-31
21.5	4.53796072676885e-30
22.5	4.98969100174735e-29
23.5	5.48371212810332e-28
24.5	6.02650278040271e-27
25.5	6.62678553174288e-26
26.5	7.29640063375254e-25
27.5	8.05148049637989e-24
28.5	8.91401726300884e-23
29.5	9.91394201499189e-22
30.5	1.10918672420866e-20
31.5	1.25026860555629e-19
32.5	1.42202744095724e-18
33.5	1.63436090856001e-17
34.5	1.90046978066107e-16
35.5	2.23788228335168e-15
36.5	2.66977310342804e-14
37.5	3.22665682503884e-13
38.5	3.94855619270174e-12
39.5	4.88777134641178e-11
40.5	6.11240830104495e-10
41.5	7.71086498201122e-09
42.5	9.79752289677133e-08
43.5	1.25199306797024e-06
44.5	1.60653338659592e-05
45.5	0.000205742065723976
46.5	0.00249407699088685
47.5	0.0234644512264557
48.5	0.126671627884273
49.5	0.312057291727798
50.5	0.312057291727798
51.5	0.126671627884273
52.5	0.0234644512264557
53.5	0.00249407699088685
54.5	0.000205742065723976
55.5	1.60653338659592e-05
56.5	1.25199306797024e-06
57.5	9.79752289677133e-08
58.5	7.71086498201122e-09
59.5	6.11240830104495e-10
60.5	4.88777134641178e-11
61.5	3.94855619270174e-12
62.5	3.22665682503884e-13
63.5	2.66977310342804e-14
64.5	2.23788228335168e-15
65.5	1.90046978066107e-16
66.5	1.63436090856001e-17
67.5	1.42202744095724e-18
68.5	1.25026860555629e-19
69.5	1.10918672420865e-20
70.5	9.91394201499188e-22
71.5	8.91401726300883e-23
72.5	8.05148049637988e-24
73.5	7.29640063375253e-25
74.5	6.62678553174287e-26
75.5	6.0265027804027e-27
76.5	5.48371212810331e-28
77.5	4.98969100174734e-29
78.5	4.53796072676884e-30
79.5	4.12364164815661e-31
80.5	3.74298154735646e-32
81.5	3.39301445092287e-33
82.5	3.07131686241392e-34
83.5	2.77583619925586e-35
84.5	2.50477224305563e-36
85.5	2.25649708240727e-37
86.5	2.02950263320165e-38
87.5	1.8223675938696e-39
88.5	1.63373781462878e-40
89.5	1.46231567492447e-41
90.5	1.30685528547992e-42
91.5	1.16616124998225e-43
92.5	1.0390894064008e-44
93.5	9.24548473952512e-46
94.5	8.21501901405167e-47
95.5	7.28969478842051e-48
96.5	6.46028464890237e-49
97.5	5.71814241161229e-50
98.5	5.05535552702013e-51
99.5	4.48254050845003e-52
