sigma,u3_GQ
0.01,[]
2.050612244897959,[]
4.091224489795918,[]
6.131836734693877,[]
8.172448979591836,[]
10.213061224489795,[]
12.253673469387754,[]
14.294285714285714,[]
16.334897959183674,[]
18.375510204081632,[]
