sigma,m,n,p,q,tc,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
17.025315315315314,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.025315315315314,0,1,[0.04906136 1.        ],[1.],"[1.0, 0.04906136244658475, 0.0, 0.0]",,,,,,,
17.025315315315314,0,2,[0.00716652 0.04906136 1.        ],[1.],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0]",,,,,,,
17.025315315315314,0,3,[9.16956051e-04 7.16652297e-03 4.90613624e-02 1.00000000e+00],[1.],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0009169560513808341]",,,,,,,
17.025315315315314,1,0,[1.],[-0.04906136  1.        ],"[1.0, 0.04906136244658475, 0.0024070172851151568, 0.00011809154744022914]",(20.38263819291084+0j),(-20.38263819291084+0j),[1],,,0j,[0.]
17.025315315315314,1,1,[-0.09701128  1.        ],[-0.14607264  1.        ],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0010468329641878504]",(6.845908769587266+0j),(-2.2993327182647127+0j),[1],,,(0.6641303885790261+0j),[0.66413039]
17.025315315315314,1,2,[ 8.89125496e-04 -7.88885590e-02  1.00000000e+00],[-0.12794992  1.        ],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0009169560513808341]",(7.815557745689828+0j),(-3.4212784820221693+0j),[1],,,(0.5079372849095344+0j),[-0.00694901  0.56224769]
17.025315315315314,2,0,[1.],[-0.00475951 -0.04906136  1.        ],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0005851072143686502]",(10.230042267519243+0j),(-6.828676977853872+0j),[1],(-20.53812165571706+0j),(6.828676977853872+0j),(0.2219396969832449+0j),[0.]
17.025315315315314,2,1,[-0.06972338  1.        ],[-0.00133878 -0.11878475  1.        ],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0009169560513808341]",(7.742887783368536+0j),(-3.298094705496156+0j),[1],(-96.46889932162964+0j),(55.37782645588139+0j),(0.5313969560860298+0j),[0.]
17.025315315315314,3,0,[1.],[-3.31848837e-04 -4.75950568e-03 -4.90613624e-02  1.00000000e+00],"[1.0, 0.04906136244658475, 0.007166522969826637, 0.0009169560513808342]",(8.672908625655028+0j),(-4.84253917839673-0j),[1],(-11.507649679314103+14.663767915501843j),(2.4212695891983653-3.3321975905804577j),(0.157043426723427+0j),[0.]
17.125405405405406,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.125405405405406,0,1,[0.04880435 1.        ],[1.],"[1.0, 0.04880434984577296, 0.0, 0.0]",,,,,,,
17.125405405405406,0,2,[0.00709376 0.04880435 1.        ],[1.],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0]",,,,,,,
17.125405405405406,0,3,[9.03313129e-04 7.09376436e-03 4.88043498e-02 1.00000000e+00],[1.],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0009033131286429501]",,,,,,,
17.125405405405406,1,0,[1.],[-0.04880435  1.        ],"[1.0, 0.04880434984577296, 0.0023818645638685994, 0.00011624535146029256]",(20.489976880341782+0j),(-20.489976880341782+0j),[1],,,0j,[0.]
17.125405405405406,1,1,[-0.09654672  1.        ],[-0.14535107  1.        ],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0010310862232871167]",(6.879894423452747+0j),(-2.3100537181800207+0j),[1],,,(0.6642312256558297+0j),[0.66423123]
17.125405405405406,1,2,[ 8.79065401e-04 -7.85346881e-02  1.00000000e+00],[-0.12733904  1.        ],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0009033131286429501]",(7.853051320475073+0j),(-3.4355167059919953+0j),[1],,,(0.5083122797030352+0j),[-0.00690335  0.56252461]
17.125405405405406,2,0,[1.],[-0.0047119  -0.04880435  1.        ],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0005761677634122568]",(10.28236973888609+0j),(-6.863260576965932+0j),[1],(-20.640049651720467+0j),(6.863260576965932+0j),(0.22195095701505219+0j),[0.]
17.125405405405406,2,1,[-0.06942961  1.        ],[-0.00132343 -0.11823396  1.        ],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0009033131286429499]",(7.78024866393667+0j),(-3.3121770158355073+0j),[1],(-97.11909418302653+0j),(55.773933450204645+0j),(0.5316900176540932+0j),[0.]
17.125405405405406,3,0,[1.],[-3.27145365e-04 -4.71189979e-03 -4.88043498e-02  1.00000000e+00],"[1.0, 0.04880434984577296, 0.007093764357691988, 0.0009033131286429501]",(8.716231831395538+0j),(-4.866020944232066-0j),[1],(-11.559654275412413+14.733299174432693j),(2.4330104721160333-3.3482957649365215j),(0.15706107393787244+0j),[0.]
17.225495495495494,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.225495495495494,0,1,[0.0485499 1.       ],[1.],"[1.0, 0.048549900188810634, 0.0, 0.0]",,,,,,,
17.225495495495494,0,2,[0.00702207 0.0485499  1.        ],[1.],"[1.0, 0.048549900188810634, 0.007022070078013129, 0.0]",,,,,,,
17.225495495495494,0,3,[8.89931909e-04 7.02207008e-03 4.85499002e-02 1.00000000e+00],[1.],"[1.0, 0.048549900188810634, 0.007022070078013129, 0.0008899319089073695]",,,,,,,
17.225495495495494,1,0,[1.],[-0.0485499  1.       ],"[1.0, 0.048549900188810634, 0.002357092808343475, 0.00011443662058083905]",(20.59736469304774+0j),(-20.59736469304774+0j),[1],,,0j,[0.]
17.225495495495494,1,1,[-0.09608624  1.        ],[-0.14463614  1.        ],"[1.0, 0.04854990018881064, 0.00702207007801313, 0.0010156450989345543]",(6.913901406484919+0j),(-2.3207839143970124+0j),[1],,,(0.6643307767998796+0j),[0.66433078]
17.225495495495494,1,2,[ 8.69168601e-04 -7.81836554e-02  1.00000000e+00],[-0.12673356  1.        ],"[1.0, 0.04854990018881064, 0.007022070078013129, 0.0008899319089073695]",(7.8905700624159065+0j),(-3.4497712655600945+0j),[1],,,(0.5086828317367625+0j),[-0.00685824  0.56279822]
17.225495495495494,2,0,[1.],[-0.00466498 -0.0485499   1.        ],"[1.0, 0.048549900188810634, 0.007022070078013129, 0.0005674049822319032]",(10.334725328114898+0j),(-6.8978638559385095+0j),[1],(-20.742042959535777+0j),(6.8978638559385095+0j),(0.2219620712195995+0j),[0.]
17.225495495495494,2,1,[-0.06913794  1.        ],[-0.00130834 -0.11768784  1.        ],"[1.0, 0.04854990018881064, 0.00702207007801313, 0.0008899319089073696]",(7.817633845464418+0j),(-3.3262736321408846+0j),[1],(-97.76986558253807+0j),(56.17040821042891+0j),(0.5319797183825735+0j),[0.]
17.225495495495494,3,0,[1.],[-3.22526927e-04 -4.66497727e-03 -4.85499002e-02  1.00000000e+00],"[1.0, 0.048549900188810634, 0.007022070078013129, 0.0008899319089073695]",(8.759580589217547+0j),(-4.889518731653113-0j),[1],(-11.61170937459873+14.802883887640753j),(2.444759365826557-3.3644053625651886j),(0.15707849706956417+0j),[0.]
17.325585585585586,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.325585585585586,0,1,[0.04829798 1.        ],[1.],"[1.0, 0.04829797679708221, 0.0, 0.0]",,,,,,,
17.325585585585586,0,2,[0.00695142 0.04829798 1.        ],[1.],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0]",,,,,,,
17.325585585585586,0,3,[8.76806283e-04 6.95142011e-03 4.82979768e-02 1.00000000e+00],[1.],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0008768062825594953]",,,,,,,
17.325585585585586,1,0,[1.],[-0.04829798  1.        ],"[1.0, 0.04829797679708221, 0.0023326945626914917, 0.0001126644278635535]",(20.704801035483793+0j),(-20.704801035483793+0j),[1],,,0j,[0.]
17.325585585585586,1,1,[-0.09562979  1.        ],[-0.14392777  1.        ],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0010005023968363972]",(6.9479294923558035+0j),(-2.3315232128053918+0j),[1],,,(0.6644290625904362+0j),[0.66442906]
17.325585585585586,1,2,[ 8.59431880e-04 -7.78354274e-02  1.00000000e+00],[-0.1261334  1.       ],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0008768062825594952]",(7.928113938531901+0j),(-3.4640422859120634+0j),[1],,,(0.5090489713766512+0j),[-0.00681367  0.56306855]
17.325585585585586,2,0,[1.],[-0.00461873 -0.04829798  1.        ],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0005588146265102569]",(10.38710871992287+0j),(-6.93248659758998+0j),[1],(-20.844100870849612+0j),(6.93248659758998+0j),(0.2219730419803606+0j),[0.]
17.325585585585586,2,1,[-0.06884835  1.        ],[-0.00129349 -0.11714633  1.        ],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0008768062825594953]",(7.855043272107443+0j),(-3.340384645561752+0j),[1],(-98.42118257561307+0j),(56.56723019306906+0j),(0.5322660806013404+0j),[0.]
17.325585585585586,3,0,[1.],[-3.17991656e-04 -4.61872555e-03 -4.82979768e-02  1.00000000e+00],"[1.0, 0.04829797679708221, 0.006951420110152274, 0.0008768062825594954]",(8.802954705525531+0j),(-4.913032456415589-0j),[1],(-11.6638149952725+14.872521823829722j),(2.456516228207794-3.3805263495021363j),(0.1570956984816523+0j),[0.]
17.425675675675677,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.425675675675677,0,1,[0.04804854 1.        ],[1.],"[1.0, 0.048048543664372764, 0.0, 0.0]",,,,,,,
17.425675675675677,0,2,[0.00688179 0.04804854 1.        ],[1.],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0]",,,,,,,
17.425675675675677,0,3,[8.63930352e-04 6.88179489e-03 4.80485437e-02 1.00000000e+00],[1.],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0008639303522988995]",,,,,,,
17.425675675675677,1,0,[1.],[-0.04804854  1.        ],"[1.0, 0.048048543664372764, 0.002308662548267136, 0.0001109278732567156]",(20.812285320969764+0j),(-20.812285320969764+0j),[1],,,0j,[0.]
17.425675675675677,1,1,[-0.09517734  1.        ],[-0.14322588  1.        ],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0009856511205129182]",(6.981978457008576+0j),(-2.34227152003413+0j),[1],,,(0.6645261032447134+0j),[0.6645261]
17.425675675675677,1,2,[ 8.49851781e-04 -7.74899773e-02  1.00000000e+00],[-0.12553852  1.        ],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0008639303522988995]",(7.965682501182246+0j),(-3.478329346648854+0j),[1],,,(0.5094107999760251+0j),[-0.00676965  0.56333568]
17.425675675675677,2,0,[1.],[-0.00457313 -0.04804854  1.        ],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0005503925712226507]",(10.43951960287544+0j),(-6.967128587243165+0j),[1],(-20.946222684842173+0j),(6.967128587243165+0j),(0.22198387163746186+0j),[0.]
17.425675675675677,2,1,[-0.06856084  1.        ],[-0.00127888 -0.11660938  1.        ],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0008639303522988995]",(7.892476536239067+0j),(-3.354509718621676+0j),[1],(-99.07305535438076+0j),(56.96440599523026+0j),(0.5325491771824271+0j),[0.]
17.425675675675677,3,0,[1.],[-3.13537781e-04 -4.57313234e-03 -4.80485437e-02  1.00000000e+00],"[1.0, 0.048048543664372764, 0.006881794889547558, 0.0008639303522988995]",(8.846353835211396+0j),(-4.936561874302519-0j),[1],(-11.715970031058724+14.942212112964253j),(2.468280937151259-3.396658516084762j),(0.15711268306140933+0j),[0.]
17.525765765765765,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.525765765765765,0,1,[0.04780157 1.        ],[1.],"[1.0, 0.047801565442014325, 0.0, 0.0]",,,,,,,
17.525765765765765,0,2,[0.00681318 0.04780157 1.        ],[1.],"[1.0, 0.047801565442014325, 0.006813175295035155, 0.0]",,,,,,,
17.525765765765765,0,3,[8.51298431e-04 6.81317530e-03 4.78015654e-02 1.00000000e+00],[1.],"[1.0, 0.047801565442014325, 0.006813175295035155, 0.0008512984305452403]",,,,,,,
17.525765765765765,1,0,[1.],[-0.04780157  1.        ],"[1.0, 0.047801565442014325, 0.002284989658707178, 0.00010922608270501717]",(20.919816971539348+0j),(-20.919816971539348+0j),[1],,,0j,[0.]
17.525765765765765,1,1,[-0.09472881  1.        ],[-0.14253038  1.        ],"[1.0, 0.04780156544201433, 0.006813175295035156, 0.0009710844649467886]",(7.016048079204408+0j),(-2.3530287438306274+0j),[1],,,(0.6646219185975916+0j),[0.66462192]
17.525765765765765,1,2,[ 8.40424577e-04 -7.71472864e-02  1.00000000e+00],[-0.12494885  1.        ],"[1.0, 0.04780156544201433, 0.0068131752950351555, 0.0008512984305452404]",(8.003274821817122+0j),(-3.4926313964591795+0j),[1],,,(0.5097684993225912+0j),[-0.00672615  0.56359972]
17.525765765765765,2,0,[1.],[-0.00452819 -0.04780157  1.        ],"[1.0, 0.047801565442014325, 0.006813175295035154, 0.0005421348067620592]",(10.491957669759195+0j),(-7.00178961307292+0j),[1],(-21.04840770981936+0j),(7.00178961307292+0j),(0.221994562485518+0j),[0.]
17.525765765765765,2,1,[-0.06827539  1.        ],[-0.00126452 -0.11607695  1.        ],"[1.0, 0.04780156544201432, 0.006813175295035154, 0.0008512984305452401]",(7.929932821707893+0j),(-3.36864801719897+0j),[1],(-99.72554251081094+0j),(57.3619741684019+0j),(0.5328291384272483+0j),[0.]
17.525765765765765,3,0,[1.],[-3.09163624e-04 -4.52818564e-03 -4.78015654e-02  1.00000000e+00],"[1.0, 0.047801565442014325, 0.006813175295035154, 0.0008512984305452403]",(8.889777457334288+0j),(-4.96010655583416-0j),[1],(-11.768172077654587+15.011953145950761j),(2.4800532779170803-3.4128014496977044j),(0.15712945855390958+0j),[0.]
17.625855855855857,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.625855855855857,0,1,[0.04755701 1.        ],[1.],"[1.0, 0.047557007424412885, 0.0, 0.0]",,,,,,,
17.625855855855857,0,2,[0.00674554 0.04755701 1.        ],[1.],"[1.0, 0.047557007424412885, 0.006745542637147123, 0.0]",,,,,,,
17.625855855855857,0,3,[8.38904669e-04 6.74554264e-03 4.75570074e-02 1.00000000e+00],[1.],"[1.0, 0.047557007424412885, 0.006745542637147123, 0.0008389046691369634]",,,,,,,
17.625855855855857,1,0,[1.],[-0.04755701  1.        ],"[1.0, 0.047557007424412885, 0.0022616689551656624, 0.00010755820729237753]",(21.027395417792007+0j),(-21.027395417792007+0j),[1],,,0j,[0.]
17.625855855855857,1,1,[-0.09428418  1.        ],[-0.14184119  1.        ],"[1.0, 0.04755700742441288, 0.006745542637147122, 0.0009567958106256199]",(7.050138140484139+0j),(-2.363794793046621+0j),[1],,,(0.6647165281098595+0j),[0.66471653]
17.625855855855857,1,2,[ 8.31148833e-04 -7.68072898e-02  1.00000000e+00],[-0.1243643  1.       ],"[1.0, 0.04755700742441289, 0.0067455426371471235, 0.0008389046691369634]",(8.040892946854983+0j),(-3.5069512767504962+0j),[1],,,(0.5101217440480716+0j),[-0.00668318  0.56386047]
17.625855855855857,2,0,[1.],[-0.00448387 -0.04755701  1.        ],"[1.0, 0.047557007424412885, 0.006745542637147123, 0.0005340374352606213]",(10.54442261751771+0j),(-7.036469466063913+0j),[1],(-21.15065526308079+0j),(7.036469466063913+0j),(0.22200511677465054+0j),[0.]
17.625855855855857,2,1,[-0.06799193  1.        ],[-0.00125038 -0.11554894  1.        ],"[1.0, 0.04755700742441289, 0.0067455426371471235, 0.0008389046691369634]",(7.967413840431339+0j),(-3.3828017687087093+0j),[1],(-100.37840775447395+0j),(57.75977866194832+0j),(0.5331057332132902+0j),[0.]
17.625855855855857,3,0,[1.],[-3.04867234e-04 -4.48387368e-03 -4.75570074e-02  1.00000000e+00],"[1.0, 0.047557007424412885, 0.006745542637147123, 0.0008389046691369634]",(8.933226156049116+0j),(-4.983667225194137-0j),[1],(-11.820426777466235+15.081747908767857j),(2.4918336125970675-3.4289559987833167j),(0.1571460144574103+0j),[0.]
17.725945945945945,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.725945945945945,0,1,[0.04731484 1.        ],[1.],"[1.0, 0.047314835534945116, 0.0, 0.0]",,,,,,,
17.725945945945945,0,2,[0.00667888 0.04731484 1.        ],[1.],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0]",,,,,,,
17.725945945945945,0,3,[8.26743858e-04 6.67887865e-03 4.73148355e-02 1.00000000e+00],[1.],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0008267438580546168]",,,,,,,
17.725945945945945,1,0,[1.],[-0.04731484  1.        ],"[1.0, 0.047314835534945116, 0.0022386936616989052, 0.00010592342241640776]",(21.135020098747553+0j),(-21.135020098747553+0j),[1],,,0j,[0.]
17.725945945945945,1,1,[-0.0938434  1.       ],[-0.14115823  1.        ],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0009427787177913293]",(7.0842484251304585+0j),(-2.3745695776242677+0j),[1],,,(0.6648099508762584+0j),[0.66480995]
17.725945945945945,1,2,[ 8.22019772e-04 -7.64699945e-02  1.00000000e+00],[-0.12378483  1.        ],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0008267438580546168]",(8.07853433888893+0j),(-3.5212858258976762+0j),[1],,,(0.5104709887432762+0j),[-0.00664071  0.56411823]
17.725945945945945,2,0,[1.],[-0.00444018 -0.04731484  1.        ],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0005260966670421798]",(10.596914147188357+0j),(-7.071167939969069+0j),[1],(-21.252964670789883+0j),(7.071167939969069+0j),(0.222015536711481+0j),[0.]
17.725945945945945,2,1,[-0.06771051  1.        ],[-0.00123647 -0.11502535  1.        ],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0008267438580546166]",(8.004917409901987+0j),(-3.3969684793224184+0j),[1],(-101.03187012250504+0j),(58.15796391722561+0j),(0.5333792863251805+0j),[0.]
17.725945945945945,3,0,[1.],[-3.00647191e-04 -4.44018499e-03 -4.73148355e-02  1.00000000e+00],"[1.0, 0.047314835534945116, 0.006678878646759737, 0.0008267438580546166]",(8.976698818813576+0j),(-5.007242831423903-0j),[1],(-11.87272737433704+15.151592313965391j),(2.503621415711952-3.445121069840635j),(0.1571623682607071+0j),[0.]
17.826036036036037,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.826036036036037,0,1,[0.04707502 1.        ],[1.],"[1.0, 0.04707501631221387, 0.0, 0.0]",,,,,,,
17.826036036036037,0,2,[0.00661317 0.04707502 1.        ],[1.],"[1.0, 0.04707501631221387, 0.006613165464080568, 0.0]",,,,,,,
17.826036036036037,0,3,[8.14810596e-04 6.61316546e-03 4.70750163e-02 1.00000000e+00],[1.],"[1.0, 0.04707501631221387, 0.006613165464080568, 0.0008148105960161508]",,,,,,,
17.826036036036037,1,0,[1.],[-0.04707502  1.        ],"[1.0, 0.04707501631221387, 0.002216057160795202, 0.00010432092699323248]",(21.242690461703454+0j),(-21.242690461703454+0j),[1],,,0j,[0.]
17.826036036036037,1,1,[-0.09340641  1.        ],[-0.14048143  1.        ],"[1.0, 0.04707501631221386, 0.006613165464080566, 0.0009290269208884146]",(7.1183787201306234+0j),(-2.3853530085823764+0j),[1],,,(0.6649022056333349+0j),[0.66490221]
17.826036036036037,1,2,[ 8.13035056e-04 -7.61353586e-02  1.00000000e+00],[-0.12321037  1.        ],"[1.0, 0.04707501631221388, 0.00661316546408057, 0.0008148105960161509]",(8.116199637577473+0j),(-3.5356360395609077+0j),[1],,,(0.5108161465387528+0j),[-0.00659875  0.56437296]
17.826036036036037,2,0,[1.],[-0.00439711 -0.04707502  1.        ],"[1.0, 0.04707501631221387, 0.006613165464080568, 0.0005183088172006919]",(10.649431963840193+0j),(-7.105884831268645+0j),[1],(-21.35533526784593+0j),(7.105884831268645+0j),(0.22202582446009814+0j),[0.]
17.826036036036037,2,1,[-0.06743108  1.        ],[-0.00122279 -0.1145061   1.        ],"[1.0, 0.04707501631221388, 0.00661316546408057, 0.000814810596016151]",(8.042444047411028+0j),(-3.411148924868821+0j),[1],(-101.68583367641764+0j),(58.556466512046434+0j),(0.5336497366651939+0j),[0.]
17.826036036036037,3,0,[1.],[-2.96501779e-04 -4.39710830e-03 -4.70750163e-02  1.00000000e+00],"[1.0, 0.04707501631221387, 0.006613165464080568, 0.0008148105960161508]",(9.020195513019113+0j),(-5.030833555495381-0j),[1],(-11.925075705127703+15.221487180990787j),(2.51541677774769-3.461296916006922j),(0.15717851797520224+0j),[0.]
17.926126126126125,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
17.926126126126125,0,1,[0.04683752 1.        ],[1.],"[1.0, 0.04683751689665246, 0.0, 0.0]",,,,,,,
17.926126126126125,0,2,[0.00654839 0.04683752 1.        ],[1.],"[1.0, 0.04683751689665246, 0.006548385627963169, 0.0]",,,,,,,
17.926126126126125,0,3,[8.03099724e-04 6.54838563e-03 4.68375169e-02 1.00000000e+00],[1.],"[1.0, 0.04683751689665246, 0.006548385627963169, 0.0008030997242419645]",,,,,,,
17.926126126126125,1,0,[1.],[-0.04683752  1.        ],"[1.0, 0.04683751689665246, 0.002193752989044205, 0.00010274994269143979]",(21.3504059620947+0j),(-21.3504059620947+0j),[1],,,0j,[0.]
17.926126126126125,1,1,[-0.09297317  1.        ],[-0.13981069  1.        ],"[1.0, 0.04683751689665247, 0.0065483856279631705, 0.0009155343232036152]",(7.15252881513958+0j),(-2.3961449980027836+0j),[1],,,(0.6649933107671062+0j),[0.66499331]
17.926126126126125,1,2,[ 8.04191709e-04 -7.58033552e-02  1.00000000e+00],[-0.12264087  1.        ],"[1.0, 0.046837516896652456, 0.006548385627963168, 0.0008030997242419645]",(8.153888527535113+0j),(-3.550001661459205+0j),[1],,,(0.5111572922663414+0j),[-0.00655729  0.5646247 ]
17.926126126126125,2,0,[1.],[-0.00435463 -0.04683752  1.        ],"[1.0, 0.04683751689665246, 0.006548385627963168, 0.0005106703022996023]",(10.701975776512754+0j),(-7.140619939129914+0j),[1],(-21.45776639775787+0j),(7.140619939129914+0j),(0.22203598214300246+0j),[0.]
17.926126126126125,2,1,[-0.06715364  1.        ],[-0.00120932 -0.11399115  1.        ],"[1.0, 0.04683751689665247, 0.00654838562796317, 0.0008030997242419645]",(8.079993458981718+0j),(-3.425342896363071+0j),[1],(-102.34029776498936+0j),(58.95528591559043+0j),(0.5339171384361633+0j),[0.]
17.926126126126125,3,0,[1.],[-2.92429422e-04 -4.35463264e-03 -4.68375169e-02  1.00000000e+00],"[1.0, 0.04683751689665246, 0.006548385627963168, 0.0008030997242419645]",(9.063715954338264+0j),(-5.054439209289933-0j),[1],(-11.977471024575255+15.29143185777633j),(2.527219604644967-3.4774833862970516j),(0.15719446739383236+0j),[0.]
18.026216216216213,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
18.026216216216213,0,1,[0.04660231 1.        ],[1.],"[1.0, 0.04660230501746748, 0.0, 0.0]",,,,,,,
18.026216216216213,0,2,[0.00648452 0.04660231 1.        ],[1.],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.0]",,,,,,,
18.026216216216213,0,3,[7.91606211e-04 6.48452207e-03 4.66023050e-02 1.00000000e+00],[1.],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.0007916062111090649]",,,,,,,
18.026216216216213,1,0,[1.],[-0.04660231  1.        ],"[1.0, 0.04660230501746748, 0.002171774832941075, 0.00010120971319397947]",(21.458166063356305+0j),(-21.458166063356305+0j),[1],,,0j,[0.]
18.026216216216213,1,1,[-0.09254365  1.        ],[-0.13914595  1.        ],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.000902294991689632]",(7.186698502443703+0j),(-2.406945459016926+0j),[1],,,(0.6650832843205418+0j),[0.66508328]
18.026216216216213,1,2,[ 7.95486894e-04 -7.54739564e-02  1.00000000e+00],[-0.12207626  1.        ],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.0007916062111090649]",(8.191600791577057+0j),(-3.5643825619295617+0j),[1],,,(0.5114944835306471+0j),[-0.00651631  0.5648735 ]
18.026216216216213,2,0,[1.],[-0.00431275 -0.04660231  1.        ],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.0005031776371874517]",(10.754545298155916+0j),(-7.175373065367516+0j),[1],(-21.560257412520265+0j),(7.175373065367516+0j),(0.22204601184202533+0j),[0.]
18.026216216216213,2,1,[-0.06687815  1.        ],[-0.00119607 -0.11348046  1.        ],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.0007916062111090649]",(8.117565434388862+0j),(-3.4395502844232064+0j),[1],(-102.99525235208202+0j),(59.35441540593498+0j),(0.5341815335832657+0j),[0.]
18.026216216216213,3,0,[1.],[-2.88428574e-04 -4.31274723e-03 -4.66023050e-02  1.00000000e+00],"[1.0, 0.04660230501746748, 0.006484522065538332, 0.0007916062111090649]",(9.10725989708947+0j),(-5.0780596436357985-0j),[1],(-12.029912852764443+15.361425846284662j),(2.5390298218178997-3.4936803717199174j),(0.1572102196652722+0j),[0.]
18.12630630630631,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
18.12630630630631,0,1,[0.04636935 1.        ],[1.],"[1.0, 0.04636934897991054, 0.0, 0.0]",,,,,,,
18.12630630630631,0,2,[0.00642156 0.04636935 1.        ],[1.],"[1.0, 0.04636934897991054, 0.006421558082151674, 0.0]",,,,,,,
18.12630630630631,0,3,[7.80325157e-04 6.42155808e-03 4.63693490e-02 1.00000000e+00],[1.],"[1.0, 0.04636934897991054, 0.006421558082151674, 0.0007803251570855852]",,,,,,,
18.12630630630631,1,0,[1.],[-0.04636935  1.        ],"[1.0, 0.04636934897991054, 0.0021501165248207304, 9.969950348688492e-05]",(21.565970236788285+0j),(-21.565970236788285+0j),[1],,,0j,[0.]
18.12630630630631,1,1,[-0.09211778  1.        ],[-0.13848713  1.        ],"[1.0, 0.046369348979910546, 0.006421558082151676, 0.0008893031519660354]",(7.220887576924873+0j),(-2.417754305792509+0j),[1],,,(0.6651721440008699+0j),[0.66517214]
18.12630630630631,1,2,[ 7.86917849e-04 -7.51471346e-02  1.00000000e+00],[-0.12151648  1.        ],"[1.0, 0.04636934897991053, 0.0064215580821516734, 0.0007803251570855851]",(8.229336224575116+0j),(-3.5787786252024154+0j),[1],,,(0.5118277753594215+0j),[-0.00647581  0.56511941]
18.12630630630631,2,0,[1.],[-0.00427144 -0.04636935  1.        ],"[1.0, 0.04636934897991054, 0.0064215580821516734, 0.0004958274319252271]",(10.807140245570647+0j),(-7.210144014404354+0j),[1],(-21.662807672490782+0j),(7.210144014404354+0j),(0.22205591559922727+0j),[0.]
18.12630630630631,2,1,[-0.06660462  1.        ],[-0.00118303 -0.11297397  1.        ],"[1.0, 0.046369348979910546, 0.006421558082151675, 0.0007803251570855852]",(8.15515977395199+0j),(-3.45377099060024+0j),[1],(-103.6506865726393+0j),(59.753847716850736+0j),(0.5344429622366746+0j),[0.]
18.12630630630631,3,0,[1.],[-2.84497725e-04 -4.27144156e-03 -4.63693490e-02  1.00000000e+00],"[1.0, 0.04636934897991054, 0.0064215580821516734, 0.0007803251570855852]",(9.150827102272514+0j),(-5.101694714919552-0j),[1],(-12.082400742199622+15.431468669508945j),(2.550847357459776-3.5098877687794725j),(0.1572257778208095+0j),[0.]
18.2263963963964,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
18.2263963963964,0,1,[0.04613862 1.        ],[1.],"[1.0, 0.04613861765286964, 0.0, 0.0]",,,,,,,
18.2263963963964,0,2,[0.00635948 0.04613862 1.        ],[1.],"[1.0, 0.04613861765286964, 0.006359477351597303, 0.0]",,,,,,,
