sigma,m,n,p,q,tc,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
65.46891891891893,3,0,[1.],[-8.01592228e-06 -3.75868566e-04 -1.34751072e-02  1.00000000e+00],"[1.0, 0.013475107193790541, 0.0005574470794245964, 2.0592450645147052e-05]",(30.7021208574355+0j),(-16.885348007106543-0j),[1],(-38.7961832880917+50.57814768277473j),(8.442674003553272-11.600889961027766j),(0.15883555945000194+0j),[0.]
65.56900900900901,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
65.56900900900901,0,1,[0.01345472 1.        ],[1.],"[1.0, 0.013454722470553349, 0.0, 0.0]",,,,,,,
65.56900900900901,0,2,[5.55766724e-04 1.34547225e-02 1.00000000e+00],[1.],"[1.0, 0.013454722470553349, 0.0005557667237451421, 0.0]",,,,,,,
65.56900900900901,0,3,[2.04996335e-05 5.55766724e-04 1.34547225e-02 1.00000000e+00],[1.],"[1.0, 0.013454722470553349, 0.0005557667237451421, 2.0499633487233432e-05]",,,,,,,
65.56900900900901,1,0,[1.],[-0.01345472  1.        ],"[1.0, 0.013454722470553349, 0.00018102955675961322, 2.4357024451678808e-06]",(74.32334648214214+0j),(-74.32334648214214+0j),[1],,,0j,[0.]
65.56900900900901,1,1,[-0.02785172  1.        ],[-0.04130644  1.        ],"[1.0, 0.013454722470553349, 0.0005557667237451421, 2.2956746369046887e-05]",(24.20929842630031+0j),(-7.8856800458317355+0j),[1],,,(0.6742706084673254+0j),[0.67427061]
65.56900900900901,1,2,[ 5.94849790e-05 -2.34305976e-02  1.00000000e+00],[-0.03688532  1.        ],"[1.0, 0.013454722470553349, 0.0005557667237451421, 2.0499633487233426e-05]",(27.111056599682982+0j),(-11.074697463568933+0j),[1],,,(0.5477842212819947+0j),[-0.0016127   0.59150624]
65.56900900900901,2,0,[1.],[-3.74737167e-04 -1.34547225e-02  1.00000000e+00],"[1.0, 0.013454722470553349, 0.0005557667237451421, 1.2519671607551277e-05]",(36.7361678886363+0j),(-24.39765993920256+0j),[1],(-72.64059279205914+0j),(24.39765993920256+0j),(0.22306072869013616+0j),[0.]
65.56900900900901,2,1,[-0.02129482  1.        ],[-8.82212249e-05 -3.47495461e-02  1.00000000e+00],"[1.0, 0.013454722470553349, 0.0005557667237451422, 2.0499633487233436e-05]",(26.935430015067567+0j),(-10.794736867501527+0j),[1],(-420.82642535636717+0j),(252.17455953977975+0j),(0.5631890178107998+0j),[0.]
65.56900900900901,3,0,[1.],[-7.97996188e-06 -3.74737167e-04 -1.34547225e-02  1.00000000e+00],"[1.0, 0.013454722470553349, 0.0005557667237451421, 2.0499633487233426e-05]",(30.748378750019224+0j),(-16.910712383226983-0j),[1],(-38.85407390551411+50.65396335464675j),(8.45535619161349-11.618311579926178j),(0.15883608228260787+0j),[0.]
65.6690990990991,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
65.6690990990991,0,1,[0.0134344 1.       ],[1.],"[1.0, 0.013434399058081815, 0.0, 0.0]",,,,,,,
65.6690990990991,0,2,[5.54093921e-04 1.34343991e-02 1.00000000e+00],[1.],"[1.0, 0.013434399058081815, 0.0005540939207863, 0.0]",,,,,,,
65.6690990990991,0,3,[2.04073650e-05 5.54093921e-04 1.34343991e-02 1.00000000e+00],[1.],"[1.0, 0.013434399058081815, 0.0005540939207863, 2.040736502945037e-05]",,,,,,,
65.6690990990991,1,0,[1.],[-0.0134344  1.       ],"[1.0, 0.013434399058081815, 0.00018048307805178956, 2.4246816937786683e-06]",(74.435782030639+0j),(-74.435782030639+0j),[1],,,0j,[0.]
65.6690990990991,1,1,[-0.02781002  1.        ],[-0.04124441  1.        ],"[1.0, 0.013434399058081817, 0.0005540939207863001, 2.2853279236754443e-05]",(24.24570736855841+0j),(-7.897469600840589+0j),[1],,,(0.6742734917653115+0j),[0.67427349]
65.6690990990991,1,2,[ 5.93029201e-05 -2.33957560e-02  1.00000000e+00],[-0.03683016  1.        ],"[1.0, 0.013434399058081817, 0.0005540939207863001, 2.040736502945037e-05]",(27.15166411668893+0j),(-11.091052035750709+0j),[1],,,(0.547795957960341+0j),[-0.00161017  0.59151483]
65.6690990990991,2,0,[1.],[-3.73610843e-04 -1.34343991e-02  1.00000000e+00],"[1.0, 0.013434399058081815, 0.0005540939207863, 1.246315600122199e-05]",(36.791579737886636+0j),(-24.434425347797355+0j),[1],(-72.74984839988143+0j),(24.434425347797355+0j),(0.22306104423859316+0j),[0.]
65.6690990990991,2,1,[-0.02126333  1.        ],[-8.79508402e-05 -3.46977247e-02  1.00000000e+00],"[1.0, 0.013434399058081817, 0.0005540939207863001, 2.0407365029450375e-05]",(26.975795868641576+0j),(-10.810711486363624+0j),[1],(-421.48851078071965+0j),(252.57446994738496+0j),(0.5631986006522125+0j),[0.]
65.6690990990991,3,0,[1.],[-7.94420903e-06 -3.73610843e-04 -1.34343991e-02  1.00000000e+00],"[1.0, 0.013434399058081815, 0.0005540939207863, 2.040736502945037e-05]",(30.794640777693004+0j),(-16.93608056758769-0j),[1],(-38.91198631763493+50.729793533398094j),(8.468040283793846-11.635736816118147j),(0.158836589645555+0j),[0.]
65.76918918918919,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
65.76918918918919,0,1,[0.01341414 1.        ],[1.],"[1.0, 0.013414136681381902, 0.0, 0.0]",,,,,,,
65.76918918918919,0,2,[5.52428630e-04 1.34141367e-02 1.00000000e+00],[1.],"[1.0, 0.013414136681381902, 0.000552428629969006, 0.0]",,,,,,,
65.76918918918919,0,3,[2.03156605e-05 5.52428630e-04 1.34141367e-02 1.00000000e+00],[1.],"[1.0, 0.013414136681381902, 0.000552428629969006, 2.0315660526465983e-05]",,,,,,,
65.76918918918919,1,0,[1.],[-0.01341414  1.        ],"[1.0, 0.013414136681381902, 0.00017993906290679547, 2.4137271841515306e-06]",(74.54821907308772+0j),(-74.54821907308772+0j),[1],,,0j,[0.]
65.76918918918919,1,1,[-0.02776843  1.        ],[-0.04118257  1.        ],"[1.0, 0.013414136681381902, 0.000552428629969006, 2.2750431016034198e-05]",(24.28211709833812+0j),(-7.909259511609993+0j),[1],,,(0.6742763623295719+0j),[0.67427636]
65.76918918918919,1,2,[ 5.91213821e-05 -2.33610401e-02  1.00000000e+00],[-0.03677518  1.        ],"[1.0, 0.013414136681381902, 0.000552428629969006, 2.0315660526465983e-05]",(27.192255415438563+0j),(-11.107386158555402+0j),[1],,,(0.5478084516874191+0j),[-0.00160764  0.59152391]
65.76918918918919,2,0,[1.],[-3.72489567e-04 -1.34141367e-02  1.00000000e+00],"[1.0, 0.013414136681381902, 0.000552428629969006, 1.2406979114074055e-05]",(36.846992552510486+0j),(-24.471191447416903+0j),[1],(-72.8591063606311+0j),(24.471191447416903+0j),(0.22306135839167573+0j),[0.]
65.76918918918919,2,1,[-0.02123195  1.        ],[-8.76812320e-05 -3.46460908e-02  1.00000000e+00],"[1.0, 0.013414136681381902, 0.000552428629969006, 2.0315660526465983e-05]",(27.016147592405744+0j),(-10.82666927743346+0j),[1],(-422.1530550317076+0j),(252.97602874942456+0j),(0.5632087580170255+0j),[0.]
65.76918918918919,3,0,[1.],[-7.90868141e-06 -3.72489567e-04 -1.34141367e-02  1.00000000e+00],"[1.0, 0.013414136681381902, 0.000552428629969006, 2.0315660526465983e-05]",(30.840897336169515+0j),(-16.961442856967796-0j),[1],(-38.96985897044978+50.80560027294571j),(8.480721428483902-11.653155828639655j),(0.15883712267972358+0j),[0.]
65.86927927927928,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
65.86927927927928,0,1,[0.01339394 1.        ],[1.],"[1.0, 0.013393935067094659, 0.0, 0.0]",,,,,,,
65.86927927927928,0,2,[5.50770807e-04 1.33939351e-02 1.00000000e+00],[1.],"[1.0, 0.013393935067094659, 0.000550770806551708, 0.0]",,,,,,,
65.86927927927928,0,3,[2.02244959e-05 5.50770807e-04 1.33939351e-02 1.00000000e+00],[1.],"[1.0, 0.013393935067094659, 0.000550770806551708, 2.0224495893684045e-05]",,,,,,,
65.86927927927928,1,0,[1.],[-0.01339394  1.        ],"[1.0, 0.013393935067094659, 0.000179397496581548, 2.40283842041259e-06]",(74.6606576029127+0j),(-74.6606576029127+0j),[1],,,0j,[0.]
65.86927927927928,1,1,[-0.02772698  1.        ],[-0.04112091  1.        ],"[1.0, 0.013393935067094659, 0.000550770806551708, 2.264819710040746e-05]",(24.318527612151488+0j),(-7.921049776554645+0j),[1],,,(0.6742792202354944+0j),[0.67427922]
65.86927927927928,1,2,[ 5.89408447e-05 -2.33264133e-02  1.00000000e+00],[-0.03672035  1.        ],"[1.0, 0.013393935067094659, 0.0005507708065517079, 2.0224495893684038e-05]",(27.232857097996177+0j),(-11.12373243409098+0j),[1],,,(0.5478204591478752+0j),[-0.00160513  0.59153267]
65.86927927927928,2,0,[1.],[-3.71373310e-04 -1.33939351e-02  1.00000000e+00],"[1.0, 0.013393935067094659, 0.000550770806551708, 1.2351138419197271e-05]",(36.90240632824448+0j),(-24.5079582350053+0j),[1],(-72.96836666387243+0j),(24.5079582350053+0j),(0.22306167115765824+0j),[0.]
65.86927927927928,2,1,[-0.02120066  1.        ],[-8.74131116e-05 -3.45945902e-02  1.00000000e+00],"[1.0, 0.013393935067094659, 0.0005507708065517081, 2.022449589368405e-05]",(27.056508522605537+0j),(-10.842637174293158+0j),[1],(-422.8162473457305+0j),(253.37667765640134+0j),(0.5632185420238182+0j),[0.]
65.86927927927928,3,0,[1.],[-7.87335747e-06 -3.71373310e-04 -1.33939351e-02  1.00000000e+00],"[1.0, 0.013393935067094659, 0.000550770806551708, 2.0224495893684045e-05]",(30.88715831179002+0j),(-16.98680928315881-0j),[1],(-39.02775599364034+50.88142284485519j),(8.493404641579405-11.670578857198986j),(0.15883763847034138+0j),[0.]
65.96936936936936,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
65.96936936936936,0,1,[0.01337379 1.        ],[1.],"[1.0, 0.01337379394348415, 0.0, 0.0]",,,,,,,
65.96936936936936,0,2,[5.49120406e-04 1.33737939e-02 1.00000000e+00],[1.],"[1.0, 0.01337379394348415, 0.0005491204061180315, 0.0]",,,,,,,
65.96936936936936,0,3,[2.01338746e-05 5.49120406e-04 1.33737939e-02 1.00000000e+00],[1.],"[1.0, 0.01337379394348415, 0.0005491204061180315, 2.0133874614909788e-05]",,,,,,,
65.96936936936936,1,0,[1.],[-0.01337379  1.        ],"[1.0, 0.01337379394348415, 0.00017885836444277335, 2.392014911126243e-06]",(74.77309761357661+0j),(-74.77309761357661+0j),[1],,,0j,[0.]
65.96936936936936,1,1,[-0.02768564  1.        ],[-0.04105943  1.        ],"[1.0, 0.01337379394348415, 0.0005491204061180315, 2.2546572923844245e-05]",(24.354938906804165+0j),(-7.93284039427654+0j),[1],,,(0.674282065554256+0j),[0.67428207]
65.96936936936936,1,2,[ 5.87611199e-05 -2.32918888e-02  1.00000000e+00],[-0.03666568  1.        ],"[1.0, 0.01337379394348415, 0.0005491204061180315, 2.0133874614909788e-05]",(27.273459114093722+0j),(-11.1400785486321+0j),[1],,,(0.5478324500568279+0j),[-0.00160262  0.59154141]
65.96936936936936,2,0,[1.],[-3.70262042e-04 -1.33737939e-02  1.00000000e+00],"[1.0, 0.01337379394348415, 0.0005491204061180315, 1.229563141204353e-05]",(36.95782106105663+0j),(-24.544725707706633+0j),[1],(-73.07762930003824+0j),(24.544725707706633+0j),(0.22306198254435364+0j),[0.]
65.96936936936936,2,1,[-0.02116945  1.        ],[-8.71462003e-05 -3.45432424e-02  1.00000000e+00],"[1.0, 0.01337379394348415, 0.0005491204061180315, 2.013387461490979e-05]",(27.096869842233513+0j),(-10.858605003820985+0j),[1],(-423.4795266628841+0j),(253.77738268792893+0j),(0.5632283107955625+0j),[0.]
65.96936936936936,3,0,[1.],[-7.83824320e-06 -3.70262042e-04 -1.33737939e-02  1.00000000e+00],"[1.0, 0.01337379394348415, 0.0005491204061180315, 2.0133874614909788e-05]",(30.933419966229003+0j),(-17.012176054874324-0j),[1],(-39.08565316287334+50.95724640946769j),(8.506088027437162-11.688002033113117j),(0.15883815323395659+0j),[0.]
66.06945945945945,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.06945945945945,0,1,[0.01335371 1.        ],[1.],"[1.0, 0.0133537130404255, 0.0, 0.0]",,,,,,,
66.06945945945945,0,2,[5.47477385e-04 1.33537130e-02 1.00000000e+00],[1.],"[1.0, 0.0133537130404255, 0.000547477384586324, 0.0]",,,,,,,
66.06945945945945,0,3,[2.00437894e-05 5.47477385e-04 1.33537130e-02 1.00000000e+00],[1.],"[1.0, 0.0133537130404255, 0.000547477384586324, 2.0043789390252622e-05]",,,,,,,
66.06945945945945,1,0,[1.],[-0.01335371  1.        ],"[1.0, 0.0133537130404255, 0.00017832165196603005, 2.3812561692489926e-06]",(74.8855390985799+0j),(-74.8855390985799+0j),[1],,,0j,[0.]
66.06945945945945,1,1,[-0.02764443  1.        ],[-0.04099814  1.        ],"[1.0, 0.0133537130404255, 0.000547477384586324, 2.2445553961367073e-05]",(24.391350978845665+0j),(-7.94463136320691+0j),[1],,,(0.6742848983601935+0j),[0.6742849]
66.06945945945945,1,2,[ 5.85822826e-05 -2.32574602e-02  1.00000000e+00],[-0.03661117  1.        ],"[1.0, 0.0133537130404255, 0.000547477384586324, 2.0043789390252622e-05]",(27.314065914729905+0j),(-11.156429958746681+0j),[1],,,(0.5478442175324041+0j),[-0.00160012  0.59155001]
66.06945945945945,2,0,[1.],[-3.69155733e-04 -1.33537130e-02  1.00000000e+00],"[1.0, 0.0133537130404255, 0.000547477384586324, 1.2240455610527892e-05]",(37.013236746730655+0j),(-24.581493862498405+0j),[1],(-73.18689425880524+0j),(24.581493862498405+0j),(0.2230622925599204+0j),[0.]
66.06945945945945,2,1,[-0.02113832  1.        ],[-8.68806090e-05 -3.44920378e-02  1.00000000e+00],"[1.0, 0.0133537130404255, 0.000547477384586324, 2.0043789390252625e-05]",(27.137235455646533+0j),(-10.874577273862467+0j),[1],(-424.1422545773563+0j),(254.17771526198547+0j),(0.5632379066094872+0j),[0.]
66.06945945945945,3,0,[1.],[-7.80333378e-06 -3.69155733e-04 -1.33537130e-02  1.00000000e+00],"[1.0, 0.0133537130404255, 0.000547477384586324, 2.0043789390252622e-05]",(30.979683951623862+0j),(-17.037544849754475-0j),[1],(-39.14356120921603+51.033077535431204j),(8.518772424877238-11.70542706942045j),(0.1588386598323263+0j),[0.]
66.16954954954954,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.16954954954954,0,1,[0.01333369 1.        ],[1.],"[1.0, 0.013333692089392972, 0.0, 0.0]",,,,,,,
66.16954954954954,0,2,[5.45841698e-04 1.33336921e-02 1.00000000e+00],[1.],"[1.0, 0.013333692089392972, 0.0005458416981984135, 0.0]",,,,,,,
66.16954954954954,0,3,[1.99542409e-05 5.45841698e-04 1.33336921e-02 1.00000000e+00],[1.],"[1.0, 0.013333692089392972, 0.0005458416981984135, 1.9954240858058513e-05]",,,,,,,
66.16954954954954,1,0,[1.],[-0.01333369  1.        ],"[1.0, 0.013333692089392972, 0.0001777873447347407, 2.3705617120837934e-06]",(74.99798205146088+0j),(-74.99798205146088+0j),[1],,,0j,[0.]
66.16954954954954,1,1,[-0.02760333  1.        ],[-0.04093703  1.        ],"[1.0, 0.013333692089392973, 0.0005458416981984136, 2.2345135727946166e-05]",(24.427763824936243+0j),(-7.956422681845217+0j),[1],,,(0.6742877187258878+0j),[0.67428772]
66.16954954954954,1,2,[ 5.84042152e-05 -2.32231355e-02  1.00000000e+00],[-0.03655683  1.        ],"[1.0, 0.013333692089392973, 0.0005458416981984136, 1.9954240858058517e-05]",(27.35467122408596+0j),(-11.172778976658615+0j),[1],,,(0.5478560535780788+0j),[-0.00159763  0.59155865]
66.16954954954954,2,0,[1.],[-3.68054353e-04 -1.33336921e-02  1.00000000e+00],"[1.0, 0.013333692089392972, 0.0005458416981984135, 1.218560855457423e-05]",(37.068653381143356+0j),(-24.618262696436172+0j),[1],(-73.29616153017824+0j),(24.618262696436172+0j),(0.22306260121232488+0j),[0.]
66.16954954954954,2,1,[-0.0211073  1.       ],[-8.66161634e-05 -3.44409884e-02  1.00000000e+00],"[1.0, 0.013333692089392973, 0.0005458416981984136, 1.995424085805852e-05]",(27.177599856793968+0j),(-10.890547632664763+0j),[1],(-424.80532974918435+0j),(254.57827869902195+0j),(0.5632475521165229+0j),[0.]
66.16954954954954,3,0,[1.],[-7.76863230e-06 -3.68054353e-04 -1.33336921e-02  1.00000000e+00],"[1.0, 0.013333692089392972, 0.0005458416981984135, 1.9954240858058517e-05]",(31.025947932658518+0j),(-17.062913300031564-0j),[1],(-39.201465008606945+51.10890695569434j),(8.531456650015782-11.722851550524304j),(0.15883916834734282+0j),[0.]
66.26963963963965,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.26963963963965,0,1,[0.01331373 1.        ],[1.],"[1.0, 0.013313730823448264, 0.0, 0.0]",,,,,,,
66.26963963963965,0,2,[5.44213304e-04 1.33137308e-02 1.00000000e+00],[1.],"[1.0, 0.013313730823448264, 0.0005442133035188314, 0.0]",,,,,,,
66.26963963963965,0,3,[1.98652239e-05 5.44213304e-04 1.33137308e-02 1.00000000e+00],[1.],"[1.0, 0.013313730823448264, 0.0005442133035188314, 1.9865223905691318e-05]",,,,,,,
66.26963963963965,1,0,[1.],[-0.01331373  1.        ],"[1.0, 0.013313730823448264, 0.0001772554284392364, 2.3599310612349898e-06]",(75.11042646579507+0j),(-75.11042646579507+0j),[1],,,0j,[0.]
66.26963963963965,1,1,[-0.02756236  1.        ],[-0.04087609  1.        ],"[1.0, 0.013313730823448264, 0.0005442133035188314, 2.2245313778258582e-05]",(24.46417744175482+0j),(-7.968214348699217+0j),[1],,,(0.6742905267234011+0j),[0.67429053]
66.26963963963965,1,2,[ 5.82269410e-05 -2.31889121e-02  1.00000000e+00],[-0.03650264  1.        ],"[1.0, 0.013313730823448264, 0.0005442133035188314, 1.9865223905691318e-05]",(27.39527659504085+0j),(-11.18912750771659+0j),[1],,,(0.5478678858011972+0j),[-0.00159514  0.59156727]
66.26963963963965,2,0,[1.],[-3.66957875e-04 -1.33137308e-02  1.00000000e+00],"[1.0, 0.013313730823448264, 0.0005442133035188314, 1.2131087805943551e-05]",(37.12407096019483+0j),(-24.655032206592058+0j),[1],(-73.40543110421804+0j),(24.655032206592058+0j),(0.2230629085094759+0j),[0.]
66.26963963963965,2,1,[-0.02107636  1.        ],[-8.63528978e-05 -3.43900903e-02  1.00000000e+00],"[1.0, 0.013313730823448264, 0.0005442133035188314, 1.9865223905691318e-05]",(27.21796440754882+0j),(-10.9065176540704+0j),[1],(-425.46852914514653+0j),(254.97892327712233+0j),(0.5632571921376339+0j),[0.]
66.26963963963965,3,0,[1.],[-7.73413610e-06 -3.66957875e-04 -1.33137308e-02  1.00000000e+00],"[1.0, 0.013313730823448264, 0.0005442133035188314, 1.9865223905691318e-05]",(31.072212484212724+0j),(-17.088281990417716-0j),[1],(-39.25936830699056+51.184736960658846j),(8.544140995208858-11.740276074053869j),(0.15883967628281445+0j),[0.]
66.36972972972973,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.36972972972973,0,1,[0.01329383 1.        ],[1.],"[1.0, 0.013293828977228795, 0.0, 0.0]",,,,,,,
66.36972972972973,0,2,[5.42592158e-04 1.32938290e-02 1.00000000e+00],[1.],"[1.0, 0.013293828977228795, 0.0005425921577068304, 0.0]",,,,,,,
66.36972972972973,0,3,[1.97767319e-05 5.42592158e-04 1.32938290e-02 1.00000000e+00],[1.],"[1.0, 0.013293828977228795, 0.0005425921577068304, 1.9776731947974333e-05]",,,,,,,
66.36972972972973,1,0,[1.],[-0.01329383  1.        ],"[1.0, 0.013293828977228795, 0.000176725888875808, 2.3493637425637325e-06]",(75.22287233519518+0j),(-75.22287233519518+0j),[1],,,0j,[0.]
66.36972972972973,1,1,[-0.02752151  1.        ],[-0.04081534  1.        ],"[1.0, 0.013293828977228795, 0.0005425921577068304, 2.2146083728717052e-05]",(24.500591813587587+0j),(-7.980006354200031+0j),[1],,,(0.6742933225892747+0j),[0.67429332]
66.36972972972973,1,2,[ 5.80505208e-05 -2.31547847e-02  1.00000000e+00],[-0.03644861  1.        ],"[1.0, 0.013293828977228795, 0.0005425921577068304, 1.9776731947974333e-05]",(27.435885723394573+0j),(-11.205480088433069+0j),[1],,,(0.5478795427166075+0j),[-0.00159267  0.59157579]
66.36972972972973,2,0,[1.],[-3.65866269e-04 -1.32938290e-02  1.00000000e+00],"[1.0, 0.013293828977228795, 0.0005425921577068304, 1.2076890955316583e-05]",(37.17948947042686+0j),(-24.691802381779052+0j),[1],(-73.51470293436232+0j),(24.691802381779052+0j),(0.2230632144772824+0j),[0.]
66.36972972972973,2,1,[-0.02104551  1.        ],[-8.60909027e-05 -3.43393356e-02  1.00000000e+00],"[1.0, 0.013293828977228795, 0.0005425921577068304, 1.9776731947974336e-05]",(27.258332348360234+0j),(-10.922491084467165+0j),[1],(-426.1313205235338+0j),(255.3792917586299+0j),(0.563266695966676+0j),[0.]
66.36972972972973,3,0,[1.],[-7.69984099e-06 -3.65866269e-04 -1.32938290e-02  1.00000000e+00],"[1.0, 0.013293828977228795, 0.0005425921577068304, 1.9776731947974333e-05]",(31.11847897182878+0j),(-17.1136523102223-0j),[1],(-39.31728002077075+51.26057299248311j),(8.556826155111152-11.757702062584482j),(0.15884017772822218+0j),[0.]
66.46981981981982,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.46981981981982,0,1,[0.01327399 1.        ],[1.],"[1.0, 0.013273986286936159, 0.0, 0.0]",,,,,,,
66.46981981981982,0,2,[5.40978217e-04 1.32739863e-02 1.00000000e+00],[1.],"[1.0, 0.013273986286936159, 0.0005409782174104415, 0.0]",,,,,,,
66.46981981981982,0,3,[1.96887647e-05 5.40978217e-04 1.32739863e-02 1.00000000e+00],[1.],"[1.0, 0.013273986286936159, 0.0005409782174104415, 1.9688764682770574e-05]",,,,,,,
66.46981981981982,1,0,[1.],[-0.01327399  1.        ],"[1.0, 0.013273986286936159, 0.00017619871194576918, 2.3388592861439546e-06]",(75.33531965331083+0j),(-75.33531965331083+0j),[1],,,0j,[0.]
66.46981981981982,1,1,[-0.02748078  1.        ],[-0.04075477  1.        ],"[1.0, 0.013273986286936157, 0.0005409782174104415, 2.2047441166984127e-05]",(24.537006962084668+0j),(-7.991798713114401+0j),[1],,,(0.6742961060628311+0j),[0.67429611]
66.46981981981982,1,2,[ 5.78748613e-05 -2.31207595e-02  1.00000000e+00],[-0.03639475  1.        ],"[1.0, 0.013273986286936157, 0.0005409782174104415, 1.9688764682770574e-05]",(27.476493631103516+0j),(-11.22183061024688+0j),[1],,,(0.5478912556944835+0j),[-0.0015902   0.59158433]
66.46981981981982,2,0,[1.],[-3.64779505e-04 -1.32739863e-02  1.00000000e+00],"[1.0, 0.013273986286936159, 0.0005409782174104415, 1.2023015592730784e-05]",(37.2349089266332+0j),(-24.7285732357279+0j),[1],(-73.62397708447054+0j),(24.7285732357279+0j),(0.22306351908723906+0j),[0.]
66.46981981981982,2,1,[-0.02101475  1.        ],[-8.58300393e-05 -3.42887335e-02  1.00000000e+00],"[1.0, 0.013273986286936157, 0.0005409782174104415, 1.968876468277057e-05]",(27.298699314552874+0j),(-10.938462879577793+0j),[1],(-426.7944206869056+0j),(255.77986522763234+0j),(0.5632762399633159+0j),[0.]
66.46981981981982,3,0,[1.],[-7.66574909e-06 -3.64779505e-04 -1.32739863e-02  1.00000000e+00],"[1.0, 0.013273986286936159, 0.0005409782174104415, 1.9688764682770574e-05]",(31.1647455546072+0j),(-17.139022388273172-0j),[1],(-39.375188142121345+51.336407723514576j),(8.569511194136583-11.775127599566744j),(0.1588406806604545+0j),[0.]
66.56990990990991,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.56990990990991,0,1,[0.0132542 1.       ],[1.],"[1.0, 0.013254202490324671, 0.0, 0.0]",,,,,,,
66.56990990990991,0,2,[5.39371440e-04 1.32542025e-02 1.00000000e+00],[1.],"[1.0, 0.013254202490324671, 0.0005393714404238158, 0.0]",,,,,,,
66.56990990990991,0,3,[1.96013175e-05 5.39371440e-04 1.32542025e-02 1.00000000e+00],[1.],"[1.0, 0.013254202490324671, 0.0005393714404238158, 1.960131745440545e-05]",,,,,,,
66.56990990990991,1,0,[1.],[-0.0132542  1.       ],"[1.0, 0.013254202490324671, 0.00017567388365452872, 2.328417226218861e-06]",(75.44776841382814+0j),(-75.44776841382814+0j),[1],,,0j,[0.]
66.56990990990991,1,1,[-0.02744017  1.        ],[-0.04069437  1.        ],"[1.0, 0.01325420249032467, 0.0005393714404238157, 2.194938178719008e-05]",(24.573422871463247+0j),(-8.003591415820832+0j),[1],,,(0.6742988773812506+0j),[0.67429888]
66.56990990990991,1,2,[ 5.76999778e-05 -2.30868345e-02  1.00000000e+00],[-0.03634104  1.        ],"[1.0, 0.01325420249032467, 0.0005393714404238157, 1.9601317454405446e-05]",(27.517101423332672+0j),(-11.238180435499196+0j),[1],,,(0.5479029729559255+0j),[-0.00158774  0.59159287]
66.56990990990991,2,0,[1.],[-3.63697557e-04 -1.32542025e-02  1.00000000e+00],"[1.0, 0.013254202490324671, 0.0005393714404238158, 1.1969459351531827e-05]",(37.29032931532165+0j),(-24.765344757213725+0j),[1],(-73.73325350777787+0j),(24.765344757213725+0j),(0.22306382236532413+0j),[0.]
66.56990990990991,2,1,[-0.02098408  1.        ],[-8.55703305e-05 -3.42382810e-02  1.00000000e+00],"[1.0, 0.01325420249032467, 0.0005393714404238158, 1.960131745440545e-05]",(27.339066273758952+0j),(-10.954434163168122+0j),[1],(-427.45766880280826+0j),(256.1805357963977+0j),(0.5632857846995504+0j),[0.]
66.56990990990991,3,0,[1.],[-7.63185810e-06 -3.63697557e-04 -1.32542025e-02  1.00000000e+00],"[1.0, 0.013254202490324671, 0.0005393714404238158, 1.960131745440545e-05]",(31.211012635035814+0j),(-17.164392636877412-0j),[1],(-39.43309534412366+51.412242771546865j),(8.582196318438704-11.79255311059225j),(0.15884118330075617+0j),[0.]
66.67,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
66.67,0,1,[0.01323448 1.        ],[1.],"[1.0, 0.013234477326690005, 0.0, 0.0]",,,,,,,
66.67,0,2,[5.37771785e-04 1.32344773e-02 1.00000000e+00],[1.],"[1.0, 0.013234477326690005, 0.0005377717845741741, 0.0]",,,,,,,
66.67,0,3,[1.95143849e-05 5.37771785e-04 1.32344773e-02 1.00000000e+00],[1.],"[1.0, 0.013234477326690005, 0.0005377717845741741, 1.9514384921225397e-05]",,,,,,,
66.67,1,0,[1.],[-0.01323448  1.        ],"[1.0, 0.013234477326690005, 0.0001751513901106718, 2.318037101157922e-06]",(75.56021861046959+0j),(-75.56021861046959+0j),[1],,,0j,[0.]
66.67,1,1,[-0.02739968  1.        ],[-0.04063415  1.        ],"[1.0, 0.013234477326690003, 0.000537771784574174, 2.1851901298804187e-05]",(24.609839538475434+0j),(-8.015384460859552+0j),[1],,,(0.6743016366145677+0j),[0.67430164]
66.67,1,2,[ 5.75259030e-05 -2.30530065e-02  1.00000000e+00],[-0.03628748  1.        ],"[1.0, 0.013234477326690003, 0.0005377717845741741, 1.9514384921225397e-05]",(27.557711234303405+0j),(-11.254532181474884+0j),[1],,,(0.5479145960657139+0j),[-0.00158528  0.59160135]
