sigma,residues,poles,poly_type,pole_2,res_2,remainder
0.1629750834620644,-1.3718761140643794,2.167208948829258,3_0,(-4.840491213198376+4.5673828014361115j),(0.6859380570321897-1.0524294639577814j),0.1373996692723644
0.1788649529057435,,,0_0,,,
0.1788649529057435,,,0_1,,,
0.1788649529057435,,,0_2,,,
0.1788649529057435,,,0_3,,,
0.1788649529057435,-4.129366825224714,4.129366825224714,1_0,,,0.0
0.1788649529057435,-0.761263888394934,1.773002494634345,1_1,,,0.5706357488504644
0.1788649529057435,-1.4369438245304824,2.1911773690293344,1_2,,,0.21906042391795366
0.1788649529057435,-1.6430810608510995,2.3507823917128556,2_0,(-5.457847622389391+0j),(1.6430810608510995+0j),0.21041860837095935
0.1788649529057435,-1.2618338764677675,2.11803091016561,2_1,(-10.335680872708583+0j),(4.178116222000122+0j),0.3354916425595851
0.1788649529057435,-1.3742622505388185,2.1719000357007237,3_0,(-4.839237418081168+4.574481240274089j),(0.6871311252694093-1.0531403485976474j),0.13748396978614952
0.1963040650040271,,,0_0,,,
0.1963040650040271,,,0_1,,,
0.1963040650040271,,,0_2,,,
0.1963040650040271,,,0_3,,,
0.1963040650040271,-4.142073301867266,4.142073301867266,1_0,,,0.0
0.1963040650040271,-0.7623709536179172,1.777018956876899,1_1,,,0.5709832184582995
0.1963040650040271,-1.438337574792085,2.195787064826594,1_2,,,0.220029473143289
0.1963040650040271,-1.647153423526079,2.3570091631548866,2_0,(-5.469217892642582+0j),(1.647153423526079+0j),0.21046583644745012
0.1963040650040271,-1.26347915312859,2.1226778340959767,2_1,(-10.381634218485562+0j),(4.202185693717177+0j),0.3360589271962089
0.1963040650040271,-1.3768846188152102,2.1770540110120558,3_0,(-4.837942697904136+4.582266258037886j),(0.6884423094076051-1.0539371269187134j),0.13757593825017414
0.2154434690031884,,,0_0,,,
0.2154434690031884,,,0_1,,,
0.2154434690031884,,,0_2,,,
0.2154434690031884,,,0_3,,,
0.2154434690031884,-4.1560375739605435,4.1560375739605435,1_0,,,0.0
0.2154434690031884,-0.7635877560212465,1.7814318412559367,1_1,,,0.5713629124968904
0.2154434690031884,-1.4398693430278366,2.2008507244857816,1_2,,,0.22108890404310683
0.2154434690031884,-1.6516283029648828,2.3638513064641584,2_0,(-5.481715280993013+0j),(1.6516283029648828+0j),0.21051740298850646
0.2154434690031884,-1.2652858931906108,2.12778223610115,2_1,(-10.432205924508345+0j),(4.228693757151179+0j),0.3366797566269341
0.2154434690031884,-1.379766954627344,2.1827171062257555,3_0,(-4.836617975461051+4.590804177754797j),(0.689883477313672-1.0548311596580129j),0.13767621676176933
0.2364489412645408,,,0_0,,,
0.2364489412645408,,,0_1,,,
0.2364489412645408,,,0_2,,,
0.2364489412645408,,,0_3,,,
0.2364489412645408,-4.171386093073774,4.171386093073774,1_0,,,0.0
0.2364489412645408,-0.7649253550894699,1.7862807697726952,1_1,,,0.5717776465864284
