sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
10.2130612244898,1,0,[1.],[-0.01155573  1.        ],"[1.0, 0.0115557347967581, 0.00013353500669300596]","[1, 0.0115557347967581, 0.0002096539524529]","[0.0, 0.0, 7.611894575989403e-05]",7.611894575989403e-05,0.36306945263526386,86.53711923888602,-86.53711923888602,[1],,,0.0,[0.]
12.2536734693878,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00856684779118632, 0.00011802595514541123]","[0.0, 0.00856684779118632, 0.00011802595514541123]",0.00856684779118632,1.0,,,,,,,
12.2536734693878,0,1,[0.00856685 1.        ],[1.],"[1.0, 0.00856684779118632, 0.0]","[1, 0.00856684779118632, 0.00011802595514541123]","[0.0, 0.0, 0.00011802595514541123]",0.00011802595514541123,1.0,,,,,,,
12.2536734693878,1,0,[1.],[-0.00856685  1.        ],"[1.0, 0.00856684779118632, 7.339088107735394e-05]","[1, 0.00856684779118632, 0.00011802595514541123]","[0.0, 0.0, 4.463507406805729e-05]",4.463507406805729e-05,0.37818015548415307,116.72904951443311,-116.72904951443311,[1],,,0.0,[0.]
14.294285714285701,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00658036586364575, 7.091444949367089e-05]","[0.0, 0.00658036586364575, 7.091444949367089e-05]",0.00658036586364575,1.0,,,,,,,
14.294285714285701,0,1,[0.00658037 1.        ],[1.],"[1.0, 0.00658036586364575, 0.0]","[1, 0.00658036586364575, 7.091444949367089e-05]","[0.0, 0.0, 7.091444949367089e-05]",7.091444949367089e-05,1.0,,,,,,,
14.294285714285701,1,0,[1.],[-0.00658037  1.        ],"[1.0, 0.00658036586364575, 4.330121489943428e-05]","[1, 0.00658036586364575, 7.091444949367089e-05]","[0.0, 0.0, 2.761323459423661e-05]",2.761323459423661e-05,0.3893879849790146,151.96723415101505,-151.96723415101505,[1],,,0.0,[0.]
16.3348979591837,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00519948700849681, 4.4898819048326147e-05]","[0.0, 0.00519948700849681, 4.4898819048326147e-05]",0.00519948700849681,1.0,,,,,,,
16.3348979591837,0,1,[0.00519949 1.        ],[1.],"[1.0, 0.00519948700849681, 0.0]","[1, 0.00519948700849681, 4.4898819048326147e-05]","[0.0, 0.0, 4.4898819048326147e-05]",4.4898819048326147e-05,1.0,,,,,,,
16.3348979591837,1,0,[1.],[-0.00519949  1.        ],"[1.0, 0.00519948700849681, 2.7034665151527108e-05]","[1, 0.00519948700849681, 4.4898819048326147e-05]","[0.0, 0.0, 1.786415389679904e-05]",1.786415389679904e-05,0.39787580777060605,192.3266657587252,-192.3266657587252,[1],,,0.0,[0.]
18.375510204081603,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00420418698609916, 2.967454569768834e-05]","[0.0, 0.00420418698609916, 2.967454569768834e-05]",0.00420418698609916,1.0,,,,,,,
18.375510204081603,0,1,[0.00420419 1.        ],[1.],"[1.0, 0.00420418698609916, 0.0]","[1, 0.00420418698609916, 2.967454569768834e-05]","[0.0, 0.0, 2.967454569768834e-05]",2.967454569768834e-05,1.0,,,,,,,
18.375510204081603,1,0,[1.],[-0.00420419  1.        ],"[1.0, 0.00420418698609916, 1.767518821408554e-05]","[1, 0.00420418698609916, 2.967454569768834e-05]","[0.0, 0.0, 1.19993574836028e-05]",1.19993574836028e-05,0.4043653306725284,237.85811699299475,-237.85811699299475,[1],,,0.0,[0.]
20.416122448979603,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00346504536703276, 2.0331902050438752e-05]","[0.0, 0.00346504536703276, 2.0331902050438752e-05]",0.00346504536703276,1.0,,,,,,,
20.416122448979603,0,1,[0.00346505 1.        ],[1.],"[1.0, 0.00346504536703276, 0.0]","[1, 0.00346504536703276, 2.0331902050438752e-05]","[0.0, 0.0, 2.0331902050438752e-05]",2.0331902050438752e-05,1.0,,,,,,,
20.416122448979603,1,0,[1.],[-0.00346505  1.        ],"[1.0, 0.00346504536703276, 1.2006539395595194e-05]","[1, 0.00346504536703276, 2.0331902050438752e-05]","[0.0, 0.0, 8.325362654843558e-06]",8.325362654843558e-06,0.40947288818282995,288.5965100238601,-288.5965100238601,[1],,,0.0,[0.]
22.456734693877603,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00290219950336096, 1.4361913719161663e-05]","[0.0, 0.00290219950336096, 1.4361913719161663e-05]",0.00290219950336096,1.0,,,,,,,
22.456734693877603,0,1,[0.0029022 1.       ],[1.],"[1.0, 0.00290219950336096, 0.0]","[1, 0.00290219950336096, 1.4361913719161663e-05]","[0.0, 0.0, 1.4361913719161663e-05]",1.4361913719161663e-05,1.0,,,,,,,
22.456734693877603,1,0,[1.],[-0.0029022  1.       ],"[1.0, 0.00290219950336096, 8.422761957308602e-06]","[1, 0.00290219950336096, 1.4361913719161663e-05]","[0.0, 0.0, 5.939151761853061e-06]",5.939151761853061e-06,0.4135348448674389,344.5662501292301,-344.5662501292301,[1],,,0.0,[0.]
24.4973469387755,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00246436124419098, 1.0411859252918418e-05]","[0.0, 0.00246436124419098, 1.0411859252918418e-05]",0.00246436124419098,1.0,,,,,,,
24.4973469387755,0,1,[0.00246436 1.        ],[1.],"[1.0, 0.00246436124419098, 0.0]","[1, 0.00246436124419098, 1.0411859252918418e-05]","[0.0, 0.0, 1.0411859252918418e-05]",1.0411859252918418e-05,1.0,,,,,,,
24.4973469387755,1,0,[1.],[-0.00246436  1.        ],"[1.0, 0.00246436124419098, 6.073076341870514e-06]","[1, 0.00246436124419098, 1.0411859252918418e-05]","[0.0, 0.0, 4.338782911047903e-06]",4.338782911047903e-06,0.41671547853777924,405.7846642237258,-405.7846642237258,[1],,,0.0,[0.]
26.5379591836735,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00211745863002855, 7.721358720539827e-06]","[0.0, 0.00211745863002855, 7.721358720539827e-06]",0.00211745863002855,1.0,,,,,,,
26.5379591836735,0,1,[0.00211746 1.        ],[1.],"[1.0, 0.00211745863002855, 0.0]","[1, 0.00211745863002855, 7.721358720539827e-06]","[0.0, 0.0, 7.721358720539827e-06]",7.721358720539827e-06,1.0,,,,,,,
26.5379591836735,1,0,[1.],[-0.00211746  1.        ],"[1.0, 0.00211745863002855, 4.483631049882385e-06]","[1, 0.00211745863002855, 7.721358720539827e-06]","[0.0, 0.0, 3.2377276706574426e-06]",3.2377276706574426e-06,0.4193209754708925,472.2642444195081,-472.2642444195081,[1],,,0.0,[0.]
28.5785714285714,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0018381875446863102, 5.842408175677492e-06]","[0.0, 0.0018381875446863102, 5.842408175677492e-06]",0.0018381875446863102,1.0,,,,,,,
28.5785714285714,0,1,[0.00183819 1.        ],[1.],"[1.0, 0.0018381875446863102, 0.0]","[1, 0.0018381875446863102, 5.842408175677492e-06]","[0.0, 0.0, 5.842408175677492e-06]",5.842408175677492e-06,1.0,,,,,,,
28.5785714285714,1,0,[1.],[-0.00183819  1.        ],"[1.0, 0.0018381875446863102, 3.3789334494398854e-06]","[1, 0.0018381875446863102, 5.842408175677492e-06]","[0.0, 0.0, 2.463474726237607e-06]",2.463474726237607e-06,0.42165399132729026,544.0141311427783,-544.0141311427783,[1],,,0.0,[0.]
30.6191836734694,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00161019937110421, 4.498053420765286e-06]","[0.0, 0.00161019937110421, 4.498053420765286e-06]",0.00161019937110421,1.0,,,,,,,
30.6191836734694,0,1,[0.0016102 1.       ],[1.],"[1.0, 0.00161019937110421, 0.0]","[1, 0.00161019937110421, 4.498053420765286e-06]","[0.0, 0.0, 4.498053420765286e-06]",4.498053420765286e-06,1.0,,,,,,,
30.6191836734694,1,0,[1.],[-0.0016102  1.       ],"[1.0, 0.00161019937110421, 2.5927420147043934e-06]","[1, 0.00161019937110421, 4.498053420765286e-06]","[0.0, 0.0, 1.9053114060608926e-06]",1.9053114060608926e-06,0.42358576651513585,621.0411070488993,-621.0411070488993,[1],,,0.0,[0.]
32.6597959183673,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00142176670581748, 3.517800865065458e-06]","[0.0, 0.00142176670581748, 3.517800865065458e-06]",0.00142176670581748,1.0,,,,,,,
32.6597959183673,0,1,[0.00142177 1.        ],[1.],"[1.0, 0.00142176670581748, 0.0]","[1, 0.00142176670581748, 3.517800865065458e-06]","[0.0, 0.0, 3.517800865065458e-06]",3.517800865065458e-06,1.0,,,,,,,
32.6597959183673,1,0,[1.],[-0.00142177  1.        ],"[1.0, 0.00142176670581748, 2.021420565771089e-06]","[1, 0.00142176670581748, 3.517800865065458e-06]","[0.0, 0.0, 1.496380299294369e-06]",1.496380299294369e-06,0.42537379365461175,703.3502725224004,-703.3502725224004,[1],,,0.0,[0.]
34.7004081632653,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00126430959658913, 2.7895871030475544e-06]","[0.0, 0.00126430959658913, 2.7895871030475544e-06]",0.00126430959658913,1.0,,,,,,,
34.7004081632653,0,1,[0.00126431 1.        ],[1.],"[1.0, 0.00126430959658913, 0.0]","[1, 0.00126430959658913, 2.7895871030475544e-06]","[0.0, 0.0, 2.7895871030475544e-06]",2.7895871030475544e-06,1.0,,,,,,,
34.7004081632653,1,0,[1.],[-0.00126431  1.        ],"[1.0, 0.00126430959658913, 1.5984787560273687e-06]","[1, 0.00126430959658913, 2.7895871030475544e-06]","[0.0, 0.0, 1.1911083470201857e-06]",1.1911083470201857e-06,0.4269837445545004,790.9455110503094,-790.9455110503094,[1],,,0.0,[0.]
36.741020408163294,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00113143954157945, 2.238575843034356e-06]","[0.0, 0.00113143954157945, 2.238575843034356e-06]",0.00113143954157945,1.0,,,,,,,
36.741020408163294,0,1,[0.00113144 1.        ],[1.],"[1.0, 0.00113143954157945, 0.0]","[1, 0.00113143954157945, 2.238575843034356e-06]","[0.0, 0.0, 2.238575843034356e-06]",2.238575843034356e-06,1.0,,,,,,,
36.741020408163294,1,0,[1.],[-0.00113144  1.        ],"[1.0, 0.00113143954157945, 1.2801554362495162e-06]","[1, 0.00113143954157945, 2.238575843034356e-06]","[0.0, 0.0, 9.584204067848397e-07]",9.584204067848397e-07,0.4281384567635266,883.8298143655427,-883.8298143655427,[1],,,0.0,[0.]
38.7816326530612,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00101832422231729, 1.8156123963604332e-06]","[0.0, 0.00101832422231729, 1.8156123963604332e-06]",0.00101832422231729,1.0,,,,,,,
38.7816326530612,0,1,[0.00101832 1.        ],[1.],"[1.0, 0.00101832422231729, 0.0]","[1, 0.00101832422231729, 1.8156123963604332e-06]","[0.0, 0.0, 1.8156123963604332e-06]",1.8156123963604332e-06,1.0,,,,,,,
38.7816326530612,1,0,[1.],[-0.00101832  1.        ],"[1.0, 0.00101832422231729, 1.0369842217581134e-06]","[1, 0.00101832422231729, 1.8156123963604332e-06]","[0.0, 0.0, 7.786281746023198e-07]",7.786281746023198e-07,0.4288515413108842,982.0055126690481,-982.0055126690481,[1],,,0.0,[0.]
40.8222448979592,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00092125614712637, 1.487333672011892e-06]","[0.0, 0.00092125614712637, 1.487333672011892e-06]",0.00092125614712637,1.0,,,,,,,
40.8222448979592,0,1,[9.21256147e-04 1.00000000e+00],[1.],"[1.0, 0.00092125614712637, 0.0]","[1, 0.00092125614712637, 1.487333672011892e-06]","[0.0, 0.0, 1.487333672011892e-06]",1.487333672011892e-06,1.0,,,,,,,
40.8222448979592,1,0,[1.],[-9.21256147e-04  1.00000000e+00],"[1.0, 0.00092125614712637, 8.487128886181239e-07]","[1, 0.00092125614712637, 1.487333672011892e-06]","[0.0, 0.0, 6.386207833937682e-07]",6.386207833937682e-07,0.4293729076474926,1085.4744395673797,-1085.4744395673797,[1],,,0.0,[0.]
42.8628571428571,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00083735399222628, 1.2286203795726556e-06]","[0.0, 0.00083735399222628, 1.2286203795726556e-06]",0.00083735399222628,1.0,,,,,,,
42.8628571428571,0,1,[8.37353992e-04 1.00000000e+00],[1.],"[1.0, 0.00083735399222628, 0.0]","[1, 0.00083735399222628, 1.2286203795726556e-06]","[0.0, 0.0, 1.2286203795726556e-06]",1.2286203795726556e-06,1.0,,,,,,,
42.8628571428571,1,0,[1.],[-8.37353992e-04  1.00000000e+00],"[1.0, 0.00083735399222628, 7.011617082972889e-07]","[1, 0.00083735399222628, 1.2286203795726556e-06]","[0.0, 0.0, 5.274586712753666e-07]",5.274586712753666e-07,0.4293097201096646,1194.23805139006,-1194.23805139006,[1],,,0.0,[0.]
44.903469387755095,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0007643521351915599, 1.0229655792902515e-06]","[0.0, 0.0007643521351915599, 1.0229655792902515e-06]",0.0007643521351915599,1.0,,,,,,,
44.903469387755095,0,1,[7.64352135e-04 1.00000000e+00],[1.],"[1.0, 0.0007643521351915599, 0.0]","[1, 0.0007643521351915599, 1.0229655792902515e-06]","[0.0, 0.0, 1.0229655792902515e-06]",1.0229655792902515e-06,1.0,,,,,,,
44.903469387755095,1,0,[1.],[-7.64352135e-04  1.00000000e+00],"[1.0, 0.0007643521351915599, 5.842341865718967e-07]","[1, 0.0007643521351915599, 1.0229655792902515e-06]","[0.0, 0.0, 4.3873139271835475e-07]",4.3873139271835475e-07,0.4288818720789736,1308.297516234952,-1308.297516234952,[1],,,0.0,[0.]
46.9440816326531,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00070044993788681, 8.752075353743989e-07]","[0.0, 0.00070044993788681, 8.752075353743989e-07]",0.00070044993788681,1.0,,,,,,,
46.9440816326531,0,1,[7.00449938e-04 1.00000000e+00],[1.],"[1.0, 0.00070044993788681, 0.0]","[1, 0.00070044993788681, 8.752075353743989e-07]","[0.0, 0.0, 8.752075353743989e-07]",8.752075353743989e-07,1.0,,,,,,,
46.9440816326531,1,0,[1.],[-7.00449938e-04  1.00000000e+00],"[1.0, 0.00070044993788681, 4.90630115485636e-07]","[1, 0.00070044993788681, 8.752075353743989e-07]","[0.0, 0.0, 3.845774198887629e-07]",3.845774198887629e-07,0.43941282992295905,1427.6537778230143,-1427.6537778230143,[1],,,0.0,[0.]
48.984693877551,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00064420221696948, 7.255660940328134e-07]","[0.0, 0.00064420221696948, 7.255660940328134e-07]",0.00064420221696948,1.0,,,,,,,
48.984693877551,0,1,[6.44202217e-04 1.00000000e+00],[1.],"[1.0, 0.00064420221696948, 0.0]","[1, 0.00064420221696948, 7.255660940328134e-07]","[0.0, 0.0, 7.255660940328134e-07]",7.255660940328134e-07,1.0,,,,,,,
48.984693877551,1,0,[1.],[-6.44202217e-04  1.00000000e+00],"[1.0, 0.00064420221696948, 4.14996496348393e-07]","[1, 0.00064420221696948, 7.255660940328134e-07]","[0.0, 0.0, 3.1056959768442044e-07]",3.1056959768442044e-07,0.4280376388017589,1552.3076041313536,-1552.3076041313536,[1],,,0.0,[0.]
51.025306122448995,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0005944385657293599, 6.177155751324203e-07]","[0.0, 0.0005944385657293599, 6.177155751324203e-07]",0.0005944385657293599,1.0,,,,,,,
51.025306122448995,0,1,[5.94438566e-04 1.00000000e+00],[1.],"[1.0, 0.0005944385657293599, 0.0]","[1, 0.0005944385657293599, 6.177155751324203e-07]","[0.0, 0.0, 6.177155751324203e-07]",6.177155751324203e-07,1.0,,,,,,,
51.025306122448995,1,0,[1.],[-5.94438566e-04  1.00000000e+00],"[1.0, 0.0005944385657293599, 3.5335720842637856e-07]","[1, 0.0005944385657293599, 6.177155751324203e-07]","[0.0, 0.0, 2.643583667060417e-07]",2.643583667060417e-07,0.4279613099432873,1682.2596272383964,-1682.2596272383964,[1],,,0.0,[0.]
53.065918367346896,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00055020318877814, 5.294847792559068e-07]","[0.0, 0.00055020318877814, 5.294847792559068e-07]",0.00055020318877814,1.0,,,,,,,
53.065918367346896,0,1,[5.50203189e-04 1.00000000e+00],[1.],"[1.0, 0.00055020318877814, 0.0]","[1, 0.00055020318877814, 5.294847792559068e-07]","[0.0, 0.0, 5.294847792559068e-07]",5.294847792559068e-07,1.0,,,,,,,
53.065918367346896,1,0,[1.],[-5.50203189e-04  1.00000000e+00],"[1.0, 0.00055020318877814, 3.0272354894163356e-07]","[1, 0.00055020318877814, 5.294847792559068e-07]","[0.0, 0.0, 2.2676123031427322e-07]",2.2676123031427322e-07,0.42826770324341396,1817.5103677983823,-1817.5103677983823,[1],,,0.0,[0.]
55.1065306122449,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0005107095120051701, 4.56856036365063e-07]","[0.0, 0.0005107095120051701, 4.56856036365063e-07]",0.0005107095120051701,1.0,,,,,,,
55.1065306122449,0,1,[5.10709512e-04 1.00000000e+00],[1.],"[1.0, 0.0005107095120051701, 0.0]","[1, 0.0005107095120051701, 4.56856036365063e-07]","[0.0, 0.0, 4.56856036365063e-07]",4.56856036365063e-07,1.0,,,,,,,
55.1065306122449,1,0,[1.],[-5.10709512e-04  1.00000000e+00],"[1.0, 0.0005107095120051701, 2.6082420565255893e-07]","[1, 0.0005107095120051701, 4.56856036365063e-07]","[0.0, 0.0, 1.9603183071250406e-07]",1.9603183071250406e-07,0.42908884880281983,1958.0602602715508,-1958.0602602715508,[1],,,0.0,[0.]
57.147142857142896,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00047530557798097003, 3.965840926807424e-07]","[0.0, 0.00047530557798097003, 3.965840926807424e-07]",0.00047530557798097003,1.0,,,,,,,
57.147142857142896,0,1,[4.75305578e-04 1.00000000e+00],[1.],"[1.0, 0.00047530557798097003, 0.0]","[1, 0.00047530557798097003, 3.965840926807424e-07]","[0.0, 0.0, 3.965840926807424e-07]",3.965840926807424e-07,1.0,,,,,,,
57.147142857142896,1,0,[1.],[-4.75305578e-04  1.00000000e+00],"[1.0, 0.00047530557798097003, 2.2591539245982397e-07]","[1, 0.00047530557798097003, 3.965840926807424e-07]","[0.0, 0.0, 1.7066870022091845e-07]",1.7066870022091845e-07,0.430346812619915,2103.9096663831647,-2103.9096663831647,[1],,,0.0,[0.]
59.187755102040796,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00044344742859975, 3.4635512467268565e-07]","[0.0, 0.00044344742859975, 3.4635512467268565e-07]",0.00044344742859975,1.0,,,,,,,
59.187755102040796,0,1,[4.43447429e-04 1.00000000e+00],[1.],"[1.0, 0.00044344742859975, 0.0]","[1, 0.00044344742859975, 3.4635512467268565e-07]","[0.0, 0.0, 3.4635512467268565e-07]",3.4635512467268565e-07,1.0,,,,,,,
59.187755102040796,1,0,[1.],[-4.43447429e-04  1.00000000e+00],"[1.0, 0.00044344742859975, 1.966456219317304e-07]","[1, 0.00044344742859975, 3.4635512467268565e-07]","[0.0, 0.0, 1.4970950274095525e-07]",1.4970950274095525e-07,0.43224278226699986,2255.058740914669,-2255.058740914669,[1],,,0.0,[0.]
61.2283673469388,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00041467825074408996, 3.0410596023786517e-07]","[0.0, 0.00041467825074408996, 3.0410596023786517e-07]",0.00041467825074408996,1.0,,,,,,,
61.2283673469388,0,1,[4.14678251e-04 1.00000000e+00],[1.],"[1.0, 0.00041467825074408996, 0.0]","[1, 0.00041467825074408996, 3.0410596023786517e-07]","[0.0, 0.0, 3.0410596023786517e-07]",3.0410596023786517e-07,1.0,,,,,,,
61.2283673469388,1,0,[1.],[-4.14678251e-04  1.00000000e+00],"[1.0, 0.00041467825074408996, 1.7195805164017835e-07]","[1, 0.00041467825074408996, 3.0410596023786517e-07]","[0.0, 0.0, 1.321479085976868e-07]",1.321479085976868e-07,0.4345456054012343,2411.5081951021566,-2411.5081951021566,[1],,,0.0,[0.]
63.268979591836704,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00038861244313108, 2.68377818817946e-07]","[0.0, 0.00038861244313108, 2.68377818817946e-07]",0.00038861244313108,1.0,,,,,,,
63.268979591836704,0,1,[3.88612443e-04 1.00000000e+00],[1.],"[1.0, 0.00038861244313108, 0.0]","[1, 0.00038861244313108, 2.68377818817946e-07]","[0.0, 0.0, 2.68377818817946e-07]",2.68377818817946e-07,1.0,,,,,,,
63.268979591836704,1,0,[1.],[-3.88612443e-04  1.00000000e+00],"[1.0, 0.00038861244313108, 1.510196309563069e-07]","[1, 0.00038861244313108, 2.68377818817946e-07]","[0.0, 0.0, 1.173581878616391e-07]",1.173581878616391e-07,0.4372872109123481,2573.2577988057305,-2573.2577988057305,[1],,,0.0,[0.]
65.30959183673471,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00036492249850226003, 2.377982233533029e-07]","[0.0, 0.00036492249850226003, 2.377982233533029e-07]",0.00036492249850226003,1.0,,,,,,,
65.30959183673471,0,1,[3.64922499e-04 1.00000000e+00],[1.],"[1.0, 0.00036492249850226003, 0.0]","[1, 0.00036492249850226003, 2.377982233533029e-07]","[0.0, 0.0, 2.377982233533029e-07]",2.377982233533029e-07,1.0,,,,,,,
65.30959183673471,1,0,[1.],[-3.64922499e-04  1.00000000e+00],"[1.0, 0.00036492249850226003, 1.3316842991313197e-07]","[1, 0.00036492249850226003, 2.377982233533029e-07]","[0.0, 0.0, 1.0462979344017094e-07]",1.0462979344017094e-07,0.4399940082172934,2740.3078848365576,-2740.3078848365576,[1],,,0.0,[0.]
67.3502040816327,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0003433289418426, 2.117095720055923e-07]","[0.0, 0.0003433289418426, 2.117095720055923e-07]",0.0003433289418426,1.0,,,,,,,
67.3502040816327,0,1,[3.43328942e-04 1.00000000e+00],[1.],"[1.0, 0.0003433289418426, 0.0]","[1, 0.0003433289418426, 2.117095720055923e-07]","[0.0, 0.0, 2.117095720055923e-07]",2.117095720055923e-07,1.0,,,,,,,
67.3502040816327,1,0,[1.],[-3.43328942e-04  1.00000000e+00],"[1.0, 0.0003433289418426, 1.1787476230675941e-07]","[1, 0.0003433289418426, 2.117095720055923e-07]","[0.0, 0.0, 9.383480969883287e-08]",9.383480969883287e-08,0.44322421896140923,2912.6586143106238,-2912.6586143106238,[1],,,0.0,[0.]
69.3908163265306,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.00032359211708102, 1.8911816054248322e-07]","[0.0, 0.00032359211708102, 1.8911816054248322e-07]",0.00032359211708102,1.0,,,,,,,
69.3908163265306,0,1,[3.23592117e-04 1.00000000e+00],[1.],"[1.0, 0.00032359211708102, 0.0]","[1, 0.00032359211708102, 1.8911816054248322e-07]","[0.0, 0.0, 1.8911816054248322e-07]",1.8911816054248322e-07,1.0,,,,,,,
