s	width	allele counts	se_f	f	n	f_per_kb
-0.1	1.0	9	0.10262902694519312	0.0931	100	9.31e-7
-0.1	1.0	10	0.10511037969293006	0.0873	100	8.729999999999999e-7
-0.1	1.0	20	0.06109086129146754	0.059739999999999946	100	5.973999999999995e-7
-0.1	1.0	50	0.025826335318035246	0.02185333333333333	100	2.1853333333333328e-7
-0.1	1.0	80	0.013262227909116762	0.006119999999999999	100	6.119999999999999e-8
-0.1	1.0	100	0.008392028143639423	0.003174999999999999	100	3.174999999999999e-8
-0.1	1.0	200	0.002840393343083728	0.0010380000000000007	100	1.0380000000000008e-8
-0.1	1.0	500	4.227082529542098e-4	5.966666666666668e-5	100	5.966666666666668e-10
-0.1	1.0	800	0	0	100	0
-0.1	1.0	1000	0	0	100	0
-0.1	1.1	2	0.4957931610922629	1.1065	100	1.1065e-5
-0.1	1.1	3	0.31761375119710256	0.5873	100	5.873e-6
-0.1	1.1	4	0.23283971597073674	0.3591	100	3.5909999999999996e-6
-0.1	1.1	5	0.20158691135161239	0.2697	100	2.697e-6
-0.1	1.1	6	0.15287213247969328	0.19590000000000002	100	1.9590000000000002e-6
-0.1	1.1	7	0.12664158443848886	0.1627	100	1.627e-6
-0.1	1.1	8	0.11395989902530883	0.1251	100	1.251e-6
-0.1	1.1	9	0.10204232633391086	0.1107	100	1.107e-6
-0.1	1.1	10	0.11219008940907464	0.1095	100	1.095e-6
-0.1	1.1	20	0.06902605275978016	0.07109999999999994	100	7.109999999999994e-7
-0.1	1.1	50	0.02539074745092634	0.022153333333333323	100	2.215333333333332e-7
-0.1	1.1	80	0.013325113627982797	0.0063933333333333325	100	6.393333333333332e-8
-0.1	1.1	100	0.007982771853475866	0.003239999999999999	100	3.2399999999999986e-8
-0.1	1.1	200	0.0022354072234260706	7.550000000000004e-4	100	7.550000000000005e-9
-0.1	1.1	500	3.5505583570002975e-4	4.733333333333334e-5	100	4.733333333333334e-10
-0.1	1.1	800	0	0	100	0
-0.1	1.1	1000	0	0	100	0
-0.1	1.2000000000000002	2	0.547603557846054	1.2948	100	1.2948e-5
-0.1	1.2000000000000002	3	0.32584762814493035	0.6897	100	6.896999999999999e-6
-0.1	1.2000000000000002	4	0.23449225181573946	0.4315	100	4.315e-6
-0.1	1.2000000000000002	5	0.20614293364291944	0.31980000000000003	100	3.198e-6
-0.1	1.2000000000000002	6	0.16729877102919424	0.2351	100	2.351e-6
-0.1	1.2000000000000002	7	0.14467434695434667	0.2008	100	2.008e-6
-0.1	1.2000000000000002	8	0.12865269197150578	0.166	100	1.66e-6
-0.1	1.2000000000000002	9	0.12041489722931906	0.1475	100	1.475e-6
-0.1	1.2000000000000002	10	0.1095124180034835	0.1264	100	1.264e-6
-0.1	1.2000000000000002	20	0.07472352813248082	0.08447999999999993	100	8.447999999999993e-7
-0.1	1.2000000000000002	50	0.024725844928078933	0.022139999999999993	100	2.2139999999999993e-7
-0.1	1.2000000000000002	80	0.01280658632105578	0.006410000000000001	100	6.41e-8
-0.1	1.2000000000000002	100	0.008611683102540737	0.0033049999999999976	100	3.304999999999998e-8
-0.1	1.2000000000000002	200	0.0018102767799985805	5.370000000000003e-4	100	5.370000000000003e-9
-0.1	1.2000000000000002	500	8.165721789632488e-5	1.1e-5	100	1.1e-10
-0.1	1.2000000000000002	800	0	0	100	0
-0.1	1.2000000000000002	1000	0	0	100	0
-0.1	1.3	2	0.6410593820490667	1.5238	100	1.5238e-5
-0.1	1.3	3	0.34308882143541103	0.7954	100	7.954e-6
-0.1	1.3	4	0.2408122618442538	0.5044	100	5.0439999999999995e-6
-0.1	1.3	5	0.20998496819698037	0.3735	100	3.735e-6
-0.1	1.3	6	0.18533387835106258	0.2878	100	2.8780000000000002e-6
-0.1	1.3	7	0.15491946425172146	0.2414	100	2.414e-6
-0.1	1.3	8	0.13560563737871997	0.199	100	1.99e-6
-0.1	1.3	9	0.12891352516201302	0.1793	100	1.7929999999999998e-6
-0.1	1.3	10	0.12492033825238746	0.1564	100	1.5640000000000002e-6
-0.1	1.3	20	0.07891491070332098	0.09784999999999992	100	9.784999999999992e-7
-0.1	1.3	50	0.02386505646995735	0.02150666666666666	100	2.1506666666666658e-7
-0.1	1.3	80	0.012334221007276505	0.0063100000000000005	100	6.31e-8
-0.1	1.3	100	0.0087025176317726	0.0028549999999999986	100	2.8549999999999984e-8
-0.1	1.3	200	0.0016965871863267416	3.760000000000002e-4	100	3.760000000000002e-9
-0.1	1.3	500	6.666666666666659e-6	6.666666666666669e-7	100	6.6666666666666695e-12
-0.1	1.3	800	0	0	100	0
-0.1	1.3	1000	0	0	100	0
-0.1	1.4000000000000001	2	0.6683685171725808	1.7437	100	1.7437e-5
-0.1	1.4000000000000001	3	0.3895552890570519	0.9461	100	9.461000000000001e-6
-0.1	1.4000000000000001	4	0.2680124375223409	0.5758	100	5.758e-6
-0.1	1.4000000000000001	5	0.21881395169080392	0.4435	100	4.435e-6
-0.1	1.4000000000000001	6	0.185392049778873	0.3407	100	3.4069999999999997e-6
-0.1	1.4000000000000001	7	0.17468849620702184	0.2847	100	2.847e-6
-0.1	1.4000000000000001	8	0.15091304607205924	0.23900000000000002	100	2.3900000000000004e-6
-0.1	1.4000000000000001	9	0.13433934868853803	0.1971	100	1.971e-6
-0.1	1.4000000000000001	10	0.12650464118926327	0.1831	100	1.8310000000000001e-6
-0.1	1.4000000000000001	20	0.08316444158072811	0.10966999999999992	100	1.0966999999999992e-6
-0.1	1.4000000000000001	50	0.022713396077902875	0.020719999999999995	100	2.0719999999999995e-7
-0.1	1.4000000000000001	80	0.011708319583729653	0.006143333333333336	100	6.143333333333336e-8
-0.1	1.4000000000000001	100	0.006529374186913107	0.0019399999999999992	100	1.9399999999999992e-8
-0.1	1.4000000000000001	200	0.0016035944473323537	3.0000000000000024e-4	100	3.0000000000000025e-9
-0.1	1.4000000000000001	500	0	0	100	0
-0.1	1.4000000000000001	800	0	0	100	0
-0.1	1.4000000000000001	1000	0	0	100	0
-0.1	1.5	2	0.7525436663057964	2.0005	100	2.0005000000000002e-5
-0.1	1.5	3	0.43370626143983815	1.0717	100	1.0717000000000001e-5
-0.1	1.5	4	0.2820469908552563	0.673	100	6.730000000000001e-6
-0.1	1.5	5	0.21805253745579095	0.5016	100	5.016e-6
-0.1	1.5	6	0.1836926506395667	0.38380000000000003	100	3.838e-6
-0.1	1.5	7	0.1716909367956788	0.331	100	3.3100000000000005e-6
-0.1	1.5	8	0.14713273056679266	0.2662	100	2.662e-6
-0.1	1.5	9	0.14845504029806125	0.2393	100	2.3930000000000002e-6
-0.1	1.5	10	0.13207661535348458	0.2089	100	2.0890000000000002e-6
-0.1	1.5	20	0.08753877928545654	0.11774999999999992	100	1.1774999999999993e-6
-0.1	1.5	50	0.021760725905152878	0.020689999999999997	100	2.0689999999999998e-7
-0.1	1.5	80	0.010667244828607134	0.005330000000000002	100	5.330000000000003e-8
-0.1	1.5	100	0.00507274356465289	0.00136	100	1.3600000000000001e-8
-0.1	1.5	200	0.0015211319549080652	2.64e-4	100	2.64e-9
-0.1	1.5	500	0	0	100	0
-0.1	1.5	800	0	0	100	0
-0.1	1.5	1000	0	0	100	0
-0.1	1.6	2	0.7915631575074931	2.2257	100	2.2256999999999997e-5
-0.1	1.6	3	0.4766303758170634	1.2015	100	1.2015000000000001e-5
-0.1	1.6	4	0.32234085416314556	0.7821	100	7.821e-6
-0.1	1.6	5	0.233040747293236	0.5853	100	5.8530000000000005e-6
-0.1	1.6	6	0.1862116749261116	0.4386	100	4.385999999999999e-6
-0.1	1.6	7	0.17130644760165617	0.3666	100	3.666e-6
-0.1	1.6	8	0.15916001096666552	0.3071	100	3.071e-6
-0.1	1.6	9	0.1467953636457187	0.2719	100	2.7189999999999997e-6
-0.1	1.6	10	0.14271802389128832	0.2265	100	2.265e-6
-0.1	1.6	20	0.08796624467385317	0.12301999999999993	100	1.2301999999999992e-06
-0.1	1.6	50	0.021664592234286104	0.020843333333333332	100	2.0843333333333331e-7
-0.1	1.6	80	0.010044915404172995	0.00447	100	4.4699999999999997e-8
-0.1	1.6	100	0.003935319863015256	0.001025	100	1.025e-8
-0.1	1.6	200	0.0012461735372124069	2.0900000000000017e-4	100	2.0900000000000017e-9
-0.1	1.6	500	0	0	100	0
-0.1	1.6	800	0	0	100	0
-0.1	1.6	1000	0	0	100	0
-0.1	1.7000000000000002	2	0.8247517594079233	2.5163	100	2.5163000000000003e-5
-0.1	1.7000000000000002	3	0.525512534809993	1.3389	100	1.3389e-5
-0.1	1.7000000000000002	4	0.34981488611186146	0.8875	100	8.875e-6
-0.1	1.7000000000000002	5	0.2416466240382657	0.6622	100	6.622e-6
-0.1	1.7000000000000002	6	0.19880641312339473	0.5035000000000001	100	5.035000000000001e-6
-0.1	1.7000000000000002	7	0.17303222681093694	0.4145	100	4.145e-6
-0.1	1.7000000000000002	8	0.15749952701548348	0.3386	100	3.3860000000000003e-6
-0.1	1.7000000000000002	9	0.15264572438072796	0.2923	100	2.923e-6
-0.1	1.7000000000000002	10	0.14317835172972349	0.2636	100	2.636e-6
-0.1	1.7000000000000002	20	0.08499446446621678	0.12395999999999995	100	1.2395999999999995e-6
-0.1	1.7000000000000002	50	0.021055787157917078	0.020946666666666666	100	2.0946666666666666e-7
-0.1	1.7000000000000002	80	0.009133134260161803	0.003600000000000001	100	3.600000000000001e-8
-0.1	1.7000000000000002	100	0.004959624863624141	0.001089999999999999	100	1.089999999999999e-8
-0.1	1.7000000000000002	200	9.284346552617012e-4	1.230000000000002e-4	100	1.230000000000002e-9
-0.1	1.7000000000000002	500	0	0	100	0
-0.1	1.7000000000000002	800	0	0	100	0
-0.1	1.7000000000000002	1000	0	0	100	0
-0.1	1.8	2	0.8445350104278591	2.7799	100	2.7799e-5
-0.1	1.8	3	0.5578784759599478	1.5267	100	1.5267e-5
-0.1	1.8	4	0.37622800952549396	0.9814	100	9.814000000000001e-6
-0.1	1.8	5	0.2761790335739819	0.7283	100	7.2829999999999996e-6
-0.1	1.8	6	0.2162380609187452	0.5537	100	5.537e-6
-0.1	1.8	7	0.19437919828848135	0.4784	100	4.784e-6
-0.1	1.8	8	0.16594422210033358	0.3883	100	3.883e-6
-0.1	1.8	9	0.1707719845497812	0.3316	100	3.316e-6
-0.1	1.8	10	0.13451461563035377	0.2726	100	2.726e-6
-0.1	1.8	20	0.08712715658244231	0.12449999999999996	100	1.2449999999999995e-6
-0.1	1.8	50	0.020558861595999338	0.02027666666666666	100	2.027666666666666e-7
-0.1	1.8	80	0.008837662365935693	0.0033233333333333344	100	3.323333333333334e-8
-0.1	1.8	100	0.0036896661588328473	7.499999999999997e-4	100	7.499999999999996e-9
-0.1	1.8	200	7.806213531346025e-4	8.199999999999997e-5	100	8.199999999999998e-10
-0.1	1.8	500	0	0	100	0
-0.1	1.8	800	0	0	100	0
-0.1	1.8	1000	0	0	100	0
-0.1	1.9000000000000001	2	0.9182629352107259	3.1105	100	3.1105e-5
-0.1	1.9000000000000001	3	0.5850747944934177	1.6719	100	1.6719e-5
-0.1	1.9000000000000001	4	0.3953677612889886	1.0757	100	1.0757000000000002e-5
-0.1	1.9000000000000001	5	0.2814531376390547	0.8223	100	8.223e-6
-0.1	1.9000000000000001	6	0.2203839395420656	0.6269	100	6.269e-6
-0.1	1.9000000000000001	7	0.2014606009555559	0.5257	100	5.257e-6
-0.1	1.9000000000000001	8	0.18004699162140755	0.4195	100	4.195e-6
-0.1	1.9000000000000001	9	0.16957686496486815	0.3575	100	3.5749999999999997e-6
-0.1	1.9000000000000001	10	0.1442308405076229	0.2807	100	2.807e-6
-0.1	1.9000000000000001	20	0.08410034650837228	0.12397999999999994	100	1.2397999999999993e-6
-0.1	1.9000000000000001	50	0.020009116889510428	0.019499999999999997	100	1.9499999999999999e-7
-0.1	1.9000000000000001	80	0.00784531714606455	0.0027600000000000007	100	2.7600000000000006e-8
-0.1	1.9000000000000001	100	0.003660721764677533	6.249999999999994e-4	100	6.249999999999994e-9
-0.1	1.9000000000000001	200	3.3044811937119544e-4	3.600000000000002e-5	100	3.6000000000000026e-10
-0.1	1.9000000000000001	500	0	0	100	0
-0.1	1.9000000000000001	800	0	0	100	0
-0.1	1.9000000000000001	1000	0	0	100	0
-0.1	10.0	2	2.8950987840999436	38.001	100	3.8000999999999996e-4
-0.1	10.0	3	0.991151819497361	8.9633	100	8.9633e-5
-0.1	10.0	4	0.4004192121446541	2.2209	100	2.2208999999999997e-5
-0.1	10.0	5	0.22613315108626164	0.8854	100	8.853999999999999e-6
-0.1	10.0	6	0.12379826372372958	0.3195	100	3.1950000000000003e-6
-0.1	10.0	7	0.09768114485716298	0.1559	100	1.559e-6
-0.1	10.0	8	0.05060632371551997	0.0631	100	6.31e-7
-0.1	10.0	9	0.03160664167512578	0.029900000000000003	100	2.9900000000000007e-7
-0.1	10.0	10	0.022221111083331933	0.014600000000000002	100	1.46e-7
-0.1	10.0	20	0.003240074197928314	0.00163	100	1.6299999999999997e-8
-0.1	10.0	50	0	0	100	0
-0.1	10.0	80	0	0	100	0
-0.1	10.0	100	0	0	100	0
-0.1	10.0	200	0	0	100	0
-0.1	10.0	500	0	0	100	0
-0.1	10.0	800	0	0	100	0
-0.1	10.0	1000	0	0	100	0
-0.1	100.0	2	2.6503226866618226	46.0176	100	4.60176e-4
-0.1	100.0	3	0.8247593098546503	8.1506	100	8.1506e-5
-0.1	100.0	4	0.2290144894185439	1.3222	100	1.3222000000000001e-5
-0.1	100.0	5	0.13664356789276488	0.4445	100	4.445000000000001e-6
-0.1	100.0	6	0.03864680785751595	0.0956	100	9.56e-7
