s	width	allele counts	se_f	f	n	f_per_kb
-0.05	1.2000000000000002	5	0.5595813731096783	0.3	100	3e-6
-0.05	1.2000000000000002	6	0.519809599951771	0.25	100	2.5e-6
-0.05	1.2000000000000002	7	0.48938221207451926	0.23	100	2.3e-6
-0.05	1.2000000000000002	8	0.37752516806863706	0.17000000000000004	100	1.7000000000000002e-6
-0.05	1.2000000000000002	9	0.3932511470376971	0.13000000000000006	100	1.3000000000000007e-6
-0.05	1.2000000000000002	10	0.3144660377352203	0.11	100	1.0999999999999998e-6
-0.05	1.2000000000000002	20	0.09279062996930787	0.074	100	7.399999999999999e-7
-0.05	1.2000000000000002	50	0.030282990006374046	0.024333333333333335	100	2.4333333333333337e-7
-0.05	1.2000000000000002	80	0.016150248527412658	0.008666666666666666	100	8.666666666666666e-8
-0.05	1.2000000000000002	100	0.008572330399888249	0.0014999999999999994	100	1.4999999999999992e-8
-0.05	1.2000000000000002	200	0.0019694638556693256	4.000000000000001e-4	100	4.000000000000001e-9
-0.05	1.2000000000000002	500	3.3333333333333343e-4	3.3333333333333315e-5	100	3.3333333333333316e-10
-0.05	1.2000000000000002	800	0	0	100	0
-0.05	1.2000000000000002	1000	0	0	100	0
-0.05	1.3	2	1.2764771597619513	1.63	100	1.63e-5
-0.05	1.3	3	0.9607972278953103	0.81	100	8.1e-6
-0.05	1.3	4	0.5972157622389639	0.36999999999999994	100	3.6999999999999993e-6
-0.05	1.3	5	0.6614187383758849	0.36999999999999994	100	3.6999999999999993e-6
-0.05	1.3	6	0.6204429828352438	0.32999999999999996	100	3.2999999999999997e-6
-0.05	1.3	7	0.4682872294787992	0.23	100	2.3e-6
-0.05	1.3	8	0.5	0.25	100	2.5e-6
-0.05	1.3	9	0.3861229196653695	0.18000000000000002	100	1.8000000000000001e-6
-0.05	1.3	10	0.3588702812826369	0.15000000000000002	100	1.5000000000000002e-6
-0.05	1.3	20	0.10052388027255259	0.08600000000000001	100	8.6e-7
-0.05	1.3	50	0.025537982539514604	0.022333333333333334	100	2.2333333333333335e-7
-0.05	1.3	80	0.014982219165849815	0.006666666666666668	100	6.666666666666668e-8
-0.05	1.3	100	0.00984731927834662	0.001999999999999999	100	1.9999999999999994e-8
-0.05	1.3	200	0.0019694638556693265	4.000000000000001e-4	100	4.000000000000001e-9
-0.05	1.3	500	0	0	100	0
-0.05	1.3	800	0	0	100	0
-0.05	1.3	1000	0	0	100	0
-0.05	1.4	2	1.2430006054103533	1.52	100	1.52e-5
-0.05	1.4	3	0.9999494936740502	1.0100000000000002	100	1.0100000000000003e-5
-0.05	1.4	4	0.7808309482192476	0.58	100	5.7999999999999995e-6
-0.05	1.4	5	0.5876678784428628	0.41000000000000003	100	4.1000000000000006e-6
-0.05	1.4	6	0.6650738547884979	0.39	100	3.9e-6
-0.05	1.4	7	0.49400445751066224	0.27999999999999997	100	2.8e-6
-0.05	1.4	8	0.4399265319747755	0.21999999999999997	100	2.1999999999999997e-6
-0.05	1.4	9	0.4578165130223675	0.25	100	2.5e-6
-0.05	1.4	10	0.4794778304562058	0.18	100	1.8e-6
-0.05	1.4	20	0.09742129690631866	0.10200000000000001	100	1.02e-6
-0.05	1.4	50	0.02750165794410444	0.023	100	2.3e-7
-0.05	1.4	80	0.014664217732492523	0.007333333333333334	100	7.333333333333334e-8
-0.05	1.4	100	0.009847319278346622	0.001999999999999999	100	1.9999999999999994e-8
-0.05	1.4	200	0.0017144660799776534	3.0000000000000003e-4	100	3e-9
-0.05	1.4	500	0	0	100	0
-0.05	1.4	800	0	0	100	0
-0.05	1.4	1000	0	0	100	0
-0.05	1.5	2	1.5174406949288872	1.9799999999999998	100	1.98e-5
-0.05	1.5	3	0.9098784467602183	0.98	100	9.8e-6
-0.05	1.5	4	0.8601150968318019	0.74	100	7.4e-6
-0.05	1.5	5	0.6275654418770873	0.5100000000000001	100	5.100000000000001e-6
-0.05	1.5	6	0.6541244437251892	0.42000000000000004	100	4.2000000000000004e-6
-0.05	1.5	7	0.5773502691896258	0.30000000000000004	100	3.0000000000000005e-6
-0.05	1.5	8	0.48938221207451904	0.2299999999999999	100	2.299999999999999e-6
-0.05	1.5	9	0.5945883900105631	0.30000000000000004	100	3.0000000000000005e-6
-0.05	1.5	10	0.39491720139745284	0.16	100	1.6000000000000001e-6
-0.05	1.5	20	0.1143448620391291	0.116	100	1.1600000000000001e-6
-0.05	1.5	50	0.025991019773499508	0.01966666666666667	100	1.9666666666666668e-7
-0.05	1.5	80	0.014510339206347924	0.005999999999999999	100	5.999999999999998e-8
-0.05	1.5	100	0.00857233039988826	0.0014999999999999996	100	1.4999999999999995e-8
-0.05	1.5	200	0.0017144660799776534	3.0000000000000003e-4	100	3e-9
-0.05	1.5	500	0	0	100	0
-0.05	1.5	800	0	0	100	0
-0.05	1.5	1000	0	0	100	0
-0.05	1.6	2	1.709480398344255	2.37	100	2.37e-5
-0.05	1.6	3	1.2070499977091655	1.24	100	1.24e-5
-0.05	1.6	4	0.9142530206997327	0.75	100	7.499999999999999e-6
-0.05	1.6	5	0.6863753427324668	0.44	100	4.399999999999999e-6
-0.05	1.6	6	0.6889459083603474	0.48999999999999994	100	4.899999999999999e-6
-0.05	1.6	7	0.7176701923937656	0.48999999999999994	100	4.899999999999999e-6
-0.05	1.6	8	0.5412294272573257	0.30000000000000004	100	3.0000000000000005e-6
-0.05	1.6	9	0.4893822120745189	0.23	100	2.3e-6
-0.05	1.6	10	0.5182526976156118	0.21000000000000002	100	2.1000000000000002e-6
-0.05	1.6	20	0.10704478435956541	0.116	100	1.1600000000000001e-6
-0.05	1.6	50	0.02574152797769129	0.021333333333333333	100	2.133333333333333e-7
-0.05	1.6	80	0.01187287697366879	0.003999999999999998	100	3.999999999999999e-8
-0.05	1.6	100	0.00857233039988826	0.0014999999999999994	100	1.4999999999999992e-8
-0.05	1.6	200	0.0014070529413628984	2.0000000000000004e-4	100	2.0000000000000005e-9
-0.05	1.6	500	0	0	100	0
-0.05	1.6	800	0	0	100	0
-0.05	1.6	1000	0	0	100	0
-0.05	1.7000000000000002	2	1.6965800418441324	2.4799999999999995	100	2.4799999999999993e-5
-0.05	1.7000000000000002	3	1.2051656493711735	1.61	100	1.6100000000000002e-5
-0.05	1.7000000000000002	4	0.8804842561071298	0.95	100	9.499999999999999e-6
-0.05	1.7000000000000002	5	0.8151965741742632	0.6100000000000001	100	6.100000000000001e-6
-0.05	1.7000000000000002	6	0.6583573068132103	0.4700000000000001	100	4.700000000000001e-6
-0.05	1.7000000000000002	7	0.566399223876658	0.31999999999999995	100	3.2e-6
-0.05	1.7000000000000002	8	0.6256309946079567	0.3499999999999999	100	3.499999999999999e-6
-0.05	1.7000000000000002	9	0.5049252369900861	0.26000000000000006	100	2.6000000000000005e-6
-0.05	1.7000000000000002	10	0.4277023415055067	0.17	100	1.7e-6
-0.05	1.7000000000000002	20	0.12143918126978114	0.14	100	1.4000000000000001e-6
-0.05	1.7000000000000002	50	0.024570382652773327	0.020333333333333328	100	2.0333333333333327e-7
-0.05	1.7000000000000002	80	0.010249414863810756	0.0026666666666666666	100	2.6666666666666664e-8
-0.05	1.7000000000000002	100	0.007035264706814489	9.999999999999994e-4	100	9.999999999999994e-9
-0.05	1.7000000000000002	200	9.999999999999983e-4	9.999999999999998e-5	100	9.999999999999999e-10
-0.05	1.7000000000000002	500	0	0	100	0
-0.05	1.7000000000000002	800	0	0	100	0
-0.05	1.7000000000000002	1000	0	0	100	0
-0.05	1.8	2	1.7767010628315236	2.93	100	2.93e-5
-0.05	1.8	3	1.271283452327456	1.4	100	1.4e-5
-0.05	1.8	4	0.9893881386437223	1.0299999999999998	100	1.0299999999999998e-5
-0.05	1.8	5	0.8055363982396376	0.7600000000000001	100	7.600000000000002e-6
-0.05	1.8	6	0.8040302522073692	0.6000000000000001	100	6.000000000000001e-6
-0.05	1.8	7	0.5772627852480384	0.48999999999999994	100	4.899999999999999e-6
-0.05	1.8	8	0.715979233376404	0.45	100	4.5e-6
-0.05	1.8	9	0.5049252369900864	0.26	100	2.6e-6
-0.05	1.8	10	0.4494665749754943	0.2	100	2.0000000000000003e-6
-0.05	1.8	20	0.11469767022723501	0.124	100	1.24e-6
-0.05	1.8	50	0.0267087210480481	0.020666666666666663	100	2.0666666666666664e-7
-0.05	1.8	80	0.010050378152592118	0.003333333333333333	100	3.333333333333333e-8
-0.05	1.8	100	0.004999999999999992	4.999999999999997e-4	100	4.999999999999997e-9
-0.05	1.8	200	9.999999999999983e-4	9.999999999999998e-5	100	9.999999999999999e-10
-0.05	1.8	500	0	0	100	0
-0.05	1.8	800	0	0	100	0
-0.05	1.8	1000	0	0	100	0
-0.05	1.9	2	1.8976593769987047	3.43	100	3.43e-5
-0.05	1.9	3	1.1748199948085751	1.4400000000000002	100	1.4400000000000001e-5
-0.05	1.9	4	1.0822722075860267	1.02	100	1.02e-5
-0.05	1.9	5	0.8605260312768294	0.87	100	8.7e-6
-0.05	1.9	6	0.7447459060958074	0.5299999999999999	100	5.299999999999999e-6
-0.05	1.9	7	0.5666666666666669	0.38999999999999996	100	3.899999999999999e-6
-0.05	1.9	8	0.7420283421851621	0.43	100	4.2999999999999995e-6
-0.05	1.9	9	0.6066966359563967	0.34	100	3.4e-6
-0.05	1.9	10	0.49400445751066246	0.2799999999999999	100	2.799999999999999e-6
-0.05	1.9	20	0.12978225742925856	0.135	100	1.35e-6
-0.05	1.9	50	0.022270150335361366	0.019666666666666666	100	1.9666666666666665e-7
-0.05	1.9	80	0.011503183573395335	0.0036666666666666675	100	3.666666666666668e-8
-0.05	1.9	100	0.004999999999999995	4.999999999999997e-4	100	4.999999999999997e-9
-0.05	1.9	200	0	0	100	0
-0.05	1.9	500	0	0	100	0
-0.05	1.9	800	0	0	100	0
-0.05	1.9	1000	0	0	100	0
-0.05	10	2	6.342099196813482	37.6	100	3.7600000000000003e-4
-0.05	10	3	2.956519930764902	9.08	100	9.080000000000001e-5
-0.05	10	4	1.4019827229875395	2.29	100	2.29e-5
-0.05	10	5	0.930895083543606	0.89	100	8.9e-6
-0.05	10	6	0.5777000724747868	0.36000000000000004	100	3.6000000000000003e-6
-0.05	10	7	0.3487350880197767	0.13999999999999999	100	1.4e-6
-0.05	10	8	0.25643239997624295	0.06999999999999995	100	6.999999999999995e-7
-0.05	10	9	0.23868325657594203	0.05999999999999996	100	5.999999999999995e-7
-0.05	10	10	0.1407052941362896	0.019999999999999993	100	1.9999999999999994e-7
-0.05	10	20	0	0	100	0
-0.05	10	50	0	0	100	0
-0.05	10	80	0	0	100	0
-0.05	10	100	0	0	100	0
-0.05	10	200	0	0	100	0
-0.05	10	500	0	0	100	0
-0.05	10	800	0	0	100	0
-0.05	10	1000	0	0	100	0
-0.05	100	2	7.225732635602574	46.47	100	4.6469999999999997e-4
-0.05	100	3	2.3695032083847143	8.04	100	8.039999999999999e-5
-0.05	100	4	1.1286444895707333	1.17	100	1.1699999999999998e-5
-0.05	100	5	0.6210938542262157	0.40999999999999986	100	4.099999999999999e-6
-0.05	100	6	0.30748244591432294	0.07999999999999996	100	7.999999999999996e-7
-0.05	100	7	0.1407052941362896	0.019999999999999993	100	1.9999999999999994e-7
-0.05	100	8	0	0	100	0
-0.05	100	9	0	0	100	0
-0.05	100	10	0	0	100	0
-0.05	100	20	0	0	100	0
-0.05	100	50	0	0	100	0
-0.05	100	80	0	0	100	0
-0.05	100	100	0	0	100	0
-0.05	100	200	0	0	100	0
-0.05	100	500	0	0	100	0
-0.05	100	800	0	0	100	0
-0.05	100	1000	0	0	100	0
-0.05	15	2	6.2533708081838935	43.92	100	4.392e-4
-0.05	15	3	3.3403562381847536	8.44	100	8.44e-5
-0.05	15	4	1.191044020423199	1.66	100	1.66e-5
-0.05	15	5	0.8885352832020513	0.72	100	7.2e-6
-0.05	15	6	0.4648231987117314	0.19000000000000003	100	1.9000000000000004e-6
-0.05	15	7	0.31446603773522036	0.11	100	1.0999999999999998e-6
-0.05	15	8	0.14070529413628957	0.019999999999999993	100	1.9999999999999994e-7
-0.05	15	9	0	0	100	0
-0.05	15	10	0	0	100	0
-0.05	15	20	0	0	100	0
-0.05	15	50	0	0	100	0
-0.05	15	80	0	0	100	0
-0.05	15	100	0	0	100	0
-0.05	15	200	0	0	100	0
-0.05	15	500	0	0	100	0
-0.05	15	800	0	0	100	0
-0.05	15	1000	0	0	100	0
-0.05	20	2	6.81989810048582	45.29	100	4.529e-4
-0.05	20	3	2.9548111768620826	8.42	100	8.42e-5
-0.05	20	4	1.1615037275406863	1.38	100	1.38e-5
-0.05	20	5	0.589127072091164	0.42000000000000004	100	4.2000000000000004e-6
-0.05	20	6	0.23868325657594197	0.059999999999999984	100	5.999999999999998e-7
-0.05	20	7	0.3333333333333331	0.09999999999999995	100	9.999999999999995e-7
-0.05	20	8	0	0	100	0
