s	width	allele counts	se_f	f	n	f_per_kb
-0.05	20	9	0	0	100	0
-0.05	20	10	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.05	20	20	0	0	100	0
-0.05	20	50	0	0	100	0
-0.05	20	80	0	0	100	0
-0.05	20	100	0	0	100	0
-0.05	20	200	0	0	100	0
-0.05	20	500	0	0	100	0
-0.05	20	800	0	0	100	0
-0.05	20	1000	0	0	100	0
-0.05	25	2	7.416464076225231	46.19	100	4.6189999999999995e-4
-0.05	25	3	2.742317091494533	8.57	100	8.570000000000001e-5
-0.05	25	4	1.221482788261955	1.23	100	1.2299999999999999e-5
-0.05	25	5	0.6030226891555267	0.4000000000000001	100	4.000000000000001e-6
-0.05	25	6	0.27265992434429087	0.07999999999999999	100	8e-7
-0.05	25	7	0.17144660799776532	0.02999999999999998	100	2.999999999999998e-7
-0.05	25	8	0	0	100	0
-0.05	25	9	0	0	100	0
-0.05	25	10	0	0	100	0
-0.05	25	20	0	0	100	0
-0.05	25	50	0	0	100	0
-0.05	25	80	0	0	100	0
-0.05	25	100	0	0	100	0
-0.05	25	200	0	0	100	0
-0.05	25	500	0	0	100	0
-0.05	25	800	0	0	100	0
-0.05	25	1000	0	0	100	0
-0.05	30	2	6.066458537888413	46.69	100	4.6689999999999996e-4
-0.05	30	3	2.931731656385097	8.03	100	8.03e-5
-0.05	30	4	1.2592686670276427	1.5100000000000002	100	1.5100000000000003e-5
-0.05	30	5	0.630135467237567	0.36999999999999994	100	3.6999999999999993e-6
-0.05	30	6	0.3450955072018602	0.10999999999999999	100	1.0999999999999998e-6
-0.05	30	7	0.23868325657594205	0.05999999999999996	100	5.999999999999995e-7
-0.05	30	8	0	0	100	0
-0.05	30	9	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.05	30	10	0	0	100	0
-0.05	30	20	0	0	100	0
-0.05	30	50	0	0	100	0
-0.05	30	80	0	0	100	0
-0.05	30	100	0	0	100	0
-0.05	30	200	0	0	100	0
-0.05	30	500	0	0	100	0
-0.05	30	800	0	0	100	0
-0.05	30	1000	0	0	100	0
-0.05	35	2	7.047107007256041	45.43	100	4.543e-4
-0.05	35	3	2.623437485899796	7.92	100	7.92e-5
-0.05	35	4	1.0494827971025251	1.3599999999999999	100	1.3599999999999999e-5
-0.05	35	5	0.731057073315377	0.47000000000000014	100	4.700000000000002e-6
-0.05	35	6	0.4264014327112207	0.1999999999999999	100	1.999999999999999e-6
-0.05	35	7	0.26111648393354725	0.04999999999999998	100	4.999999999999999e-7
-0.05	35	8	0.09999999999999996	0.009999999999999995	100	9.999999999999996e-8
-0.05	35	9	0	0	100	0
-0.05	35	10	0	0	100	0
-0.05	35	20	0	0	100	0
-0.05	35	50	0	0	100	0
-0.05	35	80	0	0	100	0
-0.05	35	100	0	0	100	0
-0.05	35	200	0	0	100	0
-0.05	35	500	0	0	100	0
-0.05	35	800	0	0	100	0
-0.05	35	1000	0	0	100	0
-0.05	40	2	6.439108728086614	45.75	100	4.575e-4
-0.05	40	3	2.9076701075853593	7.5	100	7.5e-5
-0.05	40	4	1.0889249633273987	1.31	100	1.31e-5
-0.05	40	5	0.580751863770343	0.30999999999999994	100	3.099999999999999e-6
-0.05	40	6	0.25643239997624295	0.06999999999999998	100	6.999999999999998e-7
-0.05	40	7	0.19694638556693214	0.03999999999999999	100	3.999999999999999e-7
-0.05	40	8	0	0	100	0
-0.05	40	9	0.09999999999999996	0.009999999999999995	100	9.999999999999996e-8
-0.05	40	10	0	0	100	0
-0.05	40	20	0	0	100	0
-0.05	40	50	0	0	100	0
-0.05	40	80	0	0	100	0
-0.05	40	100	0	0	100	0
-0.05	40	200	0	0	100	0
-0.05	40	500	0	0	100	0
-0.05	40	800	0	0	100	0
-0.05	40	1000	0	0	100	0
-0.05	45	2	6.281759709707546	46.21	100	4.621e-4
-0.05	45	3	2.7779797906341432	8	100	8e-5
-0.05	45	4	1.018812935714794	1.1800000000000002	100	1.1800000000000002e-5
-0.05	45	5	0.5891270720911638	0.42000000000000004	100	4.2000000000000004e-6
-0.05	45	6	0.30151134457776335	0.09999999999999998	100	1e-6
-0.05	45	7	0.19694638556693225	0.039999999999999994	100	4e-7
-0.05	45	8	0.09999999999999996	0.009999999999999995	100	9.999999999999996e-8
-0.05	45	9	0.09999999999999994	0.009999999999999993	100	9.999999999999994e-8
-0.05	45	10	0	0	100	0
-0.05	45	20	0	0	100	0
-0.05	45	50	0	0	100	0
-0.05	45	80	0	0	100	0
-0.05	45	100	0	0	100	0
-0.05	45	200	0	0	100	0
-0.05	45	500	0	0	100	0
-0.05	45	800	0	0	100	0
-0.05	45	1000	0	0	100	0
-0.05	5	2	4.195957650651469	19.1	100	1.91e-4
-0.05	5	3	2.4300101841246455	7.21	100	7.21e-5
-0.05	5	4	1.703798489531345	3.19	100	3.19e-5
-0.05	5	5	1.328590047814417	1.75	100	1.7500000000000002e-5
-0.05	5	6	0.8179797730328717	0.76	100	7.6e-6
-0.05	5	7	0.7722458393307383	0.6399999999999999	100	6.4e-6
-0.05	5	8	0.6356417261637274	0.39999999999999997	100	4e-6
-0.05	5	9	0.4578165130223675	0.25	100	2.5e-6
-0.05	5	10	0.34873508801977693	0.13999999999999999	100	1.4e-6
-0.05	5	20	0.06513389472789292	0.04	100	4.0000000000000003e-7
-0.05	5	50	0.005714886933258847	9.999999999999994e-4	100	9.999999999999994e-9
-0.05	5	80	0	0	100	0
-0.05	5	100	0	0	100	0
-0.05	5	200	0	0	100	0
-0.05	5	500	0	0	100	0
-0.05	5	800	0	0	100	0
-0.05	5	1000	0	0	100	0
-0.05	50	2	7.049607769015925	46.8	100	4.6799999999999994e-4
-0.05	50	3	2.8746716984270346	7.83	100	7.83e-5
-0.05	50	4	1.1813363431112904	1.2799999999999998	100	1.28e-5
-0.05	50	5	0.7142842712828134	0.43000000000000005	100	4.3e-6
-0.05	50	6	0.30151134457776346	0.09999999999999998	100	1e-6
-0.05	50	7	0.23868325657594175	0.05999999999999996	100	5.999999999999995e-7
-0.05	50	8	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.05	50	9	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.05	50	10	0	0	100	0
-0.05	50	20	0	0	100	0
-0.05	50	50	0	0	100	0
-0.05	50	80	0	0	100	0
-0.05	50	100	0	0	100	0
-0.05	50	200	0	0	100	0
-0.05	50	500	0	0	100	0
-0.05	50	800	0	0	100	0
-0.05	50	1000	0	0	100	0
-0.05	55	2	6.520356624069768	45.49	100	4.5490000000000005e-4
-0.05	55	3	2.7983400563024987	8.260000000000002	100	8.260000000000002e-5
-0.05	55	4	1.2903683602175409	1.4599999999999997	100	1.4599999999999997e-5
-0.05	55	5	0.7009373233842893	0.44	100	4.399999999999999e-6
-0.05	55	6	0.3450955072018603	0.11	100	1.0999999999999998e-6
-0.05	55	7	0.21904291355759026	0.04999999999999998	100	4.999999999999999e-7
-0.05	55	8	0.1	0.009999999999999993	100	9.999999999999994e-8
-0.05	55	9	0.09999999999999996	0.009999999999999995	100	9.999999999999996e-8
-0.05	55	10	0	0	100	0
-0.05	55	20	0	0	100	0
-0.05	55	50	0	0	100	0
-0.05	55	80	0	0	100	0
-0.05	55	100	0	0	100	0
-0.05	55	200	0	0	100	0
-0.05	55	500	0	0	100	0
-0.05	55	800	0	0	100	0
-0.05	55	1000	0	0	100	0
-0.05	60	2	5.512740065548441	46.44	100	4.644e-4
-0.05	60	3	2.957937446835876	8.09	100	8.09e-5
-0.05	60	4	1.2514234319608235	1.36	100	1.36e-5
-0.05	60	5	0.5522223238420325	0.41	100	4.1e-6
-0.05	60	6	0.25643239997624295	0.06999999999999997	100	6.999999999999997e-7
-0.05	60	7	0.17144660799776537	0.02999999999999998	100	2.999999999999998e-7
-0.05	60	8	0.1407052941362896	0.019999999999999993	100	1.9999999999999994e-7
-0.05	60	9	0	0	100	0
-0.05	60	10	0	0	100	0
-0.05	60	20	0.00999999999999999	9.999999999999994e-4	100	9.999999999999994e-9
-0.05	60	50	0	0	100	0
-0.05	60	80	0	0	100	0
-0.05	60	100	0	0	100	0
-0.05	60	200	0	0	100	0
-0.05	60	500	0	0	100	0
-0.05	60	800	0	0	100	0
-0.05	60	1000	0	0	100	0
-0.05	65	2	6.037015450995264	46.67	100	4.667e-4
-0.05	65	3	2.7364173289138107	7.87	100	7.87e-5
-0.05	65	4	1.2241674144437347	1.42	100	1.42e-5
-0.05	65	5	0.6060303022726896	0.42000000000000004	100	4.2000000000000004e-6
-0.05	65	6	0.27265992434429087	0.08	100	8.000000000000001e-7
-0.05	65	7	0.3074824459143227	0.07999999999999997	100	7.999999999999998e-7
-0.05	65	8	0	0	100	0
-0.05	65	9	0	0	100	0
-0.05	65	10	0	0	100	0
-0.05	65	20	0	0	100	0
-0.05	65	50	0	0	100	0
-0.05	65	80	0	0	100	0
-0.05	65	100	0	0	100	0
-0.05	65	200	0	0	100	0
-0.05	65	500	0	0	100	0
-0.05	65	800	0	0	100	0
-0.05	65	1000	0	0	100	0
-0.05	70	2	7.131548913033543	46.64	100	4.664e-4
-0.05	70	3	2.803965445975078	7.42	100	7.42e-5
-0.05	70	4	1.157278241950884	1.21	100	1.21e-5
-0.05	70	5	0.615949624071595	0.38000000000000006	100	3.800000000000001e-6
-0.05	70	6	0.3450955072018603	0.10999999999999999	100	1.0999999999999998e-6
-0.05	70	7	0.14070529413628963	0.01999999999999999	100	1.999999999999999e-7
-0.05	70	8	0	0	100	0
-0.05	70	9	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.05	70	10	0	0	100	0
-0.05	70	20	0	0	100	0
-0.05	70	50	0	0	100	0
-0.05	70	80	0	0	100	0
-0.05	70	100	0	0	100	0
-0.05	70	200	0	0	100	0
-0.05	70	500	0	0	100	0
-0.05	70	800	0	0	100	0
-0.05	70	1000	0	0	100	0
-0.05	75	2	5.919416774437745	44.53	100	4.453e-4
-0.05	75	3	2.902089111678208	8.39	100	8.39e-5
-0.05	75	4	1.1625033941516656	1.3900000000000001	100	1.3900000000000002e-5
-0.05	75	5	0.6889459083603479	0.51	100	5.1e-6
-0.05	75	6	0.2564323999762429	0.06999999999999998	100	6.999999999999998e-7
-0.05	75	7	0.2190429135575903	0.049999999999999975	100	4.999999999999998e-7
-0.05	75	8	0.14070529413628957	0.01999999999999999	100	1.999999999999999e-7
-0.05	75	9	0	0	100	0
-0.05	75	10	0	0	100	0
-0.05	75	20	0	0	100	0
-0.05	75	50	0	0	100	0
-0.05	75	80	0	0	100	0
-0.05	75	100	0	0	100	0
-0.05	75	200	0	0	100	0
-0.05	75	500	0	0	100	0
-0.05	75	800	0	0	100	0
-0.05	75	1000	0	0	100	0
-0.05	80	2	7.648225515461316	46.36	100	4.636e-4
-0.05	80	3	2.8818309275440668	7.59	100	7.59e-5
-0.05	80	4	1.1848794849854534	1.5100000000000002	100	1.5100000000000003e-5
-0.05	80	5	0.5993262210114949	0.38000000000000006	100	3.800000000000001e-6
-0.05	80	6	0.45070091316893657	0.17	100	1.7e-6
-0.05	80	7	0.14070529413628963	0.01999999999999999	100	1.999999999999999e-7
-0.05	80	8	0	0	100	0
-0.05	80	9	0	0	100	0
-0.05	80	10	0	0	100	0
-0.05	80	20	0	0	100	0
-0.05	80	50	0	0	100	0
-0.05	80	80	0	0	100	0
-0.05	80	100	0	0	100	0
-0.05	80	200	0	0	100	0
-0.05	80	500	0	0	100	0
-0.05	80	800	0	0	100	0
-0.05	80	1000	0	0	100	0
-0.05	85	2	7.852452489573567	45.66	100	4.5659999999999993e-4
-0.05	85	3	3.070814059805478	8.379999999999999	100	8.379999999999999e-5
-0.05	85	4	1.2170505828486016	1.44	100	1.44e-5
-0.05	85	5	0.6195469181897232	0.4	100	4.000000000000001e-6
-0.05	85	6	0.25643239997624284	0.06999999999999999	100	7e-7
-0.05	85	7	0.17144660799776518	0.029999999999999978	100	2.999999999999998e-7
-0.05	85	8	0.09999999999999999	0.009999999999999995	100	9.999999999999996e-8
-0.05	85	9	0	0	100	0
-0.05	85	10	0	0	100	0
-0.05	85	20	0	0	100	0
-0.05	85	50	0	0	100	0
-0.05	85	80	0	0	100	0
-0.05	85	100	0	0	100	0
-0.05	85	200	0	0	100	0
-0.05	85	500	0	0	100	0
-0.05	85	800	0	0	100	0
-0.05	85	1000	0	0	100	0
-0.05	90	2	7.521927541487881	45.92	100	4.5920000000000005e-4
-0.05	90	3	3.0460937064848927	8.21	100	8.210000000000002e-5
-0.05	90	4	1.1135075167680684	1.3500000000000003	100	1.3500000000000003e-5
-0.05	90	5	0.7305733185227706	0.54	100	5.4e-6
-0.05	90	6	0.2386832565759416	0.059999999999999956	100	5.999999999999995e-7
-0.05	90	7	0.272659924344291	0.07999999999999997	100	7.999999999999998e-7
-0.05	90	8	0.09999999999999996	0.009999999999999993	100	9.999999999999994e-8
-0.05	90	9	0	0	100	0
-0.05	90	10	0	0	100	0
-0.05	90	20	0	0	100	0
-0.05	90	50	0	0	100	0
-0.05	90	80	0	0	100	0
-0.05	90	100	0	0	100	0
-0.05	90	200	0	0	100	0
-0.05	90	500	0	0	100	0
-0.05	90	800	0	0	100	0
-0.05	90	1000	0	0	100	0
-0.05	95	2	6.578538722024195	46.34	100	4.6340000000000004e-4
-0.05	95	3	3.116200743005345	8.08	100	8.08e-5
-0.05	95	4	1.2405603165464785	1.42	100	1.42e-5
-0.05	95	5	0.769625384406747	0.5599999999999999	100	5.6e-6
-0.05	95	6	0.348735088019777	0.13999999999999996	100	1.3999999999999995e-6
-0.05	95	7	0.17144660799776526	0.029999999999999985	100	2.9999999999999983e-7
-0.05	95	8	0.14070529413628963	0.019999999999999987	100	1.9999999999999989e-7
-0.05	95	9	0	0	100	0
-0.05	95	10	0	0	100	0
-0.05	95	20	0	0	100	0
-0.05	95	50	0	0	100	0
-0.05	95	80	0	0	100	0
-0.05	95	100	0	0	100	0
-0.05	95	200	0	0	100	0
-0.05	95	500	0	0	100	0
-0.05	95	800	0	0	100	0
-0.05	95	1000	0	0	100	0
-0.005	0.1	2	0.14070529413628954	0.019999999999999993	100	1.9999999999999994e-7
-0.005	0.1	3	0	0	100	0
-0.005	0.1	4	0.14070529413628954	0.019999999999999993	100	1.9999999999999994e-7
-0.005	0.1	5	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.005	0.1	6	0	0	100	0
-0.005	0.1	7	0	0	100	0
-0.005	0.1	8	0.09999999999999998	0.009999999999999995	100	9.999999999999996e-8
-0.005	0.1	9	0	0	100	0
-0.005	0.1	10	0.22270150335361358	0.02999999999999998	100	2.999999999999998e-7
-0.005	0.1	20	0.024287836253956238	0.0039999999999999975	100	3.9999999999999974e-8
-0.005	0.1	50	0.004690176471209652	6.666666666666665e-4	100	6.666666666666665e-9
-0.005	0.1	80	0.006564879518897738	0.0013333333333333333	100	1.3333333333333332e-8
-0.005	0.1	100	0.01647618422040267	0.0024999999999999983	100	2.4999999999999986e-8
-0.005	0.1	200	0.00261116483933547	4.999999999999997e-4	100	4.999999999999997e-9
-0.005	0.1	500	9.08866414480968e-4	2.666666666666665e-4	100	2.6666666666666653e-9
-0.005	0.1	800	9.587449708822039e-4	3.0000000000000003e-4	100	3e-9
-0.005	0.1	1000	0.002962305272123814	0.00175	100	1.75e-8
-0.005	0.2	2	0.41971611377408014	0.15999999999999998	100	1.6e-6
-0.005	0.2	3	0.519906751545919	0.18	100	1.8e-6
-0.005	0.2	4	0.32582451743479374	0.06999999999999998	100	6.999999999999998e-7
-0.005	0.2	5	0.29729419500528154	0.049999999999999996	100	5e-7
-0.005	0.2	6	0.21904291355759042	0.04999999999999998	100	4.999999999999999e-7
-0.005	0.2	7	0.14070529413628963	0.01999999999999999	100	1.999999999999999e-7
-0.005	0.2	8	0	0	100	0
-0.005	0.2	9	0.19694638556693236	0.039999999999999994	100	4e-7
-0.005	0.2	10	0.22270150335361366	0.029999999999999992	100	2.999999999999999e-7
-0.005	0.2	20	0.044164522532288884	0.012999999999999998	100	1.2999999999999997e-7
-0.005	0.2	50	0.016670033330001013	0.005999999999999999	100	5.999999999999998e-8
-0.005	0.2	80	0.013312272929516726	0.0036666666666666675	100	3.666666666666668e-8
-0.005	0.2	100	0.008572330399888254	0.0014999999999999994	100	1.4999999999999992e-8
-0.005	0.2	200	0.003074824459143229	8.000000000000001e-4	100	8.000000000000002e-9
-0.005	0.2	500	0.0018724777273725238	8.666666666666665e-4	100	8.666666666666667e-9
-0.005	0.2	800	0.0016986823968952777	7.666666666666667e-4	100	7.666666666666667e-9
-0.005	0.2	1000	0.0022309802166923694	0.0011500000000000002	100	1.1500000000000002e-8
-0.005	0.30000000000000004	2	0.519809599951771	0.25	100	2.5e-6
-0.005	0.30000000000000004	3	0.5573204290227127	0.25	100	2.5e-6
-0.005	0.30000000000000004	4	0.3623715376697392	0.09999999999999996	100	9.999999999999997e-7
-0.005	0.30000000000000004	5	0.256432399976243	0.06999999999999998	100	6.999999999999998e-7
-0.005	0.30000000000000004	6	0.23868325657594164	0.05999999999999996	100	5.999999999999995e-7
-0.005	0.30000000000000004	7	0.19694638556693214	0.03999999999999998	100	3.999999999999998e-7
-0.005	0.30000000000000004	8	0.1407052941362896	0.019999999999999993	100	1.9999999999999994e-7
-0.005	0.30000000000000004	9	0.3074824459143228	0.08	100	8.000000000000001e-7
-0.005	0.30000000000000004	10	0.24287836253956196	0.039999999999999994	100	4e-7
-0.005	0.30000000000000004	20	0.05519478821831506	0.028000000000000004	100	2.8e-7
-0.005	0.30000000000000004	50	0.02518394728587773	0.014333333333333333	100	1.4333333333333332e-7
-0.005	0.30000000000000004	80	0.016986823968952788	0.0076666666666666715	100	7.666666666666672e-8
-0.005	0.30000000000000004	100	0.016937198318160134	0.003999999999999998	100	3.999999999999999e-8
-0.005	0.30000000000000004	200	0.006403124237432849	0.0029000000000000007	100	2.9000000000000005e-8
-0.005	0.30000000000000004	500	0.00228472701942943	0.0014333333333333333	100	1.4333333333333334e-8
-0.005	0.30000000000000004	800	0.0017275089920520386	9.666666666666667e-4	100	9.666666666666667e-9
-0.005	0.30000000000000004	1000	0.0019299604852813655	7.499999999999998e-4	100	7.499999999999998e-9
-0.005	0.4	2	0.8782443460183109	0.58	100	5.7999999999999995e-6
-0.005	0.4	3	0.6175873552900364	0.31999999999999995	100	3.2e-6
-0.005	0.4	4	0.5924610544247622	0.25	100	2.5e-6
-0.005	0.4	5	0.40339468604243267	0.17	100	1.7e-6
-0.005	0.4	6	0.3732196796699357	0.10999999999999999	100	1.0999999999999998e-6
-0.005	0.4	7	0.4143877070053742	0.10000000000000006	100	1.0000000000000006e-6
-0.005	0.4	8	0.3450955072018602	0.10999999999999999	100	1.0999999999999998e-6
-0.005	0.4	9	0.32082595426382393	0.09000000000000002	100	9.000000000000002e-7
-0.005	0.4	10	0.1714466079977653	0.02999999999999998	100	2.999999999999998e-7
-0.005	0.4	20	0.06730002176294546	0.046000000000000006	100	4.6000000000000004e-7
-0.005	0.4	50	0.032096585439224876	0.020333333333333335	100	2.0333333333333335e-7
-0.005	0.4	80	0.023364577446142946	0.014666666666666666	100	1.4666666666666666e-7
-0.005	0.4	100	0.01974586006987264	0.008	100	8e-8
-0.005	0.4	200	0.007719187689508431	0.0051	100	5.1000000000000007e-08
-0.005	0.4	500	0.0024836163488651322	0.0017333333333333333	100	1.7333333333333333e-8
-0.005	0.4	800	0.0017484962274020089	8.666666666666665e-4	100	8.666666666666667e-9
-0.005	0.4	1000	0.00238841902825812	0.00105	100	1.05e-8
-0.005	0.5	2	0.7171069824248153	0.5299999999999998	100	5.2999999999999975e-6
-0.005	0.5	3	0.6854181058288286	0.43000000000000005	100	4.3e-6
-0.005	0.5	4	0.4714045207910313	0.2	100	2.0000000000000003e-6
-0.005	0.5	5	0.41971611377407997	0.16000000000000003	100	1.6000000000000004e-6
-0.005	0.5	6	0.43519413988924543	0.1499999999999999	100	1.4999999999999992e-6
-0.005	0.5	7	0.40898988651643603	0.11999999999999994	100	1.1999999999999993e-6
-0.005	0.5	8	0.35618630921006356	0.11999999999999997	100	1.1999999999999995e-6
-0.005	0.5	9	0.39491720139745257	0.1599999999999999	100	1.599999999999999e-6
-0.005	0.5	10	0.3949172013974526	0.16	100	1.6000000000000001e-6
-0.005	0.5	20	0.09047573479037667	0.06399999999999999	100	6.399999999999999e-7
-0.005	0.5	50	0.03244437525936997	0.029666666666666664	100	2.9666666666666665e-7
-0.005	0.5	80	0.02461829819586654	0.019999999999999997	100	2e-7
-0.005	0.5	100	0.01833333333333335	0.0065000000000000014	100	6.500000000000001e-8
-0.005	0.5	200	0.010278446606684529	0.0079	100	7.9e-8
-0.005	0.5	500	0.0026840761671255795	0.0019666666666666665	100	1.9666666666666664e-8
-0.005	0.5	800	0.0019081019297161005	0.0011333333333333332	100	1.133333333333333e-8
-0.005	0.5	1000	0.0019662557351884874	6.499999999999999e-4	100	6.499999999999999e-9
-0.005	0.6000000000000001	2	0.8887057892227211	0.9099999999999999	100	9.1e-6
-0.005	0.6000000000000001	3	0.826089730249833	0.62	100	6.2e-6
-0.005	0.6000000000000001	4	0.6116710015534611	0.36000000000000004	100	3.6000000000000003e-6
-0.005	0.6000000000000001	5	0.6043612539305651	0.27999999999999997	100	2.8e-6
-0.005	0.6000000000000001	6	0.5835281060112282	0.2299999999999999	100	2.299999999999999e-6
-0.005	0.6000000000000001	7	0.4264014327112205	0.20000000000000004	100	2.0000000000000003e-6
-0.005	0.6000000000000001	8	0.30151134457776346	0.09999999999999998	100	1e-6
-0.005	0.6000000000000001	9	0.2386832565759419	0.059999999999999984	100	5.999999999999998e-7
-0.005	0.6000000000000001	10	0.256432399976243	0.06999999999999998	100	6.999999999999998e-7
-0.005	0.6000000000000001	20	0.10276972395416932	0.08800000000000001	100	8.8e-7
-0.005	0.6000000000000001	50	0.03959814980543241	0.041	100	4.1000000000000004e-7
-0.005	0.6000000000000001	80	0.029776571662593298	0.023333333333333334	100	2.3333333333333336e-7
-0.005	0.6000000000000001	100	0.030050462609256194	0.016	100	1.6e-7
-0.005	0.6000000000000001	200	0.010320128415143424	0.0084	100	8.4e-8
-0.005	0.6000000000000001	500	0.0029443015021525893	0.0024666666666666665	100	2.4666666666666666e-8
-0.005	0.6000000000000001	800	0.0018275851115795792	0.0010666666666666665	100	1.0666666666666665e-8
-0.005	0.6000000000000001	1000	0.0021343747458109513	7.000000000000002e-4	100	7.000000000000002e-9
-0.005	0.7000000000000001	2	1.0807778717575636	1.0599999999999998	100	1.0599999999999998e-5
-0.005	0.7000000000000001	3	0.9054269599465107	0.7800000000000002	100	7.800000000000002e-6
-0.005	0.7000000000000001	4	0.7316095442601372	0.5100000000000001	100	5.100000000000001e-6
-0.005	0.7000000000000001	5	0.6614187383758847	0.36999999999999994	100	3.6999999999999993e-6
-0.005	0.7000000000000001	6	0.7005769628014332	0.29	100	2.8999999999999998e-6
-0.005	0.7000000000000001	7	0.39427724440366235	0.19000000000000003	100	1.9000000000000004e-6
-0.005	0.7000000000000001	8	0.4033946860424328	0.17000000000000004	100	1.7000000000000002e-6
-0.005	0.7000000000000001	9	0.519809599951771	0.25	100	2.5e-6
-0.005	0.7000000000000001	10	0.385992097056273	0.15	100	1.5e-6
-0.005	0.7000000000000001	20	0.10919355440332697	0.114	100	1.14e-6
-0.005	0.7000000000000001	50	0.04555555555555557	0.051	100	5.1e-7
-0.005	0.7000000000000001	80	0.03142696805273544	0.02666666666666667	100	2.6666666666666667e-7
-0.005	0.7000000000000001	100	0.027205725778804653	0.0185	100	1.8499999999999998e-7
-0.005	0.7000000000000001	200	0.010636320469566201	0.01	100	1.0000000000000001e-7
-0.005	0.7000000000000001	500	0.003226399243168575	0.002833333333333333	100	2.8333333333333332e-8
-0.005	0.7000000000000001	800	0.001912508298288224	9.666666666666667e-4	100	9.666666666666667e-9
-0.005	0.7000000000000001	1000	0.0013632996217214533	4.000000000000003e-4	100	4.0000000000000036e-9
-0.005	0.8	2	1.2738234817376635	1.5599999999999998	100	1.5599999999999996e-5
-0.005	0.8	3	0.9480975102218594	0.9899999999999999	100	9.9e-6
-0.005	0.8	4	0.8338786094831404	0.54	100	5.4e-6
-0.005	0.8	5	0.8619920550853719	0.6199999999999999	100	6.199999999999998e-6
-0.005	0.8	6	0.6175873552900363	0.31999999999999995	100	3.2e-6
-0.005	0.8	7	0.6365151334819262	0.32999999999999996	100	3.2999999999999997e-6
-0.005	0.8	8	0.39427724440366246	0.19000000000000003	100	1.9000000000000004e-6
-0.005	0.8	9	0.3379976689896309	0.13000000000000006	100	1.3000000000000007e-6
-0.005	0.8	10	0.4836728170358491	0.21999999999999997	100	2.1999999999999997e-6
-0.005	0.8	20	0.11991579537241112	0.14200000000000002	100	1.42e-6
-0.005	0.8	50	0.048282511304483376	0.059000000000000004	100	5.900000000000001e-7
-0.005	0.8	80	0.032979604621457416	0.03233333333333333	100	3.233333333333333e-7
-0.005	0.8	100	0.03391909566166308	0.019	100	1.8999999999999998e-7
-0.005	0.8	200	0.010919355440332698	0.0114	100	1.14e-7
-0.005	0.8	500	0.003333333333333331	0.003	100	3e-8
-0.005	0.8	800	0.00182604919643174	7.666666666666666e-4	100	7.666666666666666e-9
-0.005	0.8	1000	0.001363299621721453	4e-4	100	4e-9
-0.005	0.9	2	1.3759844960366863	1.84	100	1.84e-5
-0.005	0.9	3	1.1503183573395337	1.1	100	1.1000000000000001e-5
-0.005	0.9	4	0.9031370691409835	0.75	100	7.499999999999999e-6
-0.005	0.9	5	0.7925792188682588	0.5900000000000001	100	5.900000000000001e-6
-0.005	0.9	6	0.7174590404667541	0.5200000000000001	100	5.200000000000001e-6
-0.005	0.9	7	0.6415731927193978	0.35	100	3.5e-6
-0.005	0.9	8	0.649708559371979	0.39	100	3.9e-6
-0.005	0.9	9	0.5514901759246612	0.32999999999999996	100	3.2999999999999997e-6
-0.005	0.9	10	0.42640143271122044	0.2	100	2.0000000000000003e-6
-0.005	0.9	20	0.14077347661108514	0.159	100	1.59e-6
-0.005	0.9	50	0.04962146271815817	0.073	100	7.3e-7
-0.005	0.9	80	0.03395877873538232	0.03166666666666666	100	3.166666666666666e-7
-0.005	0.9	100	0.03128154973039785	0.0225	100	2.25e-7
-0.005	0.9	200	0.011315493981280891	0.0118	100	1.1800000000000001e-7
-0.005	0.9	500	0.0034326941969910606	0.0033	100	3.3000000000000004e-8
-0.005	0.9	800	0.0016670033330001015	6.000000000000002e-4	100	6.000000000000002e-9
-0.005	0.9	1000	0.0015075567228888197	4.999999999999999e-4	100	4.999999999999999e-9
-0.005	1	2	1.4074477222650554	2.33	100	2.33e-5
-0.005	1	3	1.2650707649787976	1.34	100	1.34e-5
-0.005	1	4	0.8918825850158443	0.85	100	8.5e-6
-0.005	1	5	0.9395356686828197	0.6900000000000001	100	6.900000000000001e-6
-0.005	1	6	0.7581876316905237	0.5299999999999999	100	5.299999999999999e-6
-0.005	1	7	0.5915226030330458	0.44000000000000006	100	4.4e-6
-0.005	1	8	0.5328596381218922	0.32999999999999996	100	3.2999999999999997e-6
-0.005	1	9	0.5464301040259942	0.38000000000000006	100	3.800000000000001e-6
-0.005	1	10	0.5416025603090641	0.36000000000000004	100	3.6000000000000003e-6
-0.005	1	20	0.14069093572060493	0.202	100	2.02e-6
-0.005	1	50	0.05024183937956912	0.08233333333333333	100	8.233333333333333e-7
-0.005	1	80	0.03386611256472924	0.03633333333333333	100	3.633333333333333e-7
-0.005	1	100	0.033469419179334714	0.021	100	2.1000000000000003e-7
-0.005	1	200	0.012512619892159146	0.013	100	1.3e-7
-0.005	1	500	0.003177502283742282	0.0034	100	3.4e-8
-0.005	1	800	0.0016412198797244356	6.666666666666668e-4	100	6.666666666666668e-9
