solution variable
x	solution variable
0.5	6.48119955653642e-07
1.5	6.46507714310228e-07
2.5	6.43270173834806e-07
3.5	6.38383248745585e-07
4.5	6.31815711825539e-07
5.5	6.23534567723872e-07
6.5	6.13511409470142e-07
7.5	6.01729142834247e-07
8.5	5.88188409482835e-07
9.5	5.72913054545189e-07
10.5	5.55954080187054e-07
11.5	5.37391712487076e-07
12.5	5.17335485131822e-07
13.5	4.95922599622593e-07
14.5	4.73315232016971e-07
15.5	4.49697876500377e-07
16.5	4.25276182117905e-07
17.5	4.00278967734246e-07
18.5	3.74965094414265e-07
19.5	3.49636530833871e-07
20.5	3.24658168356028e-07
21.5	3.0048364559842e-07
22.5	2.77684558814007e-07
23.5	2.56977873479395e-07
24.5	2.39242884797236e-07
25.5	2.25514034680876e-07
26.5	2.1692749273108e-07
27.5	2.14583246289701e-07
28.5	2.19250376449341e-07
29.5	2.30769045881764e-07
30.5	2.46842213895633e-07
31.5	2.60571265163609e-07
32.5	2.55400474457897e-07
33.5	1.94799492839933e-07
34.5	1.5884738279596e-09
35.5	-4.82184970736383e-07
36.5	-1.56947176567608e-06
37.5	-3.85627581022871e-06
38.5	-8.41999597893569e-06
39.5	-1.70722993747817e-05
40.5	-3.25473628390556e-05
41.5	-5.8268805944463e-05
42.5	-9.69327169877862e-05
43.5	-0.000146744415622098
44.5	-0.000194533370498962
45.5	-0.000207944695622846
46.5	-0.000136407977448851
47.5	6.07754168641568e-05
48.5	0.000351215458198499
49.5	0.000584308644196631
50.5	0.000584308644196629
51.5	0.000351215458198493
52.5	6.07754168641473e-05
53.5	-0.000136407977448862
54.5	-0.000207944695622856
55.5	-0.000194533370498972
56.5	-0.000146744415622107
57.5	-9.69327169877951e-05
58.5	-5.82688059444721e-05
59.5	-3.25473628390654e-05
60.5	-1.70722993747926e-05
61.5	-8.41999597894815e-06
62.5	-3.85627581024296e-06
63.5	-1.56947176569248e-06
64.5	-4.82184970755448e-07
65.5	1.58847380559448e-09
66.5	1.94799492813315e-07
67.5	2.55400474425617e-07
68.5	2.60571265123798e-07
69.5	2.46842213845505e-07
70.5	2.30769045817162e-07
71.5	2.19250376364265e-07
72.5	2.14583246175618e-07
73.5	2.16927492576038e-07
74.5	2.25514034468529e-07
75.5	2.39242884505788e-07
76.5	2.56977873080586e-07
77.5	2.77684558272345e-07
78.5	3.00483644871302e-07
79.5	3.24658167395398e-07
80.5	3.49636529589992e-07
81.5	3.74965092842736e-07
82.5	4.00278965807254e-07
83.5	4.25276179839936e-07
84.5	4.4969787392802e-07
85.5	4.7331522928111e-07
86.5	4.95922596948419e-07
87.5	5.17335482850541e-07
88.5	5.37391711030663e-07
89.5	5.55954080057194e-07
90.5	5.72913056249846e-07
91.5	5.88188413440393e-07
92.5	6.01729149255411e-07
93.5	6.13511418240729e-07
94.5	6.23534578322098e-07
95.5	6.31815723310698e-07
96.5	6.38383259845119e-07
97.5	6.43270183132553e-07
98.5	6.46507720505377e-07
99.5	6.48119957828993e-07
