solution variable
x	solution variable
0.5	-4.27686965590132e-05
1.5	-4.43432093474249e-05
2.5	-4.75093101883603e-05
3.5	-5.23004516181709e-05
4.5	-5.87650598500327e-05
5.5	-6.69644010695009e-05
6.5	-7.69696897079462e-05
7.5	-8.88584072354302e-05
8.5	-0.000102709803121457
9.5	-0.000118599560220997
10.5	-0.00013659362653259
11.5	-0.000156741245522742
12.5	-0.000179067259251187
13.5	-0.000203563813156741
14.5	-0.000230181658659715
15.5	-0.000258821328765401
16.5	-0.000289324550287989
17.5	-0.000321466350066961
18.5	-0.000354948405421654
19.5	-0.00038939427252089
20.5	-0.000424347189295715
21.5	-0.000459271178578519
22.5	-0.000493556156830074
23.5	-0.000526527667025134
24.5	-0.000557461682666412
25.5	-0.000585604653709195
26.5	-0.000610198561730923
27.5	-0.000630510191797197
28.5	-0.000645863070174013
29.5	-0.000655669497275254
30.5	-0.000659458733263899
31.5	-0.000656895552216221
32.5	-0.000647780933936378
33.5	-0.000632023419320536
34.5	-0.000609565037441124
35.5	-0.000580237263387553
36.5	-0.000543500663569375
37.5	-0.000497954658156287
38.5	-0.000440295391193724
39.5	-0.000362792694156564
40.5	-0.000246730812502122
41.5	-4.5305882407185e-05
42.5	0.000358975131217249
43.5	0.00125194981714157
44.5	0.00328406789378931
45.5	0.00778022627400549
46.5	0.0169690796534842
47.5	0.0332869397573847
48.5	0.0559846681684182
49.5	0.0752478320296942
50.5	0.0752478320297027
51.5	0.055984668168445
52.5	0.0332869397574327
53.5	0.0169690796535569
54.5	0.00778022627410551
55.5	0.00328406789391848
56.5	0.00125194981730108
57.5	0.000358975131407888
58.5	-4.53058821848951e-05
59.5	-0.000246730812247858
60.5	-0.000362792693870212
61.5	-0.000440295390875418
62.5	-0.000497954657806472
63.5	-0.000543500663188882
64.5	-0.00058023726297768
65.5	-0.000609565037003726
66.5	-0.00063202341885811
67.5	-0.000647780933452157
68.5	-0.000656895551714262
69.5	-0.000659458732749174
70.5	-0.000655669496753739
71.5	-0.000645863069652789
72.5	-0.000630510191284563
73.5	-0.000610198561236532
74.5	-0.000585604653244232
75.5	-0.000557461682243833
76.5	-0.000526527666659985
77.5	-0.000493556156539918
78.5	-0.000459271178383973
79.5	-0.000424347189221116
80.5	-0.000389394272595066
81.5	-0.000354948405678725
82.5	-0.000321466350547055
83.5	-0.00028932455103767
84.5	-0.000258821329837491
85.5	-0.000230181660112099
86.5	-0.000203563815049648
87.5	-0.000179067261642403
88.5	-0.000156741248460301
89.5	-0.000136593630044766
90.5	-0.000118599564303949
91.5	-0.000102709807725687
92.5	-8.88584122532476e-05
93.5	-7.69696949651182e-05
94.5	-6.69644063248744e-05
95.5	-5.87650648065997e-05
96.5	-5.2300455947396e-05
97.5	-4.75093135665345e-05
98.5	-4.43432114989398e-05
99.5	-4.2768697298066e-05
