sigma,residues,poles,poly_type,pole_2,res_2,remainder,error_next,rel_error,total_deg
0.01,,,0_0,,,,0.489756159319821,1.0,0
0.01,,,0_1,,,,0.251423336273295,1.0,1
0.01,-2.0418324118451343,2.0418324118451343,1_0,,,0.0,0.0115622406815931,0.0459871420567941,1
0.0112332403297802,,,0_0,,,,0.4805022070300357,1.0,0
0.0112332403297802,,,0_1,,,,0.2421272303442039,1.0,1
0.0112332403297802,-2.0811558934993424,2.0811558934993424,1_0,,,0.0,0.0112448593834685,0.0464419444582217,1
0.0126185688306602,,,0_0,,,,0.4712483692930623,1.0,0
0.0126185688306602,,,0_1,,,,0.2330307098828919,1.0,1
0.0126185688306602,-2.122023258139096,2.122023258139096,1_0,,,0.0,0.0109556843215214,0.0470139078537209,1
0.014174741629268,,,0_0,,,,0.4619945674715374,1.0,0
0.014174741629268,,,0_1,,,,0.2241216751440909,1.0,1
0.014174741629268,-2.164527616575509,2.164527616575509,1_0,,,0.0,0.010682694770878,0.0476647105373007,1
0.0159228279334109,,,0_0,,,,0.4527409487660052,1.0,0
0.0159228279334109,,,0_1,,,,0.2154175443507777,1.0,1
0.0159228279334109,-2.2087686186230977,2.2087686186230977,1_0,,,0.0,0.0104431776612352,0.0484787703467175,1
0.0178864952905743,,,0_0,,,,0.4434874612782417,1.0,0
0.0178864952905743,,,0_1,,,,0.2069017510373385,1.0,1
0.0178864952905743,-2.254855181514603,2.254855181514603,1_0,,,0.0,0.0102206227263186,0.0493984351271833,1
0.0200923300256504,,,0_0,,,,0.4342341459120333,1.0,0
0.0200923300256504,,,0_1,,,,0.198584431346095,1.0,1
0.0200923300256504,-2.302905032720709,2.302905032720709,1_0,,,0.0,0.0100251378701419,0.0504830001132871,1
0.0225701971963392,,,0_0,,,,0.4249810578753001,1.0,0
0.0225701971963392,,,0_1,,,,0.190444710522101,1.0,1
0.0225701971963392,-2.353046051039349,2.353046051039349,1_0,,,0.0,0.0098358109692918,0.0516465432005288,1
0.0253536449397011,,,0_0,,,,0.4157282422447028,1.0,0
0.0253536449397011,,,0_1,,,,0.1824745218600783,1.0,1
0.0253536449397011,-2.4054175261236828,2.4054175261236828,1_0,,,0.0,0.009644550460208,0.0528542306174858,1
0.028480358684358,,,0_0,,,,0.4064757454250285,1.0,0
0.028480358684358,,,0_1,,,,0.1746697605669898,1.0,1
0.028480358684358,-2.460171390926061,2.460171390926061,1_0,,,0.0,0.0094472289481572,0.0540862305959024,1
0.0319926713779738,,,0_0,,,,0.3972236834112039,1.0,0
0.0319926713779738,,,0_1,,,,0.1670286536242401,1.0,1
0.0319926713779738,-2.517473256912542,2.517473256912542,1_0,,,0.0,0.0092419989614758,0.0553318173914476,1
0.0359381366380462,,,0_0,,,,0.3879721129514444,1.0,0
0.0359381366380462,,,0_1,,,,0.1595499811323203,1.0,1
0.0359381366380462,-2.5775048427904723,2.5775048427904723,1_0,,,0.0,0.0090276207043119,0.0565817723088606,1
0.0403701725859655,,,0_0,,,,0.3787211578652362,1.0,0
0.0403701725859655,,,0_1,,,,0.1522379956623567,1.0,1
0.0403701725859655,-2.640465100066681,2.640465100066681,1_0,,,0.0,0.0088082802475715,0.0578586193889937,1
0.0453487850812858,,,0_0,,,,0.3694709617525233,1.0,0
0.0453487850812858,,,0_1,,,,0.1450986207506372,1.0,1
