sigma,residues,poles,poly_type,pole_2,res_2,remainder
3.7649358067924674,-14.585312507869874,17.731579893304747,2_0,(-82.19919107935755+0j),(14.585312507869874+0j),0.14595416772937664
4.229242874389499,,,0_0,,,
4.229242874389499,,,0_1,,,
4.229242874389499,,,0_2,,,
4.229242874389499,-25.726499583083253,25.726499583083253,1_0,,,0.0
4.229242874389499,-13.631720347575142,18.726891035049018,1_1,,,0.2720777665624166
4.229242874389499,-16.286860412139834,19.94622223265605,2_0,(-88.7754076220213+0j),(16.286860412139834+0j),0.1498033135992318
4.750810162102797,,,0_0,,,
4.750810162102797,,,0_1,,,
4.750810162102797,,,0_2,,,
4.750810162102797,-29.482395872170084,29.482395872170084,1_0,,,0.0
4.750810162102797,-15.085813755504843,21.089474464614394,1_1,,,0.2846756906713334
4.750810162102797,-18.312862298658818,22.592494590650496,2_0,(-96.67495106903951+0j),(18.312862298658818+0j),0.1535445166731545
5.336699231206307,,,0_0,,,
5.336699231206307,,,0_1,,,
5.336699231206307,,,0_2,,,
5.336699231206307,-34.03173247551736,34.03173247551736,1_0,,,0.0
5.336699231206307,-16.80321536973275,23.913229187862655,1_1,,,0.2973255415349194
5.336699231206307,-20.739737686986267,25.772877831536338,2_0,(-106.2006441929882+0j),(20.739737686986267+0j),0.15715074788359606
5.994842503189409,,,0_0,,,
5.994842503189409,,,0_1,,,
5.994842503189409,,,0_2,,,
5.994842503189409,-39.571302733481346,39.571302733481346,1_0,,,0.0
5.994842503189409,-18.845015823330403,27.307907758783966,1_1,,,0.30990627367749757
5.994842503189409,-23.663957205964238,29.616818697861692,2_0,(-117.73348518136052+0j),(23.663957205964238+0j),0.16059659588731312
6.734150657750821,,,0_0,,,
6.734150657750821,,,0_1,,,
6.734150657750821,,,0_2,,,
6.734150657750821,-46.3505345155514,46.3505345155514,1_0,,,0.0
6.734150657750821,-21.288431598012615,31.41226167542921,1_1,,,0.3222891169703802
6.734150657750821,-27.20755031978475,34.28812762060872,2_0,(-131.75422256887884+0j),(27.20755031978475+0j),0.1638591015408749
7.5646332755462895,,,0_0,,,
7.5646332755462895,,,0_1,,,
7.5646332755462895,,,0_2,,,
7.5646332755462895,-54.68580342962154,54.68580342962154,1_0,,,0.0
7.5646332755462895,-24.231287526645556,36.40202503335191,1_1,,,0.3343423201197021
7.5646332755462895,-31.52511453416496,39.99438254991829,2_0,(-148.8708927695015+0j),(31.52511453416496+0j),0.16691853216981192
8.497534359086439,,,0_0,,,
8.497534359086439,,,0_1,,,
8.497534359086439,,,0_2,,,
8.497534359086439,-64.97851573619913,64.97851573619913,1_0,,,0.0
8.497534359086439,-27.797742038006938,42.50007080520499,1_1,,,0.34593657113148757
8.497534359086439,-36.81271988317844,46.998857684875944,2_0,(-169.85395411540358+0j),(36.81271988317844+0j),0.16975901570085605
9.545484566618338,,,0_0,,,
9.545484566618338,,,0_1,,,
9.545484566618338,,,0_2,,,
9.545484566618338,-77.7378992391633,77.7378992391633,1_0,,,0.0
9.545484566618338,-32.14552605803855,49.98925550245471,1_1,,,0.3569512941343956
9.545484566618338,-43.31915796427696,55.6355889486575,2_0,(-195.68062120909048+0j),(43.31915796427696+0j),0.17236913582727545
10.722672220103233,,,0_0,,,
10.722672220103233,,,0_1,,,
10.722672220103233,,,0_2,,,
10.722672220103233,-93.6096747931732,93.6096747931732,1_0,,,0.0
10.722672220103233,-37.47503541219744,59.22859003723161,1_1,,,0.36728131821743004
10.722672220103233,-51.36009641799851,66.32833704388656,2_0,(-227.59052790263416+0j),(51.36009641799851+0j),0.1747424290963549
12.045035402587825,,,0_0,,,
12.045035402587825,,,0_1,,,
12.045035402587825,,,0_2,,,
12.045035402587825,-113.41208479614721,113.41208479614721,1_0,,,0.0
12.045035402587825,-44.041376209812576,70.67407086935268,1_1,,,0.3768382708387212
12.045035402587825,-61.336281269249746,79.61477052993109,2_0,(-267.1596043177915+0j),(61.336281269249746+0j),0.17687662560471507
13.53047774579806,,,0_0,,,
13.53047774579806,,,0_1,,,
13.53047774579806,,,0_2,,,
13.53047774579806,-138.18115011385544,138.18115011385544,1_0,,,0.0
13.53047774579806,-52.16793268864842,84.9036214656338,1_1,,,0.38556292666780667
13.53047774579806,-73.75539097855263,96.17600343934802,2_0,(-316.38291544565993+0j),(73.75539097855263+0j),0.1787754126801713
15.199110829529332,,,0_0,,,
15.199110829529332,,,0_1,,,
15.199110829529332,,,0_2,,,
15.199110829529332,-169.22753855961676,169.22753855961676,1_0,,,0.0
15.199110829529332,-62.26579334809878,102.65031390483185,1_1,,,0.39341838344667873
15.199110829529332,-89.26105162509806,116.87500825443746,2_0,(-377.7939643172631+0j),(89.26105162509806+0j),0.18044602870692478
