sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
0.10235310218990264,0,2,[0.13983477 0.24547021 1.        ],[1.],"[1.0, 0.24547021203721606, 0.13983476770290826, 0.0]","[1, 0.24547021203721606, 0.13983476770290826, 0.06441030989328851]","[0.0, 0.0, 0.0, 0.06441030989328851]",0.06441030989328851,1.0,,,,,,,
0.10235310218990264,1,0,[1.],[-0.24547021  1.        ],"[1.0, 0.24547021203721606, 0.06025562499759581, 0.014790961044594821]","[1, 0.24547021203721606, 0.13983476770290826, 0.06441030989328851]","[0.0, 0.0, 0.07957914270531244, 0.04961934884869369]",0.07957914270531244,0.5690941102314812,4.073814055484617,-4.073814055484617,[1],,,0.0,[]
0.10235310218990264,1,1,[-0.32419063  1.        ],[-0.56966084  1.        ],"[1.0, 0.24547021203721608, 0.13983476770290829, 0.07965839152638915]","[1, 0.24547021203721606, 0.13983476770290826, 0.06441030989328851]","[0.0, -2.7755575615628914e-17, -2.7755575615628914e-17, -0.015248081633100638]",-0.015248081633100638,0.23673355489769926,1.7554304703300965,-0.7564253287443597,[1],,,0.5690941102314812,[0.56909411]
0.10235310218990264,2,0,[1.],[-0.07957914 -0.24547021  1.        ],"[1.0, 0.24547021203721606, 0.13983476770290826, 0.05385957911182066]","[1, 0.24547021203721606, 0.13983476770290826, 0.06441030989328851]","[0.0, 0.0, 0.0, 0.01055073078146785]",0.01055073078146785,0.16380499952488548,2.3235485057088523,-1.62527046378409,[1],-5.408153386993019,1.62527046378409,0.2102086301747122,[]
0.11233240329780277,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]","[0.0, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]",0.24503548271726194,1.0,,,,,,,
0.11233240329780277,0,1,[0.24503548 1.        ],[1.],"[1.0, 0.24503548271726194, 0.0, 0.0]","[1, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]","[0.0, 0.0, 0.1394054778274967, 0.06413495293409117]",0.1394054778274967,1.0,,,,,,,
0.11233240329780277,0,2,[0.13940548 0.24503548 1.        ],[1.],"[1.0, 0.24503548271726194, 0.1394054778274967, 0.0]","[1, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]","[0.0, 0.0, 0.0, 0.06413495293409117]",0.06413495293409117,1.0,,,,,,,
0.11233240329780277,1,0,[1.],[-0.24503548  1.        ],"[1.0, 0.24503548271726194, 0.06004238779048158, 0.014712515475737688]","[1, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]","[0.0, 0.0, 0.07936309003701514, 0.04942243745835349]",0.07936309003701514,0.5692967828367599,4.081041606345093,-4.081041606345093,[1],,,0.0,[]
0.11233240329780277,1,1,[-0.32388407  1.        ],[-0.56891956  1.        ],"[1.0, 0.24503548271726194, 0.1394054778274967, 0.07931050243338339]","[1, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]","[0.0, 0.0, 0.0, -0.015175549499292215]",-0.015175549499292215,0.23661901669885838,1.7577177492298692,-0.757054689458234,[1],,,0.5692967828367599,[0.56929678]
0.11233240329780277,2,0,[1.],[-0.07936309 -0.24503548  1.        ],"[1.0, 0.24503548271726194, 0.1394054778274967, 0.05360606163004474]","[1, 0.24503548271726194, 0.1394054778274967, 0.06413495293409117]","[0.0, 0.0, 0.0, 0.010528891304046432]",0.010528891304046432,0.1641677559951831,2.3270926661299534,-1.6275882396922465,[1],-5.414617138815893,1.6275882396922465,0.21023627605525205,[]
0.12328467394420665,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]","[0.0, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]",0.24455976219194955,1.0,,,,,,,
0.12328467394420665,0,1,[0.24455976 1.        ],[1.],"[1.0, 0.24455976219194955, 0.0, 0.0]","[1, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]","[0.0, 0.0, 0.1389362826756355, 0.06383436788495755]",0.1389362826756355,1.0,,,,,,,
0.12328467394420665,0,2,[0.13893628 0.24455976 1.        ],[1.],"[1.0, 0.24455976219194955, 0.1389362826756355, 0.0]","[1, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]","[0.0, 0.0, 0.0, 0.06383436788495755]",0.06383436788495755,1.0,,,,,,,
0.12328467394420665,1,0,[1.],[-0.24455976  1.        ],"[1.0, 0.24455976219194955, 0.05980947728338292, 0.014626991541248935]","[1, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]","[0.0, 0.0, 0.07912680539225256, 0.04920737634370862]",0.07912680539225256,0.5695186589739427,4.088980096468699,-4.088980096468699,[1],,,0.0,[]
0.12328467394420665,1,1,[-0.32354793  1.        ],[-0.56810769  1.        ],"[1.0, 0.24455976219194953, 0.1389362826756355, 0.07893077123853827]","[1, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]","[0.0, 2.7755575615628914e-17, 0.0, -0.015096403353580715]",-0.015096403353580715,0.23649334760841506,1.7602296353567022,-0.7577460139421606,[1],,,0.5695186589739429,[0.56951866]
0.12328467394420665,2,0,[1.],[-0.07912681 -0.24455976  1.        ],"[1.0, 0.24455976219194955, 0.1389362826756355, 0.05332945696072485]","[1, 0.24455976219194955, 0.1389362826756355, 0.06383436788495755]","[0.0, 0.0, 0.0, 0.010504910924232704]",0.010504910924232704,0.16456512803831125,2.3309851177164678,-1.630133809172641,[1],-5.4217172783237615,1.630133809172641,0.21026652719253716,[]
0.13530477745798075,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]","[0.0, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]",0.2440393324596315,1.0,,,,,,,
0.13530477745798075,0,1,[0.24403933 1.        ],[1.],"[1.0, 0.2440393324596315, 0.0, 0.0]","[1, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]","[0.0, 0.0, 0.1384236782509706, 0.0635064111245033]",0.1384236782509706,1.0,,,,,,,
0.13530477745798075,0,2,[0.13842368 0.24403933 1.        ],[1.],"[1.0, 0.2440393324596315, 0.1384236782509706, 0.0]","[1, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]","[0.0, 0.0, 0.0, 0.0635064111245033]",0.0635064111245033,1.0,,,,,,,
0.13530477745798075,1,0,[1.],[-0.24403933  1.        ],"[1.0, 0.2440393324596315, 0.05955519578734255, 0.014533810224445734]","[1, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]","[0.0, 0.0, 0.07886848246362804, 0.04897260090005756]",0.07886848246362804,0.5697614993342011,4.097700112195717,-4.097700112195717,[1],,,0.0,[]
0.13530477745798075,1,1,[-0.32317939  1.        ],[-0.56721872  1.        ],"[1.0, 0.2440393324596315, 0.1384236782509706, 0.07851650185814954]","[1, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]","[0.0, 0.0, 0.0, -0.015010090733646245]",-0.015010090733646245,0.23635551856676648,1.7629883524491616,-0.7585054654489943,[1],,,0.5697614993342011,[0.5697615]
0.13530477745798075,2,0,[1.],[-0.07886848 -0.24403933  1.        ],"[1.0, 0.2440393324596315, 0.1384236782509706, 0.053027833849501625]","[1, 0.2440393324596315, 0.1384236782509706, 0.0635064111245033]","[0.0, 0.0, 0.0, 0.01047857727500167]",0.01047857727500167,0.16500030610230182,2.3352603743281795,-1.6329297495839634,[1],-5.429517101940197,1.6329297495839634,0.21029961960593396,[]
0.1484968262254465,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]","[0.0, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]",0.2434701679194876,1.0,,,,,,,
0.1484968262254465,0,1,[0.24347017 1.        ],[1.],"[1.0, 0.2434701679194876, 0.0, 0.0]","[1, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]","[0.0, 0.0, 0.13786389641536834, 0.06314879451970005]",0.13786389641536834,1.0,,,,,,,
0.1484968262254465,0,2,[0.1378639  0.24347017 1.        ],[1.],"[1.0, 0.2434701679194876, 0.13786389641536834, 0.0]","[1, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]","[0.0, 0.0, 0.0, 0.06314879451970005]",0.06314879451970005,1.0,,,,,,,
0.1484968262254465,1,0,[1.],[-0.24347017  1.        ],"[1.0, 0.2434701679194876, 0.05927772266674349, 0.014432357091556857]","[1, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]","[0.0, 0.0, 0.07858617374862484, 0.048716437428143196]",0.07858617374862484,0.5700272209908647,4.107279378600038,-4.107279378600038,[1],,,0.0,[]
0.1484968262254465,1,1,[-0.32277537  1.        ],[-0.56624554  1.        ],"[1.0, 0.2434701679194876, 0.13786389641536834, 0.07806481630682817]","[1, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]","[0.0, 0.0, 0.0, -0.014916021787128114]",-0.014916021787128114,0.23620437888921023,1.7660183285835729,-0.7593398085221471,[1],,,0.5700272209908647,[0.57002722]
0.1484968262254465,2,0,[1.],[-0.07858617 -0.24347017  1.        ],"[1.0, 0.2434701679194876, 0.13786389641536834, 0.05269913492901229]","[1, 0.2434701679194876, 0.13786389641536834, 0.06314879451970005]","[0.0, 0.0, 0.0, 0.010449659590687763]",0.010449659590687763,0.16547678653513903,2.3399564075124215,-1.6360008945813658,[1],-5.43808622228468,1.6360008945813658,0.2103358097208118,[]
0.16297508346206446,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]","[0.0, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]",0.24284791596155603,1.0,,,,,,,
0.16297508346206446,0,1,[0.24284792 1.        ],[1.],"[1.0, 0.24284791596155603, 0.0, 0.0]","[1, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]","[0.0, 0.0, 0.13725288746895034, 0.06275907759008184]",0.13725288746895034,1.0,,,,,,,
0.16297508346206446,0,2,[0.13725289 0.24284792 1.        ],[1.],"[1.0, 0.24284791596155603, 0.13725288746895034, 0.0]","[1, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]","[0.0, 0.0, 0.0, 0.06275907759008184]",0.06275907759008184,1.0,,,,,,,
0.16297508346206446,1,0,[1.],[-0.24284792  1.        ],"[1.0, 0.24284791596155603, 0.058975110286870976, 0.014321982626769541]","[1, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]","[0.0, 0.0, 0.07827777718207937, 0.0484370949633123]",0.07827777718207937,0.5703178900319131,4.1178035069417875,-4.1178035069417875,[1],,,0.0,[]
0.16297508346206446,1,1,[-0.32233251  1.        ],[-0.56518042  1.        ],"[1.0, 0.24284791596155603, 0.13725288746895034, 0.07757264477223903]","[1, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]","[0.0, 0.0, 0.0, -0.014813567182157192]",-0.014813567182157192,0.23603863777147452,1.7693464992967352,-0.7602565370824693,[1],,,0.5703178900319131,[0.57031789]
0.16297508346206446,2,0,[1.],[-0.07827778 -0.24284792  1.        ],"[1.0, 0.24284791596155603, 0.13725288746895034, 0.05234117273631158]","[1, 0.24284791596155603, 0.13725288746895034, 0.06275907759008184]","[0.0, 0.0, 0.0, 0.010417904853770261]",0.010417904853770261,0.16599837431990333,2.345115058585978,-1.6393746202713326,[1],-5.447501517474246,1.6393746202713326,0.21037537318436428,[]
0.1788649529057435,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]","[0.0, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]",0.24216787762505976,1.0,,,,,,,
0.1788649529057435,0,1,[0.24216788 1.        ],[1.],"[1.0, 0.24216787762505976, 0.0, 0.0]","[1, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]","[0.0, 0.0, 0.13658631522399708, 0.06233466863730133]",0.13658631522399708,1.0,,,,,,,
0.1788649529057435,0,2,[0.13658632 0.24216788 1.        ],[1.],"[1.0, 0.24216787762505976, 0.13658631522399708, 0.0]","[1, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]","[0.0, 0.0, 0.0, 0.06233466863730133]",0.06233466863730133,1.0,,,,,,,
0.1788649529057435,1,0,[1.],[-0.24216788  1.        ],"[1.0, 0.24216787762505976, 0.058645280953425916, 0.014202003221216494]","[1, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]","[0.0, 0.0, 0.07794103427057117, 0.04813266541608484]",0.07794103427057117,0.5706357488504644,4.1293668252247135,-4.1293668252247135,[1],,,0.0,[]
0.1788649529057435,1,1,[-0.32184712  1.        ],[-0.564015  1.      ],"[1.0, 0.24216787762505976, 0.13658631522399708, 0.07703673042612724]","[1, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]","[0.0, 0.0, 0.0, -0.01470206178882591]",-0.01470206178882591,0.2358569013075355,1.7730024946343441,-0.7612638883949336,[1],,,0.5706357488504644,[0.57063575]
0.1788649529057435,2,0,[1.],[-0.07794103 -0.24216788  1.        ],"[1.0, 0.24216787762505976, 0.13658631522399708, 0.05195163291962904]","[1, 0.24216787762505976, 0.13658631522399708, 0.06233466863730133]","[0.0, 0.0, 0.0, 0.010383035717672295]",0.010383035717672295,0.16656919728067732,2.350782391712855,-1.643081060851099,[1],-5.457847622389388,1.643081060851099,0.21041860837095938,[]
0.19630406500402714,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]","[0.0, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]",0.2414249886763703,1.0,,,,,,,
0.19630406500402714,0,1,[0.24142499 1.        ],[1.],"[1.0, 0.2414249886763703, 0.0, 0.0]","[1, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]","[0.0, 0.0, 0.13585954597843658, 0.06187282371533853]",0.13585954597843658,1.0,,,,,,,
0.19630406500402714,0,2,[0.13585955 0.24142499 1.        ],[1.],"[1.0, 0.2414249886763703, 0.13585954597843658, 0.0]","[1, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]","[0.0, 0.0, 0.0, 0.06187282371533853]",0.06187282371533853,1.0,,,,,,,
0.19630406500402714,1,0,[1.],[-0.24142499  1.        ],"[1.0, 0.2414249886763703, 0.058286025157385526, 0.014071702963612437]","[1, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]","[0.0, 0.0, 0.07757352082105105, 0.047801120751726094]",0.07757352082105105,0.5709832184582996,4.142073301867264,-4.142073301867264,[1],,,0.0,[]
0.19630406500402714,1,1,[-0.32131521  1.        ],[-0.5627402  1.       ],"[1.0, 0.2414249886763703, 0.13585954597843658, 0.07645362783141553]","[1, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]","[0.0, 0.0, 0.0, -0.014580804116076998]",-0.014580804116076998,0.23565764806790862,1.7770189568768977,-0.7623709536179164,[1],,,0.5709832184582996,[0.57098322]
0.19630406500402714,2,0,[1.],[-0.07757352 -0.24142499  1.        ],"[1.0, 0.2414249886763703, 0.13585954597843658, 0.05152807573522928]","[1, 0.2414249886763703, 0.13585954597843658, 0.06187282371533853]","[0.0, 0.0, 0.0, 0.010344747980109252]",0.010344747980109252,0.16719372672730864,2.3570091631548857,-1.6471534235260776,[1],-5.469217892642577,1.6471534235260776,0.2104658364474501,[]
0.21544346900318845,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]","[0.0, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]",0.24061380153669756,1.0,,,,,,,
0.21544346900318845,0,1,[0.2406138 1.       ],[1.],"[1.0, 0.24061380153669756, 0.0, 0.0]","[1, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]","[0.0, 0.0, 0.13506764388305836, 0.061370651984866686]",0.13506764388305836,1.0,,,,,,,
0.21544346900318845,0,2,[0.13506764 0.2406138  1.        ],[1.],"[1.0, 0.24061380153669756, 0.13506764388305836, 0.0]","[1, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]","[0.0, 0.0, 0.0, 0.061370651984866686]",0.061370651984866686,1.0,,,,,,,
0.21544346900318845,1,0,[1.],[-0.2406138  1.       ],"[1.0, 0.24061380153669756, 0.057895001489941283, 0.013930336398467543]","[1, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]","[0.0, 0.0, 0.07717264239311708, 0.04744031558639914]",0.07717264239311708,0.5713629124968908,4.156037573960543,-4.156037573960543,[1],,,0.0,[]
0.21544346900318845,1,1,[-0.3207324  1.       ],[-0.5613462  1.       ],"[1.0, 0.24061380153669754, 0.13506764388305834, 0.07581970904249344]","[1, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]","[0.0, 2.7755575615628914e-17, 2.7755575615628914e-17, -0.014449057057626752]",-0.014449057057626752,0.235439197569381,1.781431841255935,-0.763587756021245,[1],,,0.5713629124968909,[0.57136291]
0.21544346900318845,2,0,[1.],[-0.07717264 -0.2406138   1.        ],"[1.0, 0.24061380153669756, 0.13506764388305836, 0.05106794212014756]","[1, 0.24061380153669756, 0.13506764388305836, 0.061370651984866686]","[0.0, 0.0, 0.0, 0.01030270986471913]",0.01030270986471913,0.16787681948139743,2.3638513064641575,-1.6516283029648817,[1],-5.481715280993006,1.6516283029648817,0.21051740298850655,[]
0.23644894126454086,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]","[0.0, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]",0.2397284685923497,1.0,,,,,,,
0.23644894126454086,0,1,[0.23972847 1.        ],[1.],"[1.0, 0.2397284685923497, 0.0, 0.0]","[1, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]","[0.0, 0.0, 0.13420536829876714, 0.06082511584232729]",0.13420536829876714,1.0,,,,,,,
0.23644894126454086,0,2,[0.13420537 0.23972847 1.        ],[1.],"[1.0, 0.2397284685923497, 0.13420536829876714, 0.0]","[1, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]","[0.0, 0.0, 0.0, 0.06082511584232729]",0.06082511584232729,1.0,,,,,,,
0.23644894126454086,1,0,[1.],[-0.23972847  1.        ],"[1.0, 0.2397284685923497, 0.057469738653633196, 0.01377713243783805]","[1, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]","[0.0, 0.0, 0.07673562964513395, 0.04704798340448924]",0.07673562964513395,0.5717776465864285,4.171386093073772,-4.171386093073772,[1],,,0.0,[]
0.23644894126454086,1,1,[-0.32009394  1.        ],[-0.55982241  1.        ],"[1.0, 0.2397284685923497, 0.13420536829876714, 0.07513117230492544]","[1, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]","[0.0, 0.0, 0.0, -0.014306056462598152]",-0.014306056462598152,0.2351998227127548,1.7862807697726941,-0.7649253550894695,[1],,,0.5717776465864284,[0.57177765]
0.23644894126454086,2,0,[1.],[-0.07673563 -0.23972847  1.        ],"[1.0, 0.2397284685923497, 0.13420536829876714, 0.05056856240043339]","[1, 0.2397284685923497, 0.13420536829876714, 0.06082511584232729]","[0.0, 0.0, 0.0, 0.010256553441893898]",0.010256553441893898,0.1686236565250652,2.3713704860695914,-1.6565460446225133,[1],-5.495453388640153,1.6565460446225133,0.210573678908457,[]
0.2595024211399737,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]","[0.0, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]",0.23876272753303004,1.0,,,,,,,
0.2595024211399737,0,1,[0.23876273 1.        ],[1.],"[1.0, 0.23876272753303004, 0.0, 0.0]","[1, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]","[0.0, 0.0, 0.13326717287914253, 0.06023305825568441]",0.13326717287914253,1.0,,,,,,,
0.2595024211399737,0,2,[0.13326717 0.23876273 1.        ],[1.],"[1.0, 0.23876272753303004, 0.13326717287914253, 0.0]","[1, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]","[0.0, 0.0, 0.0, 0.06023305825568441]",0.06023305825568441,1.0,,,,,,,
0.2595024211399737,1,0,[1.],[-0.23876273  1.        ],"[1.0, 0.23876272753303004, 0.057007640059011946, 0.013611299630710916]","[1, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]","[0.0, 0.0, 0.07625953282013058, 0.046621758624973496]",0.07625953282013058,0.5722304388439973,4.18825840336265,-4.18825840336265,[1],,,0.0,[]
0.2595024211399737,1,1,[-0.31939463  1.        ],[-0.55815736  1.        ],"[1.0, 0.23876272753303007, 0.13326717287914253, 0.07438405294956413]","[1, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]","[0.0, -2.7755575615628914e-17, 0.0, -0.014150994693879718]",-0.014150994693879718,0.23493734344037293,1.7916094592143816,-0.7663959921310795,[1],,,0.5722304388439973,[0.57223044]
0.2595024211399737,2,0,[1.],[-0.07625953 -0.23876273  1.        ],"[1.0, 0.23876272753303004, 0.13326717287914253, 0.05002716774376892]","[1, 0.23876272753303004, 0.13326717287914253, 0.06023305825568441]","[0.0, 0.0, 0.0, 0.010205890511915491]",0.010205890511915491,0.16944001861224314,2.379634737932306,-1.6619511729175362,[1],-5.5105577675316,1.6619511729175362,0.2106350601416437,[]
0.2848035868435802,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]","[0.0, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]",0.2377098894931134,1.0,,,,,,,
0.2848035868435802,0,1,[0.23770989 1.        ],[1.],"[1.0, 0.2377098894931134, 0.0, 0.0]","[1, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]","[0.0, 0.0, 0.13224721903378472, 0.05959119206092527]",0.13224721903378472,1.0,,,,,,,
0.2848035868435802,0,2,[0.13224722 0.23770989 1.        ],[1.],"[1.0, 0.2377098894931134, 0.13224721903378472, 0.0]","[1, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]","[0.0, 0.0, 0.0, 0.05959119206092527]",0.05959119206092527,1.0,,,,,,,
0.2848035868435802,1,0,[1.],[-0.23770989  1.        ],"[1.0, 0.2377098894931134, 0.05650599156282818, 0.013432033010098684]","[1, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]","[0.0, 0.0, 0.07574122747095655, 0.04615915905082659]",0.07574122747095655,0.5727245383633149,4.206808568765797,-4.206808568765797,[1],,,0.0,[]
0.2848035868435802,1,1,[-0.31862884  1.        ],[-0.55633873  1.        ],"[1.0, 0.2377098894931134, 0.13224721903378472, 0.07357425044226655]","[1, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]","[0.0, 0.0, 0.0, -0.013983058381341278]",-0.013983058381341278,0.23464975104114677,1.7974660732365684,-0.7680131462184345,[1],,,0.5727245383633148,[0.57272454]
0.2848035868435802,2,0,[1.],[-0.07574123 -0.23770989  1.        ],"[1.0, 0.2377098894931134, 0.13224721903378472, 0.04944091063448638]","[1, 0.2377098894931134, 0.13224721903378472, 0.05959119206092527]","[0.0, 0.0, 0.0, 0.010150281426438895]",0.010150281426438895,0.1703319077098068,2.3887190966108127,-1.6678927835368142,[1],-5.527166906745191,1.6678927835368142,0.21070197105285468,[]
0.3125715849688237,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]","[0.0, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]",0.2365628309159319,1.0,,,,,,,
0.3125715849688237,0,1,[0.23656283 1.        ],[1.],"[1.0, 0.2365628309159319, 0.0, 0.0]","[1, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]","[0.0, 0.0, 0.13113938407717804, 0.058896144316871714]",0.13113938407717804,1.0,,,,,,,
0.3125715849688237,0,2,[0.13113938 0.23656283 1.        ],[1.],"[1.0, 0.2365628309159319, 0.13113938407717804, 0.0]","[1, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]","[0.0, 0.0, 0.0, 0.058896144316871714]",0.058896144316871714,1.0,,,,,,,
0.3125715849688237,1,0,[1.],[-0.23656283  1.        ],"[1.0, 0.2365628309159319, 0.05596197297095978, 0.013238522749651108]","[1, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]","[0.0, 0.0, 0.07517741110621826, 0.045657621567220606]",0.07517741110621826,0.5732634146121574,4.2272067684013015,-4.2272067684013015,[1],,,0.0,[]
0.3125715849688237,1,1,[-0.31779046  1.        ],[-0.55435329  1.        ],"[1.0, 0.2365628309159319, 0.13113938407717804, 0.07269754927076082]","[1, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]","[0.0, 0.0, 0.0, -0.013801404953889103]",-0.013801404953889103,0.23433460906430637,1.8039037820759485,-0.7697917403313053,[1],,,0.5732634146121574,[0.57326341]
0.3125715849688237,2,0,[1.],[-0.07517741 -0.23656283  1.        ],"[1.0, 0.2365628309159319, 0.13113938407717804, 0.04880688513408673]","[1, 0.2365628309159319, 0.13113938407717804, 0.058896144316871714]","[0.0, 0.0, 0.0, 0.010089259182784985]",0.010089259182784985,0.17130593691333984,2.3987064122254815,-1.674425095628322,[1],-5.5454339655551905,1.674425095628322,0.21077486247745544,[]
0.34304692863149194,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]","[0.0, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]",0.2353139902214964,1.0,,,,,,,
0.34304692863149194,0,1,[0.23531399 1.        ],[1.],"[1.0, 0.2353139902214964, 0.0, 0.0]","[1, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]","[0.0, 0.0, 0.12993728494124862, 0.058144468517570824]",0.12993728494124862,1.0,,,,,,,
0.34304692863149194,0,2,[0.12993728 0.23531399 1.        ],[1.],"[1.0, 0.2353139902214964, 0.12993728494124862, 0.0]","[1, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]","[0.0, 0.0, 0.0, 0.058144468517570824]",0.058144468517570824,1.0,,,,,,,
0.34304692863149194,1,0,[1.],[-0.23531399  1.        ],"[1.0, 0.2353139902214964, 0.05537267399396251, 0.013029964866753401]","[1, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]","[0.0, 0.0, 0.07456461094728611, 0.04511450365081742]",0.07456461094728611,0.5738507694769875,4.249641081937881,-4.249641081937881,[1],,,0.0,[]
0.34304692863149194,1,1,[-0.31687283  1.        ],[-0.55218682  1.        ],"[1.0, 0.2353139902214964, 0.12993728494124862, 0.07174965671191479]","[1, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]","[0.0, 0.0, 0.0, -0.013605188194343962]",-0.013605188194343962,0.2339893809543134,1.8109812770668101,-0.7717482777136033,[1],,,0.5738507694769877,[0.57385077]
0.34304692863149194,2,0,[1.],[-0.07456461 -0.23531399  1.        ],"[1.0, 0.2353139902214964, 0.12993728494124862, 0.048122157129392135]","[1, 0.2353139902214964, 0.12993728494124862, 0.058144468517570824]","[0.0, 0.0, 0.0, 0.01002231138817869]",0.01002231138817869,0.17236912889056716,2.409688186110825,-1.6816079935292232,[1],-5.5655282988937245,1.6816079935292232,0.21085421275912408,[]
0.3764935806792469,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2339553705323113, 0.12863430881644958, 0.05733268640284743]","[0.0, 0.2339553705323113, 0.12863430881644958, 0.05733268640284743]",0.2339553705323113,1.0,,,,,,,
