sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
1.0476157527896652,1,0,[1.],[-0.20913145  1.        ],"[1.0, 0.20913144653358132, 0.043735961929228184, 0.009146564983797132]","[1, 0.20913144653358132, 0.10572489887075412, 0.043588716789856055]","[0.0, 0.0, 0.061988936941525935, 0.034442151806058925]",0.061988936941525935,0.5863229722007657,4.781681648433608,-4.781681648433608,[1],,,0.0,[]
1.0476157527896652,1,1,[-0.29641136  1.        ],[-0.50554281  1.        ],"[1.0, 0.2091314465335813, 0.1057248988707541, 0.05344846232599607]","[1, 0.20913144653358132, 0.10572489887075412, 0.043588716789856055]","[0.0, 2.7755575615628914e-17, 1.3877787807814457e-17, -0.009859745536140017]",-0.009859745536140017,0.22619949065430098,1.9780718522061578,-0.8182828845939695,[1],,,0.5863229722007658,[0.58632297]
1.0476157527896652,2,0,[1.],[-0.06198894 -0.20913145  1.        ],"[1.0, 0.20913144653358132, 0.10572489887075412, 0.03507423708711768]","[1, 0.20913144653358132, 0.10572489887075412, 0.043588716789856055]","[0.0, 0.0, 0.0, 0.008514479702738373]",0.008514479702738373,0.19533678276851357,2.669455869904361,-1.8515607120718929,[1],-6.04314570638042,1.8515607120718929,0.21251525114057077,[]
1.1497569953977371,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]","[0.0, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]",0.20572470921584854,1.0,,,,,,,
1.1497569953977371,0,1,[0.20572471 1.        ],[1.],"[1.0, 0.20572470921584854, 0.0, 0.0]","[1, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]","[0.0, 0.0, 0.10271684036168073, 0.04186244362108758]",0.10271684036168073,1.0,,,,,,,
1.1497569953977371,0,2,[0.10271684 0.20572471 1.        ],[1.],"[1.0, 0.20572470921584854, 0.10271684036168073, 0.0]","[1, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]","[0.0, 0.0, 0.0, 0.04186244362108758]",0.04186244362108758,1.0,,,,,,,
1.1497569953977371,1,0,[1.],[-0.20572471  1.        ],"[1.0, 0.20572470921584854, 0.042322655981945435, 0.008706816095128118]","[1, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]","[0.0, 0.0, 0.060394184379735295, 0.033155627525959463]",0.060394184379735295,0.5879677000098398,4.860864812066835,-4.860864812066835,[1],,,0.0,[]
1.1497569953977371,1,1,[-0.29356797  1.        ],[-0.49929267  1.        ],"[1.0, 0.2057247092158485, 0.10271684036168072, 0.05128576598359435]","[1, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]","[0.0, 2.7755575615628914e-17, 1.3877787807814457e-17, -0.009423322362506766]",-0.009423322362506766,0.22510206159489235,2.0028333084571366,-0.825232014580496,[1],,,0.5879677000098398,[0.5879677]
1.1497569953977371,2,0,[1.],[-0.06039418 -0.20572471  1.        ],"[1.0, 0.20572470921584854, 0.10271684036168073, 0.033555968134826884]","[1, 0.20572470921584854, 0.10271684036168073, 0.04186244362108758]","[0.0, 0.0, 0.0, 0.008306475486260699]",0.008306475486260699,0.1984230916246952,2.7080206247973466,-1.8767990184186798,[1],-6.114386839172081,1.8767990184186798,0.21273093836160906,[]
1.261856883066021,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]","[0.0, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]",0.2020878486815816,1.0,,,,,,,
1.261856883066021,0,1,[0.20208785 1.        ],[1.],"[1.0, 0.2020878486815816, 0.0, 0.0]","[1, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]","[0.0, 0.0, 0.09954273134711708, 0.04006179240724147]",0.09954273134711708,1.0,,,,,,,
1.261856883066021,0,2,[0.09954273 0.20208785 1.        ],[1.],"[1.0, 0.2020878486815816, 0.09954273134711708, 0.0]","[1, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]","[0.0, 0.0, 0.0, 0.04006179240724147]",0.04006179240724147,1.0,,,,,,,
1.261856883066021,1,0,[1.],[-0.20208785  1.        ],"[1.0, 0.2020878486815816, 0.04083949858474983, 0.00825316641022659]","[1, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]","[0.0, 0.0, 0.058703232762367254, 0.03180862599701488]",0.058703232762367254,0.5897289733557969,4.9483430425133745,-4.9483430425133745,[1],,,0.0,[]
1.261856883066021,1,1,[-0.29048373  1.        ],[-0.49257158  1.        ],"[1.0, 0.20208784868158164, 0.0995427313471171, 0.049031920665635824]","[1, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]","[0.0, -2.7755575615628914e-17, -1.3877787807814457e-17, -0.008970128258394355]",-0.008970128258394355,0.22390731216441873,2.030161780239662,-0.8329165578327494,[1],,,0.5897289733557968,[0.58972897]
1.261856883066021,2,0,[1.],[-0.05870323 -0.20208785  1.        ],"[1.0, 0.2020878486815816, 0.09954273134711708, 0.031979586449428464]","[1, 0.2020878486815816, 0.09954273134711708, 0.04006179240724147]","[0.0, 0.0, 0.0, 0.008082205957813005]",0.008082205957813005,0.20174349354254267,2.7506004263593002,-1.9046671328380678,[1],-6.193133983235807,1.9046671328380678,0.21296105693776904,[]
1.384886371393873,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]","[0.0, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]",0.19821478585210928,1.0,,,,,,,
1.384886371393873,0,1,[0.19821479 1.        ],[1.],"[1.0, 0.19821478585210928, 0.0, 0.0]","[1, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]","[0.0, 0.0, 0.09620503290074127, 0.03819199537381782]",0.09620503290074127,1.0,,,,,,,
1.384886371393873,0,2,[0.09620503 0.19821479 1.        ],[1.],"[1.0, 0.19821478585210928, 0.09620503290074127, 0.0]","[1, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]","[0.0, 0.0, 0.0, 0.03819199537381782]",0.03819199537381782,1.0,,,,,,,
1.384886371393873,1,0,[1.],[-0.19821479  1.        ],"[1.0, 0.19821478585210928, 0.03928910133039754, 0.00778768080652657]","[1, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]","[0.0, 0.0, 0.05691593157034373, 0.030404314567291254]",0.05691593157034373,0.591610748983021,5.04503231532946,-5.04503231532946,[1],,,0.0,[]
1.384886371393873,1,1,[-0.28714271  1.        ],[-0.4853575  1.       ],"[1.0, 0.19821478585210928, 0.09620503290074127, 0.04669383424472832]","[1, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]","[0.0, 0.0, 0.0, -0.008501838870910494]",-0.008501838870910494,0.2226078733958701,2.060336968613853,-0.8414194714548044,[1],,,0.591610748983021,[0.59161075]
1.384886371393873,2,0,[1.],[-0.05691593 -0.19821479  1.        ],"[1.0, 0.19821478585210928, 0.09620503290074127, 0.030350839182104544]","[1, 0.19821478585210928, 0.09620503290074127, 0.03819199537381782]","[0.0, 0.0, 0.0, 0.007841156191713279]",0.007841156191713279,0.20530889038305428,2.797634903856825,-1.935453480556295,[1],-6.280223704272593,1.935453480556295,0.213205951326787,[]
1.5199110829529348,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]","[0.0, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]",0.19410101371778465,1.0,,,,,,,
1.5199110829529348,0,1,[0.19410101 1.        ],[1.],"[1.0, 0.19410101371778465, 0.0, 0.0]","[1, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]","[0.0, 0.0, 0.09270844789687772, 0.03625980001570109]",0.09270844789687772,1.0,,,,,,,
1.5199110829529348,0,2,[0.09270845 0.19410101 1.        ],[1.],"[1.0, 0.19410101371778465, 0.09270844789687772, 0.0]","[1, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]","[0.0, 0.0, 0.0, 0.03625980001570109]",0.03625980001570109,1.0,,,,,,,
1.5199110829529348,1,0,[1.],[-0.19410101  1.        ],"[1.0, 0.19410101371778465, 0.03767520352627163, 0.007312795196473178]","[1, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]","[0.0, 0.0, 0.055033244370606096, 0.02894700481922791]",0.055033244370606096,0.5936162843737947,5.151956606748903,-5.151956606748903,[1],,,0.0,[]
1.5199110829529348,1,1,[-0.28352889  1.        ],[-0.4776299  1.       ],"[1.0, 0.19410101371778465, 0.09270844789687772, 0.0442803267578225]","[1, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]","[0.0, 0.0, 0.0, -0.008020526742121413]",-0.008020526742121413,0.2211961108072409,2.0936712685955956,-0.8508339094317088,[1],,,0.5936162843737948,[0.59361628]
1.5199110829529348,2,0,[1.],[-0.05503324 -0.19410101  1.        ],"[1.0, 0.19410101371778465, 0.09270844789687772, 0.0286768122374996]","[1, 0.19410101371778465, 0.09270844789687772, 0.03625980001570109]","[0.0, 0.0, 0.0, 0.007582987778201489]",0.007582987778201489,0.20912933261953817,2.849615147104066,-1.9694803525500824,[1],-6.376592630217097,1.9694803525500824,0.2134658572714176,[]
1.6681005372000592,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]","[0.0, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]",0.1897439141597299,1.0,,,,,,,
1.6681005372000592,0,1,[0.18974391 1.        ],[1.],"[1.0, 0.1897439141597299, 0.0, 0.0]","[1, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]","[0.0, 0.0, 0.08906016350706127, 0.03427353007279382]",0.08906016350706127,1.0,,,,,,,
1.6681005372000592,0,2,[0.08906016 0.18974391 1.        ],[1.],"[1.0, 0.1897439141597299, 0.08906016350706127, 0.0]","[1, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]","[0.0, 0.0, 0.0, 0.03427353007279382]",0.03427353007279382,1.0,,,,,,,
1.6681005372000592,1,0,[1.],[-0.18974391  1.        ],"[1.0, 0.1897439141597299, 0.03600275296065495, 0.006831303267280475]","[1, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]","[0.0, 0.0, 0.053057410546406315, 0.027442226805513347]",0.053057410546406315,0.5957479579767399,5.270261259384486,-5.270261259384486,[1],,,0.0,[]
1.6681005372000592,1,1,[-0.27962642  1.        ],[-0.46937033  1.        ],"[1.0, 0.1897439141597299, 0.08906016350706127, 0.041802198289360805]","[1, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]","[0.0, 0.0, 0.0, -0.007528668216566982]",-0.007528668216566982,0.21966421902199113,2.1305138761022575,-0.8612645849732287,[1],,,0.5957479579767399,[0.59574796]
1.6681005372000592,2,0,[1.],[-0.05305741 -0.18974391  1.        ],"[1.0, 0.1897439141597299, 0.08906016350706127, 0.02696594477179021]","[1, 0.1897439141597299, 0.08906016350706127, 0.03427353007279382]","[0.0, 0.0, 0.0, 0.007307585301003613]",0.007307585301003613,0.21321367496966243,2.907090096257706,-2.0071081348234325,[1],-6.48329014457653,2.0071081348234325,0.21374087985228615,[]
1.8307382802953696,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]","[0.0, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]",0.18514308425931497,1.0,,,,,,,
1.8307382802953696,0,1,[0.18514308 1.        ],[1.],"[1.0, 0.18514308425931497, 0.0, 0.0]","[1, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]","[0.0, 0.0, 0.08527006124661282, 0.03224310387431597]",0.08527006124661282,1.0,,,,,,,
1.8307382802953696,0,2,[0.08527006 0.18514308 1.        ],[1.],"[1.0, 0.18514308425931497, 0.08527006124661282, 0.0]","[1, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]","[0.0, 0.0, 0.0, 0.03224310387431597]",0.03224310387431597,1.0,,,,,,,
1.8307382802953696,1,0,[1.],[-0.18514308  1.        ],"[1.0, 0.18514308425931497, 0.0342779616490518, 0.006346327541827966]","[1, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]","[0.0, 0.0, 0.05099209959756102, 0.025896776332488002]",0.05099209959756102,0.598007071322311,5.401227942164886,-5.401227942164886,[1],,,0.0,[]
1.8307382802953696,1,1,[-0.27541995  1.        ],[-0.46056304  1.        ],"[1.0, 0.18514308425931497, 0.08527006124661282, 0.039272238410035465]","[1, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]","[0.0, 0.0, 0.0, -0.007029134535719496]",-0.007029134535719496,0.21800427660808191,2.1712554389266305,-0.8728293328014772,[1],,,0.598007071322311,[0.59800707]
1.8307382802953696,2,0,[1.],[-0.0509921  -0.18514308  1.        ],"[1.0, 0.18514308425931497, 0.08527006124661282, 0.025227996726529204]","[1, 0.18514308425931497, 0.08527006124661282, 0.03224310387431597]","[0.0, 0.0, 0.0, 0.007015107147786765]",0.007015107147786765,0.21756922581435528,2.9706737313613534,-2.0487400762038113,[1],-6.60149273509915,2.0487400762038113,0.2140309702492432,[]
2.009233002565048,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]","[0.0, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]",0.18030066190167846,1.0,,,,,,,
2.009233002565048,0,1,[0.18030066 1.        ],[1.],"[1.0, 0.18030066190167846, 0.0, 0.0]","[1, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]","[0.0, 0.0, 0.08135088307685703, 0.030179997036395293]",0.08135088307685703,1.0,,,,,,,
2.009233002565048,0,2,[0.08135088 0.18030066 1.        ],[1.],"[1.0, 0.18030066190167846, 0.08135088307685703, 0.0]","[1, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]","[0.0, 0.0, 0.0, 0.030179997036395293]",0.030179997036395293,1.0,,,,,,,
2.009233002565048,1,0,[1.],[-0.18030066  1.        ],"[1.0, 0.18030066190167846, 0.03250832868218336, 0.005861273178714978]","[1, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]","[0.0, 0.0, 0.04884255439467367, 0.024318723857680316]",0.04884255439467367,0.6003936595074106,5.546291341655307,-5.546291341655307,[1],,,0.0,[]
2.009233002565048,1,1,[-0.27089504  1.        ],[-0.4511957  1.       ],"[1.0, 0.18030066190167848, 0.08135088307685705, 0.03670516850899513]","[1, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]","[0.0, -2.7755575615628914e-17, -1.3877787807814457e-17, -0.006525171472599834]",-0.006525171472599834,0.21620848619470912,2.216333186344611,-0.8856607939074507,[1],,,0.6003936595074104,[0.60039366]
2.009233002565048,2,0,[1.],[-0.04884255 -0.18030066  1.        ],"[1.0, 0.18030066190167846, 0.08135088307685703, 0.023473962951371774]","[1, 0.18030066190167846, 0.08135088307685703, 0.030179997036395293]","[0.0, 0.0, 0.0, 0.006706034085023519]",0.006706034085023519,0.22220128374884987,3.041053051565411,-2.0948275645550583,[1],-6.732519727217829,2.0948275645550583,0.2143359047883259,[]
2.205130739903045,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]","[0.0, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]",0.1752216378587427,1.0,,,,,,,
2.205130739903045,0,1,[0.17522164 1.        ],[1.],"[1.0, 0.1752216378587427, 0.0, 0.0]","[1, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]","[0.0, 0.0, 0.07731832064211196, 0.028097141377968468]",0.07731832064211196,1.0,,,,,,,
2.205130739903045,0,2,[0.07731832 0.17522164 1.        ],[1.],"[1.0, 0.1752216378587427, 0.07731832064211196, 0.0]","[1, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]","[0.0, 0.0, 0.0, 0.028097141377968468]",0.028097141377968468,1.0,,,,,,,
2.205130739903045,1,0,[1.],[-0.17522164  1.        ],"[1.0, 0.1752216378587427, 0.030702622373900375, 0.005379763778913302]","[1, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]","[0.0, 0.0, 0.04661569826821158, 0.022717377599055167]",0.04661569826821158,0.6029062437088425,5.707057713991714,-5.707057713991714,[1],,,0.0,[]
2.205130739903045,1,1,[-0.26603848  1.        ],[-0.44126012  1.        ],"[1.0, 0.17522163785874267, 0.07731832064211194, 0.03411749130969646]","[1, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]","[0.0, 2.7755575615628914e-17, 1.3877787807814457e-17, -0.006020349931727995]",-0.006020349931727995,0.21426912619832109,2.2662369850193955,-0.8999085570272991,[1],,,0.6029062437088426,[0.60290624]
2.205130739903045,2,0,[1.],[-0.0466157  -0.17522164  1.        ],"[1.0, 0.1752216378587427, 0.07731832064211196, 0.02171592177988328]","[1, 0.1752216378587427, 0.07731832064211196, 0.028097141377968468]","[0.0, 0.0, 0.0, 0.0063812195980851895]",0.0063812195980851895,0.22711276966733818,3.1189971967096226,-2.1458762268499645,[1],-6.8778519252299235,2.1458762268499645,0.21465525793927664,[]
2.420128264794384,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]","[0.0, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]",0.1699141389982876,1.0,,,,,,,
2.420128264794384,0,1,[0.16991414 1.        ],[1.],"[1.0, 0.1699141389982876, 0.0, 0.0]","[1, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]","[0.0, 0.0, 0.07319103486879536, 0.026008752166255568]",0.07319103486879536,1.0,,,,,,,
2.420128264794384,0,2,[0.07319103 0.16991414 1.        ],[1.],"[1.0, 0.1699141389982876, 0.07319103486879536, 0.0]","[1, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]","[0.0, 0.0, 0.0, 0.026008752166255568]",0.026008752166255568,1.0,,,,,,,
2.420128264794384,1,0,[1.],[-0.16991414  1.        ],"[1.0, 0.1699141389982876, 0.028870814631529403, 0.004905559610295483]","[1, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]","[0.0, 0.0, 0.04432022023726595, 0.021103192555960083]",0.04432022023726595,0.6055416529731521,5.8853254113836755,-5.8853254113836755,[1],,,0.0,[]
2.420128264794384,1,1,[-0.26083892  1.        ],[-0.43075306  1.        ],"[1.0, 0.1699141389982876, 0.07319103486879536, 0.031527262043915046]","[1, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]","[0.0, 0.0, 0.0, -0.005518509877659478]",-0.005518509877659478,0.21217895585238172,2.321515733489508,-0.9157412588290917,[1],,,0.6055416529731521,[0.60554165]
2.420128264794384,2,0,[1.],[-0.04432022 -0.16991414  1.        ],"[1.0, 0.1699141389982876, 0.07319103486879536, 0.019966823733954534]","[1, 0.1699141389982876, 0.07319103486879536, 0.026008752166255568]","[0.0, 0.0, 0.0, 0.006041928432301034]",0.006041928432301034,0.2323036643080474,3.205367325480256,-2.202452467503606,[1],-7.039151049673441,2.202452467503606,0.2149883856761166,[]
2.656087782946687,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]","[0.0, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]",0.16438966505580382,1.0,,,,,,,
2.656087782946687,0,1,[0.16438967 1.        ],[1.],"[1.0, 0.16438966505580382, 0.0, 0.0]","[1, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]","[0.0, 0.0, 0.06899056285314975, 0.0239300789446725]",0.06899056285314975,1.0,,,,,,,
2.656087782946687,0,2,[0.06899056 0.16438967 1.        ],[1.],"[1.0, 0.16438966505580382, 0.06899056285314975, 0.0]","[1, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]","[0.0, 0.0, 0.0, 0.0239300789446725]",0.0239300789446725,1.0,,,,,,,
2.656087782946687,1,0,[1.],[-0.16438967  1.        ],"[1.0, 0.16438966505580382, 0.02702396197715937, 0.004442460057906007]","[1, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]","[0.0, 0.0, 0.041966600875990384, 0.019487618886766492]",0.041966600875990384,0.6082948035272393,6.083107473091689,-6.083107473091689,[1],,,0.0,[]
2.656087782946687,1,1,[-0.25528734  1.        ],[-0.41967701  1.        ],"[1.0, 0.16438966505580382, 0.06899056285314975, 0.02895375303051245]","[1, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]","[0.0, 0.0, 0.0, -0.0050236740858399485]",-0.0050236740858399485,0.20993136284485003,2.382784807912299,-0.9333491913355965,[1],,,0.6082948035272393,[0.6082948]
2.656087782946687,2,0,[1.],[-0.0419666  -0.16438967  1.        ],"[1.0, 0.16438966505580382, 0.06899056285314975, 0.018240210980975332]","[1, 0.16438966505580382, 0.06899056285314975, 0.0239300789446725]","[0.0, 0.0, 0.0, 0.0056898679636971684]",0.0056898679636971684,0.23777054713661488,3.301127782284114,-2.2651909350444,[1],-7.2182824153593215,2.2651909350444,0.2153344049224214,[]
2.9150530628251787,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]","[0.0, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]",0.15866325983035054,1.0,,,,,,,
2.9150530628251787,0,1,[0.15866326 1.        ],[1.],"[1.0, 0.15866325983035054, 0.0, 0.0]","[1, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]","[0.0, 0.0, 0.06474111242210591, 0.021877080714612872]",0.06474111242210591,1.0,,,,,,,
2.9150530628251787,0,2,[0.06474111 0.15866326 1.        ],[1.],"[1.0, 0.15866325983035054, 0.06474111242210591, 0.0]","[1, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]","[0.0, 0.0, 0.0, 0.021877080714612872]",0.021877080714612872,1.0,,,,,,,
2.9150530628251787,1,0,[1.],[-0.15866326  1.        ],"[1.0, 0.15866325983035054, 0.025174030019993326, 0.0039941936660392455]","[1, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]","[0.0, 0.0, 0.03956708240211258, 0.017882887048573628]",0.03956708240211258,0.611158519244139,6.302656336881281,-6.302656336881281,[1],,,0.0,[]
2.9150530628251787,1,1,[-0.24937772  1.        ],[-0.40804098  1.        ],"[1.0, 0.15866325983035054, 0.06474111242210591, 0.026417027118523787]","[1, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]","[0.0, 0.0, 0.0, -0.004539946403910915]",-0.004539946403910915,0.20752066800569244,2.4507342227282276,-0.9529471241047082,[1],,,0.611158519244139,[0.61115852]
2.9150530628251787,2,0,[1.],[-0.03956708 -0.15866326  1.        ],"[1.0, 0.15866325983035054, 0.06474111242210591, 0.016549878217829803]","[1, 0.15866325983035054, 0.06474111242210591, 0.021877080714612872]","[0.0, 0.0, 0.0, 0.005327202496783069]",0.005327202496783069,0.24350609508995164,3.4073583323509657,-2.3348026950654823,[1],-7.417339614718126,2.3348026950654823,0.2156921797247614,[]
3.1992671377973845,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]","[0.0, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]",0.15275359707199773,1.0,,,,,,,
3.1992671377973845,0,1,[0.1527536 1.       ],[1.],"[1.0, 0.15275359707199773, 0.0, 0.0]","[1, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]","[0.0, 0.0, 0.0604692286008217, 0.019866030526285355]",0.0604692286008217,1.0,,,,,,,
3.1992671377973845,0,2,[0.06046923 0.1527536  1.        ],[1.],"[1.0, 0.15275359707199773, 0.0604692286008217, 0.0]","[1, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]","[0.0, 0.0, 0.0, 0.019866030526285355]",0.019866030526285355,1.0,,,,,,,
3.1992671377973845,1,0,[1.],[-0.1527536  1.       ],"[1.0, 0.15275359707199773, 0.023333661418434234, 0.0035643007145259222]","[1, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]","[0.0, 0.0, 0.03713556718238746, 0.01630172981175943]",0.03713556718238746,0.6141233821177411,6.5464906828260645,-6.5464906828260645,[1],,,0.0,[]
3.1992671377973845,1,1,[-0.24310764  1.        ],[-0.39586124  1.        ],"[1.0, 0.15275359707199773, 0.0604692286008217, 0.023937423914508493]","[1, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]","[0.0, 0.0, 0.0, -0.004071393388223137]",-0.004071393388223137,0.2049424711613199,2.5261376836866414,-0.9747774656859244,[1],,,0.6141233821177412,[0.61412338]
3.1992671377973845,2,0,[1.],[-0.03713557 -0.1527536   1.        ],"[1.0, 0.15275359707199773, 0.0604692286008217, 0.014909483647362954]","[1, 0.15275359707199773, 0.0604692286008217, 0.019866030526285355]","[0.0, 0.0, 0.0, 0.004956546878922401]",0.004956546878922401,0.24949860377815494,3.52526759906019,-2.4120842298082956,[1],-7.638671773601659,2.4120842298082956,0.21606031251969937,[]
3.511191734215134,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]","[0.0, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]",0.14668296207637296,1.0,,,,,,,
3.511191734215134,0,1,[0.14668296 1.        ],[1.],"[1.0, 0.14668296207637296, 0.0, 0.0]","[1, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]","[0.0, 0.0, 0.05620332848559055, 0.017913062201179282]",0.05620332848559055,1.0,,,,,,,
3.511191734215134,0,2,[0.05620333 0.14668296 1.        ],[1.],"[1.0, 0.14668296207637296, 0.05620332848559055, 0.0]","[1, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]","[0.0, 0.0, 0.0, 0.017913062201179282]",0.017913062201179282,1.0,,,,,,,
3.511191734215134,1,0,[1.],[-0.14668296  1.        ],"[1.0, 0.14668296207637296, 0.021515891363498667, 0.0031560146769114357]","[1, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]","[0.0, 0.0, 0.03468743712209188, 0.014757047524267847]",0.03468743712209188,0.6171776308761691,6.817424367796262,-6.817424367796262,[1],,,0.0,[]
3.511191734215134,1,1,[-0.23647898  1.        ],[-0.38316194  1.        ],"[1.0, 0.14668296207637296, 0.05620332848559055, 0.021534976442693487]","[1, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]","[0.0, 0.0, 0.0, -0.003621914241514205]",-0.003621914241514205,0.20219403030241034,2.6098625478023005,-0.9991137636372345,[1],,,0.617177630876169,[0.61717763]
3.511191734215134,2,0,[1.],[-0.03468744 -0.14668296  1.        ],"[1.0, 0.14668296207637296, 0.05620332848559055, 0.013332126724724185]","[1, 0.14668296207637296, 0.05620332848559055, 0.017913062201179282]","[0.0, 0.0, 0.0, 0.004580935476455097]",0.004580935476455097,0.2557315675570823,3.656207709128439,-2.4979272692375054,[1],-7.884913380293547,2.4979272692375054,0.2164371424477108,[]
3.8535285937105312,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.14047711241776462, 0.05197310860760754, 0.016033677591526456]","[0.0, 0.14047711241776462, 0.05197310860760754, 0.016033677591526456]",0.14047711241776462,1.0,,,,,,,
3.8535285937105312,0,1,[0.14047711 1.        ],[1.],"[1.0, 0.14047711241776462, 0.0, 0.0]","[1, 0.14047711241776462, 0.05197310860760754, 0.016033677591526456]","[0.0, 0.0, 0.05197310860760754, 0.016033677591526456]",0.05197310860760754,1.0,,,,,,,
