pole_2,poles,poly_type,remainder,res_2,residues,sigma
,,0_1,,,,37.94414414414414
,,0_2,,,,37.94414414414414
,,0_3,,,,37.94414414414414
,43.38729277445445,1_0,0.0,,-43.38729277445445,37.94414414414414
,14.210499862106191,1_1,0.6724732299851388,,-4.654319120132271,37.94414414414414
,15.975453665238375,1_2,0.5403313519835744,,-6.612835093311977,37.94414414414414
(-42.63583747405616+0j),21.50414147714602,2_0,0.2228636713095336,(14.294471186781127+0j),-14.294471186781127,37.94414414414414
(-236.5698302958681+0j),15.863806608279013,2_1,0.557141048201922,(140.6411410661999+0j),-6.432748301936512,37.94414414414414
(-23.002890459261494+29.863682680135422j),18.04256669719638,3_0,0.1585132266734675,(4.975219056046408-6.838076294749177j),-9.950438112092813,37.94414414414414
,,0_0,,,,38.04423423423423
,,0_1,,,,38.04423423423423
,,0_2,,,,38.04423423423423
,,0_3,,,,38.04423423423423
,43.49880203219688,1_0,0.0,,-43.49880203219688,38.04423423423423
,14.24643082039736,1_1,0.6724868236635009,,-4.665893809446537,38.04423423423423
,16.015393215467096,1_2,0.5403869304227611,,-6.628716543663224,38.04423423423423
(-42.74366176567288+0j),21.55896294468008,2_0,0.22286516430909614,(14.330815021578958+0j),-14.330815021578958,38.04423423423423
(-237.24259344415847+0j),15.903528516888045,2_1,0.5571859734589026,(141.0494683922118+0j),-6.448294487019653,38.04423423423423
(-23.059577805644274+29.93821460863933j),18.088238489293772,3_0,0.1585156551125201,(4.987709342481065-6.855230027569262j),-9.97541868496213,38.04423423423423
,,0_0,,,,38.14432432432432
,,0_1,,,,38.14432432432432
,,0_2,,,,38.14432432432432
,,0_3,,,,38.14432432432432
,43.610318258964845,1_0,0.0,,-43.610318258964845,38.14432432432432
,14.282365299385278,1_1,0.6725003194295814,,-4.677470073338709,38.14432432432432
,16.055337580396476,1_2,0.5404421147652061,,-6.644601373130453,38.14432432432432
(-42.851496623816594+0j),21.613788794176205,2_0,0.22286664651499005,(14.367161977739745+0j),-14.367161977739745,38.14432432432432
(-237.9153096127021+0j),15.943255066897674,2_1,0.5572305830490666,(141.45775600841256+0j),-6.4638437213039195,38.14432432432432
(-23.11627405112725+30.01275598678721j),18.133914606783364,3_0,0.15851806606615432,(5.000201040906345-6.872385740105677j),-10.000402081812684,38.14432432432432
,,0_0,,,,38.24441441441441
,,0_1,,,,38.24441441441441
,,0_2,,,,38.24441441441441
,,0_3,,,,38.24441441441441
,43.72184140511183,1_0,0.0,,-43.72184140511183,38.24441441441441
,14.31830327506666,1_1,0.6725137182032639,,-4.68904790118961,38.24441441441441
,16.095287123300597,1_2,0.5404968770572365,,-6.660490050057368,38.24441441441441
(-42.95934197609221+0j),21.668618995272617,2_0,0.2228681180291073,(14.403512033746678+0j),-14.403512033746678,38.24441441441441
(-238.58792642300654+0j),15.982986572147107,2_1,0.5572748560773999,(141.86596890086653+0j),-6.479396386417808,38.24441441441441
(-23.172980108467822+30.08730733911395j),18.1795951670459,3_0,0.1585204586006564,(5.012694216684177-6.8895435737144695j),-10.025388433368354,38.24441441441441
,,0_0,,,,38.3445045045045
,,0_1,,,,38.3445045045045
,,0_2,,,,38.3445045045045
,,0_3,,,,38.3445045045045
,43.83337142145105,1_0,0.0,,-43.83337142145105,38.3445045045045
,14.354244723648558,1_1,0.672527020893859,,-4.7006272824718,38.3445045045045
,16.1352409071811,1_2,0.5405512933656428,,-6.676381428384875,38.3445045045045
(-43.06719775074329+0j),21.723453517879225,2_0,0.2228695789521615,(14.439865168274228+0j),-14.439865168274228,38.3445045045045
(-239.2605637453338+0j),16.022722212854205,2_1,0.5573188499270508,(142.27418733581578+0j),-6.494951542850447,38.3445045045045
(-23.229693688187567+30.161867254774467j),18.225279804670908,3_0,0.15852283539815562,(5.025188688827302-6.906703160394429j),-10.050377377654604,38.3445045045045
,,0_0,,,,38.44459459459459
,,0_1,,,,38.44459459459459
,,0_2,,,,38.44459459459459
,,0_3,,,,38.44459459459459
,43.94490825925036,1_0,0.0,,-43.94490825925036,38.44459459459459
,14.390189621546197,1_1,0.6725402284002475,,-4.712208206748646,38.44459459459459
,16.175199296059912,1_2,0.5406053354850907,,-6.692275977178721,38.44459459459459
(-43.17506387664538+0j),21.778292332174736,2_0,0.22287102938370396,(14.476221360186138+0j),-14.476221360186138,38.44459459459459
(-239.93316923643334+0j),16.062462303527823,2_1,0.5573625435157183,(142.6823763240254+0j),-6.5105095727904185,38.44459459459459
(-23.286415704907682+30.23643625978311j),18.270968637627004,3_0,0.15852519551513583,(5.037684522906537-6.923864641856679j),-10.075369045813076,38.44459459459459
,,0_0,,,,38.54468468468468
,,0_1,,,,38.54468468468468
,,0_2,,,,38.54468468468468
,,0_3,,,,38.54468468468468
,44.05645187022712,1_0,0.0,,-44.05645187022712,38.54468468468468
,14.42613794538074,1_1,0.6725533416110213,,-4.72379066367337,38.54468468468468
,16.21516236570748,1_2,0.5406589983910752,,-6.708173807424045,38.54468468468468
(-43.28294028329911+0j),21.83313540860374,2_0,0.22287246942214003,(14.512580588533375+0j),-14.512580588533375,38.54468468468468
(-240.60572871855067+0j),16.102206907413798,2_1,0.5574059332006007,(143.09052641759047+0j),-6.526070565448314,38.54468468468468
(-23.34314636299649+30.311014451160997j),18.31666167697498,3_0,0.1585275388136112,(5.0501817298997-6.941028046870072j),-10.1003634597994,38.54468468468468
,,0_0,,,,38.644774774774774
,,0_1,,,,38.644774774774774
,,0_2,,,,38.644774774774774
,,0_3,,,,38.644774774774774
,44.168002206543036,1_0,0.0,,-44.168002206543036,38.644774774774774
,14.462089673218191,1_1,0.672566361376522,,-4.735374643800857,38.644774774774774
,16.255130030766573,1_2,0.5407122899520425,,-6.724074829379349,38.644774774774774
(-43.390826904503726+0j),21.8879827188102,2_0,0.2228738991616585,(14.54894283337957+0j),-14.54894283337957,38.644774774774774
(-241.27824958620496+0j),16.141955947446927,2_1,0.5574490250352849,(143.4986425991169+0j),-6.541634445919369,38.644774774774774
(-23.399885469310817+30.385601687413157j),18.362358874676083,3_0,0.15852986560231064,(5.062680290462729-6.9581933410709045j),-10.125360580925456,38.644774774774774
,,0_0,,,,38.74486486486486
,,0_1,,,,38.74486486486486
,,0_2,,,,38.74486486486486
,,0_3,,,,38.74486486486486
,44.27955922079932,1_0,0.0,,-44.27955922079932,38.74486486486486
,14.498044779558205,1_1,0.6725792886224559,,-4.746960135306438,38.74486486486486
,16.295102265514068,1_2,0.5407652130499221,,-6.739979028935929,38.74486486486486
(-43.4987236634974+0j),21.942834231855226,2_0,0.22287531870470828,(14.585308072459336+0j),-14.585308072459336,38.74486486486486
(-241.95073083458246+0j),16.181709398108897,2_1,0.5574918213386281,(143.90672425190766+0j),-6.557201200734518,38.74486486486486
(-23.456632979457435+30.46019791241426j),18.408060203183382,3_0,0.1585321760192836,(5.07518019604232-6.9753605135747545j),-10.15036039208464,38.74486486486486
,,0_0,,,,38.84495495495495
,,0_1,,,,38.84495495495495
,,0_2,,,,38.84495495495495
,,0_3,,,,38.84495495495495
,44.39112286603169,1_0,0.0,,-44.39112286603169,38.84495495495495
,14.534003196942141,1_1,0.6725921252137635,,-4.758547098847193,38.84495495495495
,16.335078125155032,1_2,0.5408178405291835,,-6.75588527110454,38.84495495495495
(-43.6066303591235+0j),21.99768988524723,2_0,0.22287672825685595,(14.621676255580368+0j),-14.621676255580368,38.84495495495495
(-242.62328767841126+0j),16.22146642711114,2_1,0.5575343773254302,(144.3148488041765+0j),-6.572769893440054,38.84495495495495
(-23.51338661082258+30.5348016630758j),18.45376527349879,3_0,0.15853447266818677,(5.087681257983856-6.9925291950075845j),-10.175362515967711,38.84495495495495
,,0_0,,,,38.945045045045035
,,0_1,,,,38.945045045045035
,,0_2,,,,38.945045045045035
,,0_3,,,,38.945045045045035
,44.5026930957055,1_0,0.0,,-44.5026930957055,38.945045045045035
,14.56996499775115,1_1,0.6726048698577043,,-4.770135586607431,38.945045045045035
,16.375060307175996,1_2,0.5408699663461306,,-6.77179687498618,38.945045045045035
(-43.71454720487734+0j),22.052549722115184,2_0,0.22287812767691786,(14.658047425834472+0j),-14.658047425834472,38.945045045045035
(-243.29557105034652+0j),16.261229396081024,2_1,0.5575765374929651,(144.72278207567155+0j),-6.58834325182589,38.945045045045035
(-23.570152965169342+30.609417027084092j),18.499475116631036,3_0,0.15853674834511058,(5.100183997603111-7.00970043755036j),-10.200367995206223,38.945045045045035
,,0_0,,,,39.04513513513513
,,0_1,,,,39.04513513513513
,,0_2,,,,39.04513513513513
,,0_3,,,,39.04513513513513
,44.61426986371099,1_0,0.0,,-44.61426986371099,39.04513513513513
,14.605930110438516,1_1,0.6726175245037709,,-4.781725556480273,39.04513513513513
,16.415046611304685,1_2,0.5409217621320661,,-6.787711149548183,39.04513513513513
(-43.82247398750415+0j),22.10741367709346,2_0,0.22287951717971807,(14.694421530398564+0j),-14.694421530398564,39.04513513513513
(-243.96786238410715+0j),16.300996377356643,2_1,0.557618431456644,(145.13071277957826+0j),-6.603919065024518,39.04513513513513
(-23.62692667291219+30.68404066918524j),18.54518887540029,3_0,0.1585390090900277,(5.112687987816977-7.026873380506831j),-10.225375975633956,39.04513513513513
,,0_0,,,,39.14522522522522
,,0_1,,,,39.14522522522522
,,0_2,,,,39.14522522522522
,,0_3,,,,39.14522522522522
,44.72585312435853,1_0,0.0,,-44.72585312435853,39.14522522522522
,14.641898512826193,1_1,0.672630089981404,,-4.793316998645326,39.14522522522522
,16.455036869428266,1_2,0.540973241762532,,-6.803627902446342,39.14522522522522
(-43.93041064014787+0j),22.16228172217009,2_0,0.22288089685707424,(14.730798549412128+0j),-14.730798549412128,39.14522522522522
(-244.6401802102353+0j),16.340767221592632,2_1,0.5576600698039496,(145.53865336233406+0j),-6.619497173907878,39.14522522522522
(-23.683707337998385+30.758672324444127j),18.590906471169554,3_0,0.1585412554190335,(5.125193193585943-7.044047957298736j),-10.250386387171885,39.14522522522522
,,0_0,,,,39.24531531531532
,,0_1,,,,39.24531531531532
,,0_2,,,,39.24531531531532
,,0_3,,,,39.24531531531532
,44.83744283237394,1_0,0.0,,-44.83744283237394,39.24531531531532
,14.67787018292707,1_1,0.6726425671106913,,-4.804909903365534,39.24531531531532
,16.495028759820066,1_2,0.541024586869367,,-6.819544270154235,39.24531531531532
(-44.038357096531705+0j),22.217153829579296,2_0,0.22288226679976317,(14.767178463188095+0j),-14.767178463188095,39.24531531531532
(-245.3128299705487+0j),16.3805399009586,2_1,0.5577015894881048,(145.9468083358381+0j),-6.635075231826663,39.24531531531532
(-23.7404892692946+30.833308524297774j),18.6366270255009,3_0,0.15854349367673845,(5.137699171975381-7.061223258830731j),-10.275398343950766,39.24531531531532
,,0_0,,,,39.345405405405394
,,0_1,,,,39.345405405405394
,,0_2,,,,39.345405405405394
,,0_3,,,,39.345405405405394
,44.949038942893914,1_0,0.0,,-44.949038942893914,39.345405405405394
,14.713845098942954,1_1,0.6726549567024926,,-4.816504260986298,39.345405405405394
,16.535030497954438,1_2,0.5410751579327956,,-6.835470458053127,39.345405405405394
(-44.146313290951944+0j),22.27202997179889,2_0,0.2228836270975339,(14.803561252210962+0j),-14.803561252210962,39.345405405405394
(-245.9847136092557+0j),16.420321578754873,2_1,0.5577425089140672,(146.3544426774451+0j),-6.650661594677436,39.345405405405394
(-23.797292683163697+30.90796147579618j),18.682353574054694,3_0,0.158545701675095,(5.1502074759738266-7.078402498397513j),-10.300414951947658,39.345405405405394
,,0_0,,,,39.44549549549549
,,0_1,,,,39.44549549549549
,,0_2,,,,39.44549549549549
,,0_3,,,,39.44549549549549
,45.06064141146147,1_0,0.0,,-45.06064141146147,39.44549549549549
,14.749823239262664,1_1,0.6726672595585613,,-4.8281000619346655,39.44549549549549
,16.575033915144466,1_2,0.5411255926513096,,-6.851396350240336,39.44549549549549
(-44.254279158272105+0j),22.326910121547687,2_0,0.2228849778391222,(14.839946897135036+0j),-14.839946897135036,39.44549549549549
(-246.6569152739504+0j),16.460105127251428,2_1,0.5577833085607657,(146.76228217803288+0j),-6.666247976793153,39.44549549549549
(-23.85409751154002+30.982619012311723j),18.728083066871335,3_0,0.15854790160500695,(5.162716555189826-7.095582479353606j),-10.325433110379652,39.44549549549549
,,0_0,,,,39.54558558558558
,,0_1,,,,39.54558558558558
,,0_2,,,,39.54558558558558
,,0_3,,,,39.54558558558558
,45.17225019402139,1_0,0.0,,-45.17225019402139,39.54558558558558
,14.785804582460079,1_1,0.6726794764716635,,-4.83969729671851,39.54558558558558
,16.615042075424117,1_2,0.5411756533053125,,-6.867325762399539,39.54558558558558
(-44.362254633917+0j),22.38179425178294,2_0,0.22288631911226328,(14.876335378782617+0j),-14.876335378782617,39.54558558558558
(-247.3290229967149+0j),16.499893216504958,2_1,0.5578238094836636,(147.1700510940046+0j),-6.681837501503378,39.54558558558558
(-23.910911304047623+31.057285677535084j),18.77381662643103,3_0,0.1585500852391013,(5.175226986898034-7.112764399562484j),-10.350453973796068,39.54558558558558
,,0_0,,,,39.645675675675676
,,0_1,,,,39.645675675675676
,,0_2,,,,39.645675675675676
,,0_3,,,,39.645675675675676
,45.28386524691588,1_0,0.0,,-45.28386524691588,39.645675675675676
,14.821789107292576,1_1,0.6726916082256905,,-4.851295955925911,39.645675675675676
,16.655054357752956,1_2,0.5412253889577041,,-6.883257939782932,39.645675675675676
(-44.470239653867885+0j),22.436682335698087,2_0,0.22288765100370475,(14.91272667814248+0j),-14.91272667814248,39.645675675675676
(-248.0011158208781+0j),16.539685302204436,2_1,0.5578640487711525,(147.57780237968706+0j),-6.6974295491541,39.645675675675676
(-23.967732550453427+31.131960533412197j),18.819554006555496,3_0,0.15855225431408534,(5.187738650407017-7.129948015307566j),-10.375477300814037,39.645675675675676
,,0_0,,,,39.74576576576576
,,0_1,,,,39.74576576576576
,,0_2,,,,39.74576576576576
,,0_3,,,,39.74576576576576
,45.39548652688016,1_0,0.0,,-45.39548652688016,39.74576576576576
,14.857776792697823,1_1,0.6727036555958036,,-4.862896030223504,39.74576576576576
,16.695070385923625,1_2,0.5412748293494303,,-6.89919243130353,39.74576576576576
(-44.57823415465284+0j),22.49157434671926,2_0,0.2228889735992226,(14.949120776367243+0j),-14.949120776367243,39.74576576576576
(-248.67324029386174+0j),16.579481053572923,2_1,0.5579040489619841,(147.9855672379187+0j),-6.713023748701915,39.74576576576576
(-24.024560342792586+31.206643006336158j),18.865295052139597,3_0,0.1585544098947541,(5.200251471434195-7.147133178721292j),-10.400502942868393,39.74576576576576
,,0_0,,,,39.84585585585585
,,0_1,,,,39.84585585585585
,,0_2,,,,39.84585585585585
,,0_3,,,,39.84585585585585
,45.507113991038146,1_0,0.0,,-45.507113991038146,39.84585585585585
,14.893767617793918,1_1,0.6727156193485045,,-4.874497510356981,39.84585585585585
,16.735090273650194,1_2,0.5413239663189863,,-6.915129393219517,39.84585585585585
(-44.6862380733469+0j),22.54647025850431,2_0,0.2228902869836296,(14.98551765477298+0j),-14.98551765477298,39.84585585585585
(-249.34537763530818+0j),16.619280567245077,2_1,0.5579438040353527,(148.39333313649493+0j),-6.728620226586517,39.84585585585585
(-24.081394976995288+31.28133325152256j),18.911039790192184,3_0,0.1585565517287416,(5.212765468512106-7.164319933542025j),-10.425530937024208,39.84585585585585
,,0_0,,,,39.94594594594594
,,0_1,,,,39.94594594594594
,,0_2,,,,39.94594594594594
,,0_3,,,,39.94594594594594
,45.618747596898125,1_0,0.0,,-45.618747596898125,39.94594594594594
,14.92976156187619,1_1,0.672727500241779,,-4.886100387149423,39.94594594594594
,16.775114682592665,1_2,0.5413727498273078,,-6.931069660794559,39.94594594594594
(-44.794251347562536+0j),22.60137004493938,2_0,0.22289159124079064,(15.021917294836621+0j),-15.021917294836621,39.94594594594594
(-250.0174358112747+0j),16.65908441798222,2_1,0.5579832764022661,(148.80103849707598+0j),-6.744219665599925,39.94594594594594
(-24.138238094537634+31.35603223908863j),18.956788451392395,3_0,0.15855867810877333,(5.225280763960789-7.181508537681386j),-10.45056152792158,39.94594594594594
,,0_0,,,,40.046036036036035
,,0_1,,,,40.046036036036035
,,0_2,,,,40.046036036036035
,,0_3,,,,40.046036036036035
,45.73038730234873,1_0,0.0,,-45.73038730234873,40.046036036036035
,14.965758604415754,1_1,0.6727392990251997,,-4.8977046515007485,40.046036036036035
,16.815144686061995,1_2,0.5414210988899008,,-6.947014579082149,40.046036036036035
(-44.90227391544511+0j),22.656273680136778,2_0,0.2228928864536347,(15.05831967819451+0j),-15.05831967819451,40.046036036036035
(-250.68926757697466+0j),16.69889353984653,2_1,0.5580224051325573,(149.2085847703803+0j),-6.759823166414247,40.046036036036035
(-24.19509234676662+31.430741551162416j),19.002541419465963,3_0,0.15856078625272166,(5.237797558061283-7.198699409827661j),-10.475595116122566,40.046036036036035
,,0_0,,,,40.14612612612612
,,0_1,,,,40.14612612612612
,,0_2,,,,40.14612612612612
,,0_3,,,,40.14612612612612
,45.84203306565454,1_0,0.0,,-45.84203306565454,40.14612612612612
,15.001758725057732,1_1,0.6727510164400355,,-4.909310294386971,40.14612612612612
,16.855178188783523,1_2,0.541469174852457,,-6.96296156567253,40.14612612612612
(-45.01030571566744+0j),22.711181138432572,2_0,0.22289417270416728,(15.094724786640764+0j),-15.094724786640764,40.14612612612612
(-251.36114941409363+0j),16.738706102244812,2_1,0.5580613119553054,(149.61615710447566+0j),-6.775428611842445,40.14612612612612
(-24.251952602878212+31.505458058294586j),19.04829790127565,3_0,0.15856288179515882,(5.25031545109475-7.2158917301752865j),-10.500630902189501,40.14612612612612
,,0_0,,,,40.24621621621621
,,0_1,,,,40.24621621621621
,,0_2,,,,40.24621621621621
,,0_3,,,,40.24621621621621
,45.953684845452166,1_0,0.0,,-45.953684845452166,40.24621621621621
,15.037761903619415,1_1,0.6727626532193614,,-4.9209173068593834,40.24621621621621
,16.895215515923358,1_2,0.5415169534485753,,-6.978911038342776,40.24621621621621
(-45.11834668742425+0j),22.766092394384295,2_0,0.22289545007348227,(15.131132602125607+0j),-15.131132602125607,40.24621621621621
(-252.03303435189292+0j),16.77852238641342,2_1,0.5580999787030364,(150.02372409077884+0j),-6.791036342676323,40.24621621621621
(-24.308819677420747+31.580182230566663j),19.094058002895864,3_0,0.15856496392295266,(5.262834501734694-7.233085625118705j),-10.525669003469385,40.24621621621621
,,0_0,,,,40.346306306306296
,,0_1,,,,40.346306306306296
,,0_2,,,,40.346306306306296
,,0_3,,,,40.346306306306296
,46.06534260074613,1_0,0.0,,-46.06534260074613,40.346306306306296
,15.073768120088596,1_1,0.672774210088162,,-4.932525680043873,40.346306306306296
,16.935256675012997,1_2,0.5415644347557338,,-6.994863021016828,40.346306306306296
(-45.22639677042699+0j),22.8210074227686,2_0,0.22289671864177388,(15.167543106753781+0j),-15.167543106753781,40.346306306306296
(-252.7049179014162+0j),16.818342396475817,2_1,0.5581384055551634,(150.4312827626947+0j),-6.806646377045511,40.346306306306296
(-24.36569360459825+31.654914065827946j),19.13982171254059,3_0,0.15856703266821742,(5.275354708528099-7.250281096891896j),-10.550709417056199,40.346306306306296
,,0_0,,,,40.44639639639639
,,0_1,,,,40.44639639639639
,,0_2,,,,40.44639639639639
,,0_3,,,,40.44639639639639
,46.17700629090484,1_0,0.0,,-46.17700629090484,40.44639639639639
,15.109777354621766,1_1,0.6727856877634392,,-4.9441354051401225,40.44639639639639
,16.97530241055493,1_2,0.5416115631031565,,-7.010818450593187,40.44639639639639
(-45.3344559048984+0j),22.875926198578934,2_0,0.22289797848834825,(15.203956282782904+0j),-15.203956282782904,40.44639639639639
(-253.37669683343216+0j),16.85816677971999,2_1,0.5581765506526795,(150.83876403768653+0j),-6.822259481323848,40.44639639639639
(-24.422576227336833+31.729654657652844j),19.18558929230808,3_0,0.15856908612678713,(5.287876209584454-7.267478435644888j),-10.575752419168909,40.44639639639639
,,0_0,,,,40.54648648648648
,,0_1,,,,40.54648648648648
,,0_2,,,,40.54648648648648
,,0_3,,,,40.54648648648648
,46.28867587565676,1_0,0.0,,-46.28867587565676,40.54648648648648
,15.145789587542449,1_1,0.6727970869543142,,-4.955746473420906,40.54648648648648
,17.015351991918067,1_2,0.5416583947167251,,-7.026776435990403,40.54648648648648
(-45.442524031567345+0j),22.930848697023407,2_0,0.22289922969163548,(15.240372112621955+0j),-15.240372112621955,40.54648648648648
(-254.04846552686+0j),16.897994896188738,2_1,0.5582144565031237,(151.24623114649728+0j),-6.837874923879446,40.54648648648648
(-24.479465767205348+31.804402906596195j),19.23136045646304,3_0,0.15857112628014697,(5.300398863725632-7.284677355171769j),-10.600797727451264,40.54648648648648
,,0_0,,,,40.64657657657657
,,0_1,,,,40.64657657657657
,,0_2,,,,40.64657657657657
,,0_3,,,,40.64657657657657
,46.40035131508636,1_0,0.0,,-46.40035131508636,40.64657657657657
,15.181804799339492,1_1,0.672808408362129,,-4.967358876231358,40.64657657657657
,17.055405953636345,1_2,0.5417048900285802,,-7.042737653584044,40.64657657657657
(-45.5506010916637+0j),22.985774893522436,2_0,0.2229004723292005,(15.276790578829663+0j),-15.276790578829663,40.64657657657657
(-254.72014886535084+0j),16.937827210018224,2_1,0.5582520933817071,(151.65363382791247+0j),-6.853493257675873,40.64657657657657
(-24.536363551094205+31.87915959421132j),19.27713538935652,3_0,0.15857315178280593,(5.312922769346659-7.301878063552672j),-10.625845538693317,40.64657657657657
,,0_0,,,,40.746666666666655
,,0_1,,,,40.746666666666655
,,0_2,,,,40.746666666666655
,,0_3,,,,40.746666666666655
,46.512032569630385,1_0,0.0,,-46.512032569630385,40.746666666666655
,15.217822970607967,1_1,0.6728196526817813,,-4.97897260495068,40.746666666666655
,17.0954638464326,1_2,0.5417510837599571,,-7.058701560788239,40.746666666666655
(-45.658687026742925+0j),23.040704763663246,2_0,0.22290170647789015,(15.313211664074691+0j),-15.313211664074691,40.746666666666655
(-255.39180364301097+0j),16.977663326779005,2_1,0.5582894875837527,(152.0610101480239+0j),-6.869114036639231,40.746666666666655
(-24.593268491302066+31.953924039584955j),19.32291390998071,3_0,0.15857516386870998,(5.325447838587344-7.319080384562267j),-10.65089567717469,40.746666666666655
,,0_0,,,,40.84675675675675
,,0_1,,,,40.84675675675675
,,0_2,,,,40.84675675675675
,,0_3,,,,40.84675675675675
,46.62371960007401,1_0,0.0,,-46.62371960007401,40.84675675675675
,15.253844082276498,1_1,0.6728308205968988,,-4.990587651141253,40.84675675675675
,17.13552519016374,1_2,0.5417970126299818,,-7.074667576764264,40.84675675675675
(-45.766781779359754+0j),23.0956382833705,2_0,0.22290293221330337,(15.349635351286784+0j),-15.349635351286784,40.84675675675675
(-256.06349096367666+0j),17.01750282508355,2_1,0.5583266669177877,(152.46840106067557+0j),-6.88473678326592,40.84675675675675
(-24.65017942477136+32.0286955163331j),19.368695826060975,3_0,0.15857716384050577,(5.33797397780234-7.3362841299998065j),-10.675947955604682,40.84675675675675
,,0_0,,,,40.94684684684685
,,0_1,,,,40.94684684684685
,,0_2,,,,40.94684684684685
,,0_3,,,,40.94684684684685
,46.73541236754709,1_0,0.0,,-46.73541236754709,40.94684684684685
,15.289868115263321,1_1,0.6728419127873032,,-5.002204006323949,40.94684684684685
,17.175591312730997,1_2,0.5418425778600513,,-7.090637360077298,40.94684684684685
(-45.87488529204865+0j),23.150575428645837,2_0,0.22290414961061092,(15.386061623427034+0j),-15.386061623427034,40.94684684684685
(-256.7350291672136+0j),17.057346861632716,2_1,0.5583635569871422,(152.8756849554278+0j),-6.900362855776498,40.94684684684685
(-24.70709962383721+32.10347598539008j),19.414481616998145,3_0,0.15857914829611905,(5.350501435639193-7.353489817713033j),-10.701002871278385,40.94684684684685
,,0_0,,,,41.04693693693693
,,0_1,,,,41.04693693693693
,,0_2,,,,41.04693693693693
,,0_3,,,,41.04693693693693
,46.84711083352051,1_0,0.0,,-46.84711083352051,41.04693693693693
,15.325895050702096,1_1,0.6728529299242088,,-5.013821662126261,41.04693693693693
,17.215660974268296,1_2,0.5418878731101378,,-7.106609388697916,41.04693693693693
(-45.98299750799287+0j),23.205516175737355,2_0,0.22290535874402886,(15.422490463638034+0j),-15.422490463638034,41.04693693693693
(-257.40658139290696+0j),17.097194351971396,2_1,0.5584002285480214,(153.28297111323488+0j),-6.9159910051528115,41.04693693693693
(-24.764026061483214+32.17826359126254j),19.46027080848358,3_0,0.15858112051467443,(5.363029974653123-7.370696962840199j),-10.726059949306245,41.04693693693693
,,0_0,,,,41.14702702702702
,,0_1,,,,41.14702702702702
,,0_2,,,,41.14702702702702
,,0_3,,,,41.14702702702702
,46.95881495980241,1_0,0.0,,-46.95881495980241,41.14702702702702
,15.361924869883635,1_1,0.6728638726715375,,-5.025440610244528,41.14702702702702
,17.25573472344364,1_2,0.5419328581068246,,-7.122584355707307,41.14702702702702
(-46.091118370851746+0j),23.26046050109471,2_0,0.222906559686962,(15.458921855204585+0j),-15.458921855204585,41.14702702702702
(-258.07807062659276+0j),17.13704577274204,2_1,0.5584366513282752,(153.69020799696602+0j),-6.931621798238485,41.14702702702702
(-24.82096009796573+32.253059136894876j),19.506063590716916,3_0,0.15858307912482555,(5.375559696019601-7.387905778922306j),-10.751119392039202,41.14702702702702
,,0_0,,,,41.24711711711712
,,0_1,,,,41.24711711711712
,,0_2,,,,41.24711711711712
,,0_3,,,,41.24711711711712
,47.07052470853473,1_0,0.0,,-47.07052470853473,41.24711711711712
,15.39795755431542,1_1,0.6728747416847153,,-5.037060842483221,41.24711711711712
,17.295812723612546,1_2,0.5419775215724466,,-7.138562476727505,41.24711711711712
(-46.19924782493679+0j),23.315408381413224,2_0,0.22290775251187342,(15.495355781593034+0j),-15.495355781593034,41.24711711711712
(-258.74947158095404+0j),17.176901264330066,2_1,0.5584728169225935,(154.09737870613964+0j),-6.94725541054401,41.24711711711712
(-24.877902147930083+32.32786285263621j),19.551860010910616,3_0,0.15858502376169295,(5.388090627995213-7.405116329011663j),-10.776181255990425,41.24711711711712
,,0_0,,,,41.34720720720721
,,0_1,,,,41.34720720720721
,,0_2,,,,41.34720720720721
,,0_3,,,,41.34720720720721
,47.18224004218952,1_0,0.0,,-47.18224004218952,41.34720720720721
,15.43399276517507,1_1,0.6728855444045414,,-5.048682141044489,41.34720720720721
,17.33589437778078,1_2,0.5420218914989858,,-7.15454317437004,41.34720720720721
(-46.30738486531133+0j),23.370359551692623,2_0,0.22290893803585599,(15.531792012728143+0j),-15.531792012728143,41.34720720720721
(-259.42081540408606+0j),17.216760263565266,2_1,0.5585087480952953,(154.50450606225746+0j),-6.962891327215622,41.34720720720721
(-24.93485093560517+32.40267353898398j),19.59765968018789,3_0,0.15858695566958125,(5.40062260918484-7.422328388614722j),-10.801245218369678,41.34720720720721
,,0_0,,,,41.44729729729729
,,0_1,,,,41.44729729729729
,,0_2,,,,41.44729729729729
,,0_3,,,,41.44729729729729
,47.293960923565464,1_0,0.0,,-47.293960923565464,41.44729729729729
,15.470031445179874,1_1,0.6728962611065312,,-5.060305126517869,41.44729729729729
,17.375979184430335,1_2,0.5420660569353379,,-7.170525395564782,41.44729729729729
(-46.41553228473404+0j),23.425314714286433,2_0,0.2229101140948224,(15.568231173030687+0j),-15.568231173030687,41.44729729729729
(-260.09230401091395+0j),17.25662244980668,2_1,0.5585445075313622,(154.9117195443552+0j),-6.978528803809754,41.44729729729729
(-24.99180472438888+32.47749133828795j),19.64346285998034,3_0,0.15858887722708623,(5.413155679200869-7.439541733697085j),-10.826311358401739,41.44729729729729
,,0_0,,,,41.54738738738738
,,0_1,,,,41.54738738738738
,,0_2,,,,41.54738738738738
,,0_3,,,,41.54738738738738
,47.405687315784434,1_0,0.0,,-47.405687315784434,41.54738738738738
,15.506072616327858,1_1,0.6729069127710996,,-5.071929162870192,41.54738738738738
