solution variable
x	solution variable
0.5	-0.000244727303460682
1.5	-0.000233707701999812
2.5	-0.000212826278721715
3.5	-0.000183707059026458
4.5	-0.000147792887675494
5.5	-0.000106067896953523
6.5	-5.90662551643264e-05
7.5	-6.99429956417949e-06
8.5	5.01435341510597e-05
9.5	0.000112453596491259
10.5	0.000180097657968288
11.5	0.000253262594104632
12.5	0.000332144618979262
13.5	0.00041694088896276
14.5	0.000507844325624088
15.5	0.000605039494719328
16.5	0.000708698504040126
17.5	0.00081897647148752
18.5	0.000936006409775913
19.5	0.00105989351846557
20.5	0.00119070894158433
21.5	0.00132848307632675
22.5	0.00147319852365289
23.5	0.00162478276574814
24.5	0.0017831006457755
25.5	0.00194794671820551
26.5	0.00211903753824848
27.5	0.00229600397045052
28.5	0.00247838362201284
29.5	0.00266561354713894
30.5	0.00285702342451363
31.5	0.00305182947911155
32.5	0.00324912949846477
33.5	0.00344789937697759
34.5	0.00364699170250716
35.5	0.00384513696771872
36.5	0.00404094803307093
37.5	0.00423292847541867
38.5	0.00441948541213873
39.5	0.00459894728224472
40.5	0.00476958688312683
41.5	0.0049296497001697
42.5	0.00507738723120098
43.5	0.0052110946143968
44.5	0.00532915144532404
45.5	0.00543006425642599
46.5	0.00551250877915637
47.5	0.00557536986643431
48.5	0.005617776867067
49.5	0.00563913234612626
50.5	0.00563913234612626
51.5	0.005617776867067
52.5	0.00557536986643432
53.5	0.00551250877915637
54.5	0.005430064256426
55.5	0.00532915144532404
56.5	0.0052110946143968
57.5	0.00507738723120098
58.5	0.0049296497001697
59.5	0.00476958688312683
60.5	0.00459894728224472
61.5	0.00441948541213873
62.5	0.00423292847541867
63.5	0.00404094803307093
64.5	0.00384513696771872
65.5	0.00364699170250715
66.5	0.00344789937697758
67.5	0.00324912949846476
68.5	0.00305182947911154
69.5	0.00285702342451363
70.5	0.00266561354713894
71.5	0.00247838362201284
72.5	0.00229600397045051
73.5	0.00211903753824848
74.5	0.00194794671820551
75.5	0.0017831006457755
76.5	0.00162478276574814
77.5	0.00147319852365289
78.5	0.00132848307632675
79.5	0.00119070894158433
80.5	0.00105989351846557
81.5	0.000936006409775912
82.5	0.00081897647148752
83.5	0.000708698504040126
84.5	0.000605039494719327
85.5	0.000507844325624087
86.5	0.000416940888962759
87.5	0.000332144618979263
88.5	0.000253262594104633
89.5	0.000180097657968289
90.5	0.000112453596491259
91.5	5.01435341510597e-05
92.5	-6.99429956417942e-06
93.5	-5.90662551643266e-05
94.5	-0.000106067896953524
95.5	-0.000147792887675494
96.5	-0.000183707059026458
97.5	-0.000212826278721716
98.5	-0.000233707701999813
99.5	-0.000244727303460682
