solution variable
x	solution variable
0.5	-0.000264315312374545
1.5	-0.000262181150994197
2.5	-0.000258196261564609
3.5	-0.000252751915026815
4.5	-0.000246184045528347
5.5	-0.000238705092323011
6.5	-0.000230408856694233
7.5	-0.000221303962383126
8.5	-0.000211347968392721
9.5	-0.000200472387878123
10.5	-0.000188598447868969
11.5	-0.000175646330994806
12.5	-0.000161540544929264
13.5	-0.000146213196408
14.5	-0.000129606173045989
15.5	-0.000111672739451207
16.5	-9.2378782906738e-05
17.5	-7.17038110934411e-05
18.5	-4.96417450046888e-05
19.5	-2.62015262208398e-05
20.5	-1.40754931311612e-06
21.5	2.47000720949107e-05
22.5	5.20653973982867e-05
23.5	8.06167011795056e-05
24.5	0.000110266658130807
25.5	0.000140912664734059
26.5	0.000172437293610165
27.5	0.000204708878700623
28.5	0.000237582231768094
29.5	0.000270899492816516
30.5	0.000304491118663703
31.5	0.000338177014812991
32.5	0.00037176781577731
33.5	0.000405066317981198
34.5	0.000437869067243825
35.5	0.000469968099639957
36.5	0.000501152830328705
37.5	0.000531212079883024
38.5	0.000559936221960562
39.5	0.000587119430097159
40.5	0.000612561995289386
41.5	0.000636072680201409
42.5	0.000657471070634446
43.5	0.00067658988067575
44.5	0.000693277165010579
45.5	0.00070739839049661
46.5	0.000718838319457408
47.5	0.000727502659354895
48.5	0.000733319437556808
49.5	0.000736240065726285
50.5	0.000736240065726284
51.5	0.000733319437556808
52.5	0.000727502659354895
53.5	0.000718838319457407
54.5	0.000707398390496609
55.5	0.000693277165010578
56.5	0.000676589880675749
57.5	0.000657471070634445
58.5	0.000636072680201409
59.5	0.000612561995289386
60.5	0.000587119430097159
61.5	0.000559936221960563
62.5	0.000531212079883024
63.5	0.000501152830328705
64.5	0.000469968099639957
65.5	0.000437869067243825
66.5	0.000405066317981198
67.5	0.00037176781577731
68.5	0.000338177014812992
69.5	0.000304491118663703
70.5	0.000270899492816517
71.5	0.000237582231768094
72.5	0.000204708878700624
73.5	0.000172437293610166
74.5	0.000140912664734061
75.5	0.000110266658130808
76.5	8.06167011795069e-05
77.5	5.2065397398288e-05
78.5	2.47000720949118e-05
79.5	-1.40754931311526e-06
80.5	-2.62015262208391e-05
81.5	-4.96417450046881e-05
82.5	-7.17038110934404e-05
83.5	-9.23787829067372e-05
84.5	-0.000111672739451206
85.5	-0.000129606173045988
86.5	-0.000146213196407999
87.5	-0.000161540544929263
88.5	-0.000175646330994805
89.5	-0.000188598447868969
90.5	-0.000200472387878123
91.5	-0.000211347968392721
92.5	-0.000221303962383126
93.5	-0.000230408856694233
94.5	-0.000238705092323011
95.5	-0.000246184045528347
96.5	-0.000252751915026816
97.5	-0.000258196261564609
98.5	-0.000262181150994197
99.5	-0.000264315312374545
