solution variable
x	solution variable
0.5	3.42980528968753e-69
1.5	6.35970572482276e-69
2.5	1.47242799018616e-68
3.5	3.34110551706185e-68
4.5	7.54875803934233e-68
5.5	1.70335088428045e-67
6.5	3.84087755219763e-67
7.5	8.65571179522483e-67
8.5	1.94952619729885e-66
9.5	4.38843243487734e-66
10.5	9.87284551791931e-66
11.5	2.21986243442463e-65
12.5	4.98837056484208e-65
13.5	1.12031042509922e-64
14.5	2.51456660853945e-64
15.5	5.64067476990546e-64
16.5	1.26456207705198e-63
17.5	2.83327305747293e-63
18.5	6.34415635492213e-63
19.5	1.41969303562527e-62
20.5	3.17503187966612e-62
21.5	7.09631206053619e-62
22.5	1.58506174653506e-61
23.5	3.53823270166088e-61
24.5	7.89316469327816e-61
25.5	1.75969870579237e-60
26.5	3.9205376456298e-60
27.5	8.72912807527796e-60
28.5	1.94227964646367e-59
29.5	4.31882905696486e-59
30.5	9.59690752456663e-59
31.5	2.13110719287845e-58
32.5	4.7291772371028e-58
33.5	1.04874472374898e-57
34.5	2.32410343460495e-57
35.5	5.14683343742756e-57
36.5	1.13899357609614e-56
37.5	2.5188157838264e-56
38.5	5.56625306634084e-56
39.5	1.22918798322873e-55
40.5	2.71243822615782e-55
41.5	5.98115338658316e-55
42.5	1.31792551242463e-54
43.5	2.90184963701079e-54
44.5	6.38460889824442e-54
45.5	1.4036739802285e-53
46.5	3.08367020395227e-53
47.5	6.7691861031501e-53
48.5	1.48480332748728e-52
49.5	3.25433617397387e-52
50.5	7.12711744773341e-52
51.5	1.55962581638318e-51
52.5	3.41019215318827e-51
53.5	7.45051199986925e-51
54.5	1.62644384871454e-50
55.5	3.54759906337402e-50
56.5	7.73159792628489e-50
57.5	1.68360415682378e-49
58.5	3.66305466212116e-49
59.5	7.96298923750038e-49
60.5	1.72955655848984e-48
61.5	3.75332233621815e-48
62.5	8.13796673040099e-48
63.5	1.7629149345351e-47
64.5	3.81556277154268e-47
65.5	8.25076078734315e-47
66.5	1.78251762808168e-46
67.5	3.84746218711037e-46
68.5	8.29682190443913e-46
69.5	1.78748412497147e-45
70.5	3.84735019862561e-45
71.5	8.27306373878061e-45
72.5	1.77726470186099e-44
73.5	3.81430014364922e-44
74.5	8.1780632814115e-44
75.5	1.75167976159684e-43
76.5	3.74820493487989e-43
77.5	8.01220363142339e-43
78.5	1.71094584297598e-42
79.5	3.64982226047854e-42
80.5	7.77774685016172e-42
81.5	1.65568580598988e-41
82.5	3.52078423320154e-41
83.5	7.47882750840373e-41
84.5	1.58692144599043e-40
85.5	3.36356836981836e-40
86.5	7.12136169583154e-40
87.5	1.50604774992194e-39
88.5	3.18142897524036e-39
89.5	6.71287122471411e-39
90.5	1.41478912050741e-38
91.5	2.9782904788191e-38
92.5	6.26222820832224e-38
