solution variable
x	solution variable
0.5	-1.41357771802691e-66
1.5	-2.57652954533433e-66
2.5	-5.87356492973361e-66
3.5	-1.31155331466023e-65
4.5	-2.91528247548749e-65
5.5	-6.47092099954151e-65
6.5	-1.43521933855389e-64
7.5	-3.18120249264033e-64
8.5	-7.04684274083179e-64
9.5	-1.56001363380786e-63
10.5	-3.45136769965108e-63
11.5	-7.63099506592774e-63
12.5	-1.68615000464722e-62
13.5	-3.72335362832664e-62
14.5	-8.21662239205399e-62
15.5	-1.81205442186979e-61
16.5	-3.99361215463579e-61
17.5	-8.79579555441343e-61
18.5	-1.9359618124305e-60
19.5	-4.2582256187541e-60
20.5	-9.35984269125475e-60
21.5	-2.05595773295197e-59
22.5	-4.51297877996529e-59
23.5	-9.89950724234416e-59
24.5	-2.17001488962916e-58
25.5	-4.75344360365487e-58
26.5	-1.04051439252965e-57
27.5	-2.27603817860176e-57
28.5	-4.97508219774313e-57
29.5	-1.08669527451423e-56
30.5	-2.37191761762987e-56
31.5	-5.17336596802076e-56
32.5	-1.12752459898979e-55
33.5	-2.45558790478752e-55
34.5	-5.34390789311794e-55
35.5	-1.16207407313026e-54
36.5	-2.52509282114309e-54
37.5	-5.48260371500941e-54
38.5	-1.18948670119636e-53
39.5	-2.57865220372705e-53
40.5	-5.58577682079654e-53
41.5	-1.20900798016111e-52
42.5	-2.61472878868414e-52
43.5	-5.65032073760396e-52
44.5	-1.22001611250981e-51
45.5	-2.63209190121931e-51
46.5	-5.67383255827378e-51
47.5	-1.22204976809775e-50
48.5	-2.62987478625801e-50
49.5	-5.65473033930775e-50
50.5	-1.21483189429744e-49
51.5	-2.60762236435332e-49
52.5	-5.59234762949584e-49
53.5	-1.19828812951572e-48
54.5	-2.56532638560564e-48
55.5	-5.48699884255172e-48
56.5	-1.17255852729602e-47
57.5	-2.50344535267685e-47
58.5	-5.34001019669506e-47
59.5	-1.13800154797538e-46
60.5	-2.42290719003271e-46
61.5	-5.15371239167995e-46
62.5	-1.0951896160046e-45
63.5	-2.32509343113211e-45
64.5	-4.93139302528103e-45
65.5	-1.04489595920044e-44
66.5	-2.21180464160003e-44
67.5	-4.67720887501777e-44
68.5	-9.88072919025091e-44
69.5	-2.08520784093131e-43
70.5	-4.39606046061638e-43
71.5	-9.25822419075353e-43
72.5	-1.94776776032395e-42
73.5	-4.09343360443005e-42
74.5	-8.59359767635022e-42
75.5	-1.80216480248975e-41
76.5	-3.77521484988509e-41
77.5	-7.89972412005592e-41
78.5	-1.65120346968175e-40
79.5	-3.44748940803318e-40
80.5	-7.18975620428565e-40
81.5	-1.49771572108109e-39
82.5	-3.11633161832133e-39
83.5	-6.47667308744575e-39
84.5	-1.34446414353203e-38
85.5	-2.78759859988336e-38
86.5	-5.77284327948642e-38
87.5	-1.19404992226479e-37
88.5	-2.46673774667954e-37
89.5	-5.08962470507309e-37
90.5	-1.04883035720165e-36
91.5	-2.15861795301385e-36
92.5	-4.43702235578425e-36
93.5	-9.10850091060275e-36
94.5	-1.86739297864703e-35
95.5	-3.82342028009439e-35
96.5	-7.81789333466598e-35
97.5	-1.59640327321596e-34
98.5	-3.25539978828255e-34
99.5	-6.62931245098404e-34
100.5	-1.34812003537652e-33
101.5	-2.73765003494586e-33
102.5	-5.55149375727271e-33
103.5	-1.12413248669904e-32
104.5	-2.27297104812424e-32
105.5	-4.58914734082367e-32
106.5	-9.25176525086924e-32
107.5	-1.8623633084527e-31
108.5	-3.74320815755164e-31
109.5	-7.51200323295795e-31
110.5	-1.50519264425523e-30
111.5	-3.01123832572424e-30
112.5	-6.01460271274561e-30
113.5	-1.19941493957304e-29
114.5	-2.38794561265742e-29
115.5	-4.74639100173002e-29
116.5	-9.41842285712111e-29
117.5	-1.86577723286995e-28
118.5	-3.68977183353653e-28
119.5	-7.28430934681892e-28
120.5	-1.43554651214771e-27
121.5	-2.82407925020515e-27
122.5	-5.54571764893275e-27
123.5	-1.08705185002288e-26
124.5	-2.12688783415687e-26
125.5	-4.1536581383067e-26
126.5	-8.09652340246922e-26
127.5	-1.57520726091156e-25
128.5	-3.05870494662414e-25
129.5	-5.927717070901e-25
