solution variable
x	solution variable
0.5	8.08432139284485e-18
1.5	8.50806653032724e-18
2.5	1.16762474121835e-17
3.5	1.50319384556707e-17
4.5	1.86149916442103e-17
5.5	2.24586222996146e-17
6.5	2.6586436715926e-17
7.5	3.10084502447982e-17
8.5	3.57158012895847e-17
9.5	4.0673801466083e-17
10.5	4.58128812237362e-17
11.5	5.10168906140146e-17
12.5	5.61080931745631e-17
13.5	6.08280429214144e-17
14.5	6.48133552774757e-17
15.5	6.75651665812444e-17
16.5	6.84108167420046e-17
17.5	6.64559775639713e-17
18.5	6.0525075799483e-17
19.5	4.90874140730747e-17
20.5	3.01658615903643e-17
21.5	1.22435507718537e-18
22.5	-4.09702986152194e-17
23.5	-1.00517713350508e-16
24.5	-1.82590750245541e-16
25.5	-2.93687556410573e-16
26.5	-4.4193794417824e-16
27.5	-6.37474943233876e-16
28.5	-8.92884354259081e-16
29.5	-1.22374746619931e-15
30.5	-1.64929482140502e-15
31.5	-2.19319208179206e-15
32.5	-2.88448273042067e-15
33.5	-3.75871661032562e-15
34.5	-4.85929823886105e-15
35.5	-6.23909453385923e-15
36.5	-7.96234815074461e-15
37.5	-1.01069501719918e-14
38.5	-1.27671345387399e-14
39.5	-1.60566665086557e-14
40.5	-2.01126087175184e-14
41.5	-2.50997612818285e-14
42.5	-3.12158869878781e-14
43.5	-3.86978491657057e-14
44.5	-4.78288085553498e-14
45.5	-5.89466465631788e-14
46.5	-7.24538060165409e-14
47.5	-8.88287671063172e-14
48.5	-1.08639405920005e-13
49.5	-1.32558516080874e-13
50.5	-1.61381810793456e-13
51.5	-1.96048763323038e-13
52.5	-2.37666688871149e-13
53.5	-2.87538520199899e-13
54.5	-3.47194783432143e-13
55.5	-4.18430339403822e-13
56.5	-5.0334651991402e-13
57.5	-6.04399357288378e-13
58.5	-7.24454679841242e-13
59.5	-8.66850924985945e-13
60.5	-1.03547060566525e-12
61.5	-1.23482145405971e-12
62.5	-1.47012835858993e-12
63.5	-1.74743730523502e-12
64.5	-2.07373263103752e-12
65.5	-2.45706899491857e-12
66.5	-2.90671956675581e-12
67.5	-3.43334202779374e-12
68.5	-4.04916406104151e-12
69.5	-4.76819008592783e-12
70.5	-5.6064310529775e-12
71.5	-6.58215915668242e-12
72.5	-7.7161893421643e-12
73.5	-9.03218946670851e-12
74.5	-1.05570209226303e-11
75.5	-1.23211114237055e-11
76.5	-1.43588614925251e-11
77.5	-1.67090859478843e-11
78.5	-1.94154913650648e-11
79.5	-2.25271900508779e-11
80.5	-2.60992505205528e-11
81.5	-3.0193283763357e-11
82.5	-3.48780637138028e-11
83.5	-4.02301792779411e-11
84.5	-4.63347139687752e-11
85.5	-5.32859476468404e-11
86.5	-6.11880730032758e-11
87.5	-7.01559172208987e-11
88.5	-8.03156566572161e-11
89.5	-9.18055093607036e-11
90.5	-1.04776386702046e-10
91.5	-1.19392481314463e-10
92.5	-1.35831763825845e-10
93.5	-1.54286355459299e-10
94.5	-1.74962737402111e-10
95.5	-1.98081750815506e-10
96.5	-2.23878333394133e-10
97.5	-2.52600929396231e-10
98.5	-2.84510499961103e-10
99.5	-3.19879049215898e-10
100.5	-3.58987569053928e-10
101.5	-4.02123291447508e-10
102.5	-4.49576121648016e-10
103.5	-5.01634108537581e-10
104.5	-5.58577789651475e-10
105.5	-6.20673227919513e-10
106.5	-6.88163534925077e-10
107.5	-7.61258651417227e-10
108.5	-8.40123129924303e-10
109.5	-9.24861636625642e-10
110.5	-1.01550186019656e-09
111.5	-1.11197448424825e-09
112.5	-1.21408984738665e-09
113.5	-1.32151088101804e-09
114.5	-1.43372188010695e-09
115.5	-1.54999262649014e-09
116.5	-1.66933734850084e-09
117.5	-1.79046796508267e-09
118.5	-1.91174102789725e-09
119.5	-2.0310977418867e-09
120.5	-2.14599641418865e-09
121.5	-2.25333665418733e-09
122.5	-2.34937462490996e-09
123.5	-2.42962862916233e-09
124.5	-2.48877430407952e-09
125.5	-2.52052869660658e-09
126.5	-2.5175225013862e-09
127.5	-2.47115976327855e-09
128.5	-2.37146438101386e-09
129.5	-2.20691279807579e-09
130.5	-1.96425233365966e-09
131.5	-1.62830469226387e-09
132.5	-1.18175429694088e-09
133.5	-6.04921220163112e-10
134.5	1.24481360754467e-10
135.5	1.03160507824646e-09
136.5	2.14473934842695e-09
137.5	3.49559886061875e-09
138.5	5.11962477704221e-09
139.5	7.05629854627363e-09
140.5	9.34946691347568e-09
141.5	1.20476763598679e-08
142.5	1.52045148232384e-08
143.5	1.887895814022e-08
144.5	2.3135718209049e-08
145.5	2.80455893976151e-08
146.5	3.36857892140821e-08
147.5	4.01402887134243e-08
148.5	4.75001275286633e-08
149.5	5.58637077843013e-08
150.5	6.5337060463014e-08
151.5	7.60340770439024e-08
152.5	8.80766983970826e-08
153.5	1.01595051987116e-07
154.5	1.16727527384885e-07
155.5	1.33620778888184e-07
156.5	1.52429642675932e-07
157.5	1.7331695433666e-07
158.5	1.96453250783607e-07
