solution variable
x	solution variable
0.5	3.76682842019202e-21
1.5	4.29838461555044e-21
2.5	6.34398156027478e-21
3.5	8.88421765468016e-21
4.5	1.21134014402753e-20
5.5	1.6276262845182e-20
6.5	2.16854177843913e-20
7.5	2.87434527947083e-20
8.5	3.79710847613812e-20
9.5	5.00432303480203e-20
10.5	6.58353092379175e-20
11.5	8.64827322779465e-20
12.5	1.13457324949912e-19
13.5	1.48665452173347e-19
14.5	1.94573897314611e-19
15.5	2.54371175252136e-19
16.5	3.32174012216872e-19
17.5	4.33291310588227e-19
18.5	5.6456116727897e-19
19.5	7.3478059372033e-19
20.5	9.55252696294295e-19
21.5	1.24048246803129e-18
22.5	1.60906032261045e-18
23.5	2.08478244707065e-18
24.5	2.69806942164423e-18
25.5	3.48775991744198e-18
26.5	4.50337532215516e-18
27.5	5.80797469517244e-18
28.5	7.4817485282031e-18
29.5	9.62653560841212e-18
30.5	1.23714913217952e-17
31.5	1.58801897654649e-17
32.5	2.03595081788372e-17
33.5	2.60707229856912e-17
34.5	3.33433451705345e-17
35.5	4.25923423575339e-17
36.5	5.43395400223141e-17
37.5	6.92401696825208e-17
38.5	8.81157434503137e-17
39.5	1.11994688692819e-16
40.5	1.42162481480378e-16
41.5	1.80223381896528e-16
42.5	2.28176308264188e-16
43.5	2.88507902345906e-16
44.5	3.64306446390145e-16
45.5	4.59401009651598e-16
46.5	5.78531042104419e-16
47.5	7.27552612963879e-16
48.5	9.13688628556409e-16
49.5	1.14583167548394e-15
50.5	1.43490963782483e-15
51.5	1.7943259465487e-15
52.5	2.24048824742704e-15
53.5	2.79344142718268e-15
54.5	3.47762331492648e-15
55.5	4.32276396358792e-15
56.5	5.36495218363721e-15
57.5	6.64789589516194e-15
58.5	8.22440579896986e-15
59.5	1.0158134715443e-14
60.5	1.25256075186252e-14
61.5	1.54185786477084e-14
62.5	1.89467553610128e-14
63.5	2.32409247422391e-14
64.5	2.84565203578319e-14
65.5	3.47776595900772e-14
66.5	4.2421673986865e-14
67.5	5.164414113234e-14
68.5	6.27444058407777e-14
69.5	7.60715487420135e-14
70.5	9.20307188354061e-14
71.5	1.11089689933138e-13
72.5	1.33785424855117e-13
73.5	1.60730330533855e-13
74.5	1.92617755382574e-13
75.5	2.30226109460698e-13
76.5	2.74420768482007e-13
77.5	3.26152642819702e-13
78.5	3.86451938172632e-13
79.5	4.56415188358853e-13
80.5	5.37183082259342e-13
81.5	6.29905911690743e-13
82.5	7.35692605695517e-13
83.5	8.55538254703281e-13
84.5	9.90223724231229e-13
85.5	1.14017936397867e-12
86.5	1.30530287771876e-12
87.5	1.48471906617473e-12
88.5	1.67646631215876e-12
89.5	1.87709125551901e-12
90.5	2.08112900204199e-12
91.5	2.28044130724721e-12
92.5	2.4633793378536e-12
93.5	2.61373068673939e-12
94.5	2.70940212712896e-12
95.5	2.7207799419813e-12
96.5	2.60869833470727e-12
97.5	2.32193317159709e-12
98.5	1.79412285219664e-12
99.5	9.40000151184218e-13
100.5	-3.49201904238263e-13
101.5	-2.21133102019159e-12
102.5	-4.82007191354425e-12
103.5	-8.39309781466606e-12
104.5	-1.32018730418928e-11
105.5	-1.9583403263328e-11
106.5	-2.79542761487067e-11
107.5	-3.88273869839798e-11
108.5	-5.28318019323042e-11
109.5	-7.07362764156904e-11
110.5	-9.34770179641613e-11
111.5	-1.22190362180996e-10
112.5	-1.58251117471953e-10
113.5	-2.03317429045905e-10
114.5	-2.59383115439425e-10
115.5	-3.28838541300217e-10
116.5	-4.14541208021768e-10
117.5	-5.19897368431781e-10
118.5	-6.48956102168324e-10
119.5	-8.06517423333717e-10
120.5	-9.98256129778419e-10
121.5	-1.23086324173263e-09
122.5	-1.51220701372132e-09
123.5	-1.85151563440589e-09
124.5	-2.2595838501528e-09
125.5	-2.74900585495961e-09
126.5	-3.33443687629863e-09
127.5	-4.03288594705308e-09
128.5	-4.86404238071949e-09
129.5	-5.85063845222333e-09
130.5	-7.01885072091059e-09
131.5	-8.39874230549057e-09
132.5	-1.00247482219813e-08
133.5	-1.1936205613279e-08
134.5	-1.41779303203027e-08
135.5	-1.6800840756548e-08
136.5	-1.98626294365526e-08
137.5	-2.34284817600292e-08
138.5	-2.75718407527383e-08
139.5	-3.23752153978464e-08
140.5	-3.7931028942705e-08
141.5	-4.43425021207936e-08
142.5	-5.17245645719236e-08
143.5	-6.02047858603339e-08
144.5	-6.99243153639728e-08
145.5	-8.10388179217627e-08
146.5	-9.37193894596031e-08
147.5	-1.0815343384759e-07
148.5	-1.24545478942811e-07
149.5	-1.4311790610942e-07
150.5	-1.64111563436147e-07
151.5	-1.87786228333348e-07
152.5	-2.14420880112685e-07
153.5	-2.44313737435946e-07
154.5	-2.77782009041668e-07
155.5	-3.15161298761686e-07
156.5	-3.56804597326965e-07
157.5	-4.03080783587839e-07
158.5	-4.54372546238057e-07
159.5	-5.11073623572651e-07
160.5	-5.73585242795583e-07
161.5	-6.42311621419601e-07
162.5	-7.17654370785527e-07
163.5	-8.00005615011752e-07
164.5	-8.89739607034102e-07
165.5	-9.87202586014246e-07
166.5	-1.09270057643691e-06
167.5	-1.206484777815e-06
168.5	-1.32873413422311e-06
169.5	-1.45953460408997e-06
170.5	-1.5988545721289e-06
171.5	-1.74651575650099e-06
172.5	-1.90215886511594e-06
173.5	-2.06520314561586e-06
174.5	-2.23479885484007e-06
175.5	-2.40977154691362e-06
176.5	-2.58855694688981e-06
177.5	-2.76912504251739e-06
178.5	-2.94889189486735e-06
179.5	-3.12461754538292e-06
180.5	-3.29228829022482e-06
181.5	-3.44698151226135e-06
182.5	-3.58271121842851e-06
183.5	-3.69225243935774e-06
184.5	-3.7669427252727e-06
185.5	-3.79645913553455e-06
186.5	-3.76856938928814e-06
187.5	-3.66885624363871e-06
188.5	-3.48041471720847e-06
189.5	-3.18352250497448e-06
190.5	-2.75528485888864e-06
191.5	-2.16925636036384e-06
192.5	-1.39504340472566e-06
193.5	-3.97892868811029e-07
194.5	8.61725651280777e-07
195.5	2.42853446643134e-06
196.5	4.35284729081547e-06
197.5	6.69093896579367e-06
198.5	9.50536794642033e-06
199.5	1.28652311564794e-05
200.5	1.68463278727369e-05
201.5	2.15312064538161e-05
202.5	2.70090651269702e-05
203.5	3.33754758584995e-05
204.5	4.0731898760893e-05
205.5	4.91849537612026e-05
206.5	5.88454166292171e-05
207.5	6.98269082294946e-05
208.5	8.22442493396676e-05
209.5	9.62114589268994e-05
210.5	0.000111839381795842
211.5	0.000129232942464087
212.5	0.000148488036483233
213.5	0.000169688088739984
214.5	0.000192900331071469
215.5	0.000218171879243924
216.5	0.000245525722134302
217.5	0.000274956773421425
218.5	0.000306428176844587
219.5	0.000339868097144705
220.5	0.000375167264877777
221.5	0.000412177566032212
222.5	0.0004507119648086
223.5	0.000490546004390437
224.5	0.000531421027764223
225.5	0.000573049080411059
226.5	0.000615119185831172
227.5	0.000657304323073536
228.5	0.000699268005928697
229.5	0.000740668926217803
230.5	0.000781161791948241
231.5	0.000820392456199918
232.5	0.000857986017231859
233.5	0.000893528377061098
234.5	0.00092654608097514
235.5	0.000956499290151177
236.5	0.000982826437266289
237.5	0.00100513621684828
238.5	0.00102377942487112
239.5	0.00104134991426575
240.5	0.00106634959001809
241.5	0.00112157940865297
242.5	0.00126190331660721
243.5	0.00160781742334493
244.5	0.00239765336510934
245.5	0.00403786779476327
246.5	0.00706269798779701
247.5	0.011801782999842
248.5	0.017574732438728
249.5	0.0219402149894666
250.5	0.0219402149894666
251.5	0.017574732438728
252.5	0.011801782999842
253.5	0.00706269798779701
254.5	0.00403786779476327
255.5	0.00239765336510934
256.5	0.00160781742334493
257.5	0.00126190331660721
258.5	0.00112157940865297
259.5	0.00106634959001809
260.5	0.00104134991426575
261.5	0.00102377942487112
262.5	0.00100513621684828
263.5	0.00098282643726629
264.5	0.000956499290151178
265.5	0.00092654608097514
266.5	0.000893528377061099
267.5	0.000857986017231859
268.5	0.000820392456199918
269.5	0.000781161791948242
270.5	0.000740668926217804
271.5	0.000699268005928697
272.5	0.000657304323073537
273.5	0.000615119185831172
274.5	0.00057304908041106
275.5	0.000531421027764223
276.5	0.000490546004390437
277.5	0.000450711964808601
278.5	0.000412177566032213
279.5	0.000375167264877777
280.5	0.000339868097144705
281.5	0.000306428176844588
282.5	0.000274956773421425
283.5	0.000245525722134302
284.5	0.000218171879243924
285.5	0.00019290033107147
286.5	0.000169688088739984
287.5	0.000148488036483233
288.5	0.000129232942464087
289.5	0.000111839381795842
290.5	9.62114589268995e-05
291.5	8.22442493396676e-05
292.5	6.98269082294947e-05
293.5	5.88454166292172e-05
294.5	4.91849537612027e-05
295.5	4.0731898760893e-05
296.5	3.33754758584996e-05
297.5	2.70090651269703e-05
298.5	2.15312064538161e-05
299.5	1.68463278727369e-05
300.5	1.28652311564794e-05
301.5	9.50536794642035e-06
302.5	6.69093896579369e-06
303.5	4.35284729081549e-06
304.5	2.42853446643136e-06
305.5	8.61725651280792e-07
306.5	-3.97892868811015e-07
307.5	-1.39504340472565e-06
308.5	-2.16925636036383e-06
309.5	-2.75528485888863e-06
310.5	-3.18352250497447e-06
311.5	-3.48041471720846e-06
312.5	-3.6688562436387e-06
313.5	-3.76856938928813e-06
314.5	-3.79645913553454e-06
315.5	-3.76694272527269e-06
316.5	-3.69225243935773e-06
317.5	-3.58271121842851e-06
318.5	-3.44698151226135e-06
319.5	-3.29228829022481e-06
320.5	-3.12461754538292e-06
321.5	-2.94889189486735e-06
322.5	-2.76912504251739e-06
323.5	-2.58855694688982e-06
324.5	-2.40977154691362e-06
325.5	-2.23479885484007e-06
326.5	-2.06520314561586e-06
327.5	-1.90215886511594e-06
328.5	-1.74651575650099e-06
329.5	-1.5988545721289e-06
330.5	-1.45953460408997e-06
331.5	-1.32873413422311e-06
332.5	-1.206484777815e-06
333.5	-1.09270057643691e-06
334.5	-9.87202586014247e-07
335.5	-8.89739607034103e-07
336.5	-8.00005615011753e-07
337.5	-7.17654370785528e-07
338.5	-6.42311621419602e-07
339.5	-5.73585242795583e-07
340.5	-5.11073623572652e-07
341.5	-4.54372546238058e-07
342.5	-4.03080783587839e-07
343.5	-3.56804597326965e-07
344.5	-3.15161298761686e-07
345.5	-2.77782009041668e-07
346.5	-2.44313737435946e-07
347.5	-2.14420880112685e-07
348.5	-1.87786228333349e-07
349.5	-1.64111563436147e-07
350.5	-1.4311790610942e-07
351.5	-1.24545478942811e-07
352.5	-1.08153433847591e-07
353.5	-9.37193894596032e-08
354.5	-8.10388179217628e-08
355.5	-6.99243153639729e-08
356.5	-6.0204785860334e-08
357.5	-5.17245645719237e-08
358.5	-4.43425021207936e-08
359.5	-3.7931028942705e-08
360.5	-3.23752153978465e-08
361.5	-2.75718407527384e-08
362.5	-2.34284817600292e-08
363.5	-1.98626294365526e-08
364.5	-1.6800840756548e-08
365.5	-1.41779303203027e-08
366.5	-1.1936205613279e-08
367.5	-1.00247482219813e-08
368.5	-8.39874230549058e-09
369.5	-7.0188507209106e-09
370.5	-5.85063845222334e-09
371.5	-4.8640423807195e-09
372.5	-4.03288594705308e-09
373.5	-3.33443687629864e-09
374.5	-2.74900585495962e-09
375.5	-2.2595838501528e-09
376.5	-1.85151563440589e-09
377.5	-1.51220701372132e-09
378.5	-1.23086324173263e-09
379.5	-9.98256129778421e-10
380.5	-8.06517423333719e-10
381.5	-6.48956102168325e-10
382.5	-5.19897368431782e-10
383.5	-4.14541208021769e-10
384.5	-3.28838541300218e-10
385.5	-2.59383115439425e-10
386.5	-2.03317429045906e-10
387.5	-1.58251117471953e-10
388.5	-1.22190362180997e-10
389.5	-9.34770179641617e-11
390.5	-7.07362764156907e-11
391.5	-5.28318019323044e-11
392.5	-3.882738698398e-11
393.5	-2.79542761487069e-11
394.5	-1.95834032633281e-11
395.5	-1.32018730418929e-11
396.5	-8.39309781466616e-12
397.5	-4.82007191354433e-12
398.5	-2.21133102019165e-12
399.5	-3.49201904238318e-13
400.5	9.40000151184173e-13
401.5	1.79412285219661e-12
402.5	2.32193317159706e-12
403.5	2.60869833470724e-12
404.5	2.72077994198128e-12
405.5	2.70940212712894e-12
406.5	2.61373068673937e-12
407.5	2.46337933785358e-12
408.5	2.2804413072472e-12
409.5	2.08112900204199e-12
410.5	1.877091255519e-12
411.5	1.67646631215875e-12
412.5	1.48471906617473e-12
413.5	1.30530287771876e-12
414.5	1.14017936397866e-12
415.5	9.90223724231227e-13
416.5	8.55538254703279e-13
417.5	7.35692605695516e-13
418.5	6.29905911690742e-13
419.5	5.37183082259341e-13
420.5	4.56415188358852e-13
421.5	3.86451938172631e-13
422.5	3.26152642819701e-13
423.5	2.74420768482007e-13
424.5	2.30226109460698e-13
425.5	1.92617755382574e-13
426.5	1.60730330533854e-13
427.5	1.33785424855117e-13
428.5	1.11089689933138e-13
429.5	9.2030718835406e-14
430.5	7.60715487420134e-14
431.5	6.27444058407777e-14
432.5	5.164414113234e-14
433.5	4.2421673986865e-14
434.5	3.47776595900772e-14
435.5	2.84565203578319e-14
436.5	2.32409247422391e-14
437.5	1.89467553610128e-14
438.5	1.54185786477084e-14
439.5	1.25256075186252e-14
440.5	1.0158134715443e-14
441.5	8.22440579896987e-15
442.5	6.64789589516196e-15
443.5	5.36495218363724e-15
444.5	4.32276396358796e-15
445.5	3.47762331492653e-15
446.5	2.79344142718276e-15
447.5	2.24048824742715e-15
448.5	1.79432594654884e-15
449.5	1.43490963782504e-15
450.5	1.14583167548422e-15
451.5	9.13688628556798e-16
452.5	7.27552612964418e-16
453.5	5.78531042105167e-16
454.5	4.59401009652635e-16
455.5	3.64306446391581e-16
456.5	2.88507902347893e-16
457.5	2.28176308266934e-16
458.5	1.8022338190032e-16
459.5	1.42162481485611e-16
460.5	1.11994688700034e-16
461.5	8.81157434602505e-17
462.5	6.92401696961947e-17
463.5	5.4339540041113e-17
464.5	4.2592342383355e-17
465.5	3.3343345205968e-17
466.5	2.60707230342703e-17
467.5	2.03595082453769e-17
468.5	1.58801898565206e-17
469.5	1.23714914462828e-17
470.5	9.62653577844686e-18
471.5	7.4817487602308e-18
472.5	5.80797501149609e-18
473.5	4.50337575299115e-18
474.5	3.48776050368749e-18
475.5	2.69807021859792e-18
476.5	2.08478352942982e-18
477.5	1.60906179117556e-18
478.5	1.24048445869192e-18
479.5	9.55255392060141e-19
480.5	7.34784240812317e-19
481.5	5.64566096627776e-19
482.5	4.33297966527049e-19
483.5	3.32182990735089e-19
484.5	2.54383274941183e-19
485.5	1.94590187144355e-19
486.5	1.48687361561813e-19
487.5	1.13486763329478e-19
488.5	8.65222476448165e-20
489.5	6.58882981649567e-20
490.5	5.01142158595724e-20
491.5	3.80660835923465e-20
492.5	2.88704602473504e-20
493.5	2.18550471238952e-20
494.5	1.65025875445706e-20
495.5	1.24150633782146e-20
496.5	9.2858835925677e-21
497.5	6.87825517279047e-21
498.5	5.0083136852476e-21
499.5	3.5318914995584e-21
