solution variable
x	solution variable
0.5	-1.9069036100912e-15
1.5	-2.05646623921431e-15
2.5	-2.8859162677948e-15
3.5	-3.81582249090721e-15
4.5	-4.87804896828201e-15
5.5	-6.1086965070761e-15
6.5	-7.54923381271296e-15
7.5	-9.24778482508994e-15
8.5	-1.12606086327737e-14
9.5	-1.36538133678463e-14
10.5	-1.65053515313271e-14
11.5	-1.99073514210916e-14
12.5	-2.39688478938723e-14
13.5	-2.88189857817356e-14
14.5	-3.46107811250593e-14
15.5	-4.15255392385391e-14
16.5	-4.97780447954578e-14
17.5	-5.96226579464144e-14
18.5	-7.13604723831535e-14
19.5	-8.53477166775388e-14
20.5	-1.02005609700084e-13
21.5	-1.21831915059539e-13
22.5	-1.45414479000824e-13
23.5	-1.73447081849201e-13
24.5	-2.06747985803531e-13
25.5	-2.46281622698765e-13
26.5	-2.93183935461009e-13
27.5	-3.48791967715373e-13
28.5	-4.14678388910999e-13
29.5	-4.92691749142462e-13
30.5	-5.85003380551637e-13
31.5	-6.94162003035028e-13
32.5	-8.231572535037e-13
33.5	-9.75493543028502e-13
34.5	-1.15527585811217e-12
35.5	-1.3673093647464e-12
36.5	-1.61721495099522e-12
37.5	-1.91156316028678e-12
38.5	-2.25802932867921e-12
39.5	-2.66557315104163e-12
40.5	-3.14464637004645e-12
41.5	-3.70743281561841e-12
42.5	-4.36812562945837e-12
43.5	-5.14324719890506e-12
44.5	-6.05201810729618e-12
45.5	-7.11678229597316e-12
46.5	-8.36349663936233e-12
47.5	-9.82229427391016e-12
48.5	-1.15281323104959e-11
49.5	-1.35215360165986e-11
50.5	-1.58494531993157e-11
51.5	-1.85662343759277e-11
52.5	-2.17347564101628e-11
53.5	-2.54277096474274e-11
54.5	-2.97290712317762e-11
55.5	-3.47357902652877e-11
56.5	-4.05597138142728e-11
57.5	-4.73297865177039e-11
58.5	-5.51945607568747e-11
59.5	-6.4325059051558e-11
60.5	-7.49180356116325e-11
61.5	-8.71996898543717e-11
62.5	-1.01429891261998e-10
63.5	-1.17906982273459e-10
64.5	-1.36973234056865e-10
65.5	-1.59021039079736e-10
66.5	-1.84499934475638e-10
67.5	-2.13924561398094e-10
68.5	-2.47883677964444e-10
69.5	-2.87050357140659e-10
70.5	-3.32193516129361e-10
71.5	-3.84190940633228e-10
72.5	-4.44043985920369e-10
73.5	-5.12894157073139e-10
74.5	-5.92041793323831e-10
75.5	-6.82967106147259e-10
76.5	-7.87353847979881e-10
77.5	-9.07115918267455e-10
78.5	-1.04442724621913e-09
79.5	-1.20175532538712e-09
80.5	-1.38189881423044e-09
81.5	-1.58802965940143e-09
82.5	-1.82374024486834e-09
83.5	-2.09309612041738e-09
84.5	-2.40069491783413e-09
85.5	-2.75173212242321e-09
86.5	-3.15207443176945e-09
87.5	-3.60834150305835e-09
88.5	-4.12799696514562e-09
89.5	-4.71944965217975e-09
90.5	-5.39216610221984e-09
91.5	-6.15679545722398e-09
92.5	-7.02530800027473e-09
93.5	-8.01114867219912e-09
94.5	-9.12940702305445e-09
95.5	-1.03970051744815e-08
96.5	-1.18329054968315e-08
97.5	-1.34583398403719e-08
98.5	-1.52970623028265e-08
99.5	-1.7375627666026e-08
100.5	-1.97236977924504e-08
101.5	-2.23743784378026e-08
