,sigma,residues,poles,poly_type,pole_2,res_2,remainder
60,0.6105405405405405,,,0_0,,,
61,0.6105405405405405,,,0_1,,,
62,0.6105405405405405,,,0_2,,,
63,0.6105405405405405,,,0_3,,,
64,0.6105405405405405,-4.448651824547454,4.448651824547454,1_0,,,0.0
65,0.6105405405405405,-0.7891237163028971,1.873642618090374,1_1,,,0.5788291167783235
66,0.6105405405405405,-1.4719953885785468,2.3064313943552857,1_2,,,0.24202949068562363
67,0.6105405405405405,-1.7452629297135744,2.5069983765095034,2_0,(-5.743951328217927+0j),(1.7452629297135744+0j),0.21152267219779752
68,0.6105405405405405,-1.3028396284850996,2.234175590265321,2_1,(-11.508342841070153+0j),(4.79735504903254+0j),0.34908849298638644
69,0.6105405405405405,-1.4402510045605876,2.3011451601945163,3_0,(-4.829431529859129+4.766510647628521j),(0.7201255022802937-1.0772891324658647j),0.1396024667233901
70,0.7106306306306306,,,0_0,,,
71,0.7106306306306306,,,0_1,,,
72,0.7106306306306306,,,0_2,,,
73,0.7106306306306306,,,0_3,,,
74,0.7106306306306306,-4.524068850990353,4.524068850990353,1_0,,,0.0
75,0.7106306306306306,-0.7957177140242662,1.8973354274345988,1_1,,,0.5806130521158497
76,0.7106306306306306,-1.4802857192298597,2.333491860696545,1_2,,,0.24706481578792788
77,0.7106306306306306,-1.7693578358317203,2.5438277331817267,2_0,(-5.8116416765996295+0j),(1.7693578358317203+0j),0.2117604348787892
78,0.7106306306306306,-1.312432609011248,2.2614335013772715,2_1,(-11.79071935673765+0j),(4.947924926541834+0j),0.35211152173629223
79,0.7106306306306306,-1.455863458356605,2.331599299421054,3_0,(-4.832968416659744+4.811107802927709j),(0.7279317291783026-1.0840156529454723j),0.1400502417413754
80,0.8107207207207207,,,0_0,,,
81,0.8107207207207207,,,0_1,,,
82,0.8107207207207207,,,0_2,,,
83,0.8107207207207207,,,0_3,,,
84,0.8107207207207207,-4.599993971802642,4.599993971802642,1_0,,,0.0
85,0.8107207207207207,-0.8023615536494995,1.9211606674075703,1_1,,,0.5823558293371618
86,0.8107207207207207,-1.488637002296669,2.360677095617395,1_2,,,0.25199640691502934
87,0.8107207207207207,-1.7936008872103117,2.5808808505770813,2_0,(-5.879827251773475+0j),(1.7936008872103117+0j),0.21199181741206902
88,0.8107207207207207,-1.3220585258775799,2.288812809930368,2_1,(-12.077041936909175+0j),(5.1011301494539145+0j),0.35508713121132957
89,0.8107207207207207,-1.4715896695510535,2.362232407446931,3_0,(-4.83837531980035+4.855827614613546j),(0.7357948347755268-1.091095152762121j),0.14048319126854422
90,0.9108108108108108,,,0_0,,,
91,0.9108108108108108,,,0_1,,,
92,0.9108108108108108,,,0_2,,,
93,0.9108108108108108,,,0_3,,,
94,0.9108108108108108,-4.676420681137176,4.676420681137176,1_0,,,0.0
95,0.9108108108108108,-0.8090548887580965,1.9451172237074814,1_1,,,0.5840585446999429
96,0.9108108108108108,-1.4970489759685237,2.3879860576953584,1_2,,,0.2568267946174576
97,0.9108108108108108,-1.8179904737285772,2.6181552250768854,2_0,(-5.9485015428536+0j),(1.8179904737285772+0j),0.21221703203217787
98,0.9108108108108108,-1.3317177253875845,2.3163124980769485,2_1,(-12.367310129369006+0j),(5.256971550995116+0j),0.35801598041405847
99,0.9108108108108108,-1.4874279525132748,2.393042464470371,3_0,(-4.845527932562051+4.900701921307785j),(0.7437139762566373-1.0985010022715205j),0.14090196616545217
100,1.010900900900901,,,0_0,,,
101,1.010900900900901,,,0_1,,,
102,1.010900900900901,,,0_2,,,
103,1.010900900900901,,,0_3,,,
104,1.010900900900901,-4.753342497852325,4.753342497852325,1_0,,,0.0
105,1.010900900900901,-0.8157973700633226,1.9692039784537687,1_1,,,0.5857222618939193
106,1.010900900900901,-1.5055213758800976,2.4154177100695917,1_2,,,0.2615584375804628
107,1.010900900900901,-1.842524991701618,2.6556483617297744,2_0,(-6.017658151295214+0j),(1.842524991701618+0j),0.2124362823952593
108,1.010900900900901,-1.3414105336066213,2.3439315511260874,2_1,(-12.661522578089865+0j),(5.415449308762483+0j),0.36089872803106193
109,1.010900900900901,-1.50337666436531,2.424027467058428,3_0,(-4.854313659226996+4.945757191640865j),(0.7516883321826551-1.106209603560982j),0.14130718135825018
110,1.110990990990991,,,0_0,,,
111,1.110990990990991,,,0_1,,,
112,1.110990990990991,,,0_2,,,
113,1.110990990990991,,,0_3,,,
114,1.110990990990991,-4.83075296853198,4.83075296853198,1_0,,,0.0
115,1.110990990990991,-0.8225886451287269,1.993419810109325,1_1,,,0.5873480132197474
116,1.110990990990991,-1.5140539646082023,2.442971036171788,1_2,,,0.26619371200894676
117,1.110990990990991,-1.867202843903985,2.693357774708898,2_0,(-6.087290784172433+0j),(1.867202843903985+0j),0.21264976401035568
118,1.110990990990991,-1.3511372736316256,2.3716689684063073,2_1,(-12.959676586311415+0j),(5.576562701854415+0j),0.3637360257748811
119,1.110990990990991,-1.519434210474732,2.455185433996956,3_0,(-4.864630374205952+4.991015419564325j),(0.7597171052373661-1.1141999792026394j),0.14169941755968313
120,1.211081081081081,,,0_0,,,
121,1.211081081081081,,,0_1,,,
122,1.211081081081081,,,0_2,,,
123,1.211081081081081,,,0_3,,,
124,1.211081081081081,-4.908645670366271,4.908645670366271,1_0,,,0.0
125,1.211081081081081,-0.82942835892588,2.017763594408553,1_1,,,0.5889368005130442
126,1.211081081081081,-1.522646474339602,2.470645009438686,1_2,,,0.2707349394042458
127,1.211081081081081,-1.892022440271913,2.731280988451302,2_0,(-6.157393251517231+0j),(1.892022440271913+0j),0.21285766461822891
128,1.211081081081081,-1.3608982341250457,2.3995237427798495,2_1,(-13.261768943184808+0j),(5.740310574431159+0j),0.3665285292557946
129,1.211081081081081,-1.5355990270611484,2.486514394589274,3_0,(-4.876384998205031+5.036494788684152j),(0.7677995135305744-1.122453374649278j),0.14207922482415478
130,1.311171171171171,,,0_0,,,
131,1.311171171171171,,,0_1,,,
132,1.311171171171171,,,0_2,,,
133,1.311171171171171,,,0_3,,,
134,1.311171171171171,-4.987014213873407,4.987014213873407,1_0,,,0.0
135,1.311171171171171,-0.8363161539013875,2.0422342046881305,1_1,,,0.5904895961581932
136,1.311171171171171,-1.531298651581452,2.4984386172284947,1_2,,,0.27518436903305643
137,1.311171171171171,-1.9169821981924275,2.7694155383453762,2_0,(-6.227959461854256+0j),(1.9169821981924275+0j),0.2130601645646529
138,1.311171171171171,-1.3706936951619182,2.427494877185421,2_1,(-13.567795287959598+0j),(5.906690981112784+0j),0.3692768883920545
139,1.311171171171171,-1.5518695913729226,2.518012397958715,3_0,(-4.889492669753137+5.0822103067971645j),(0.7759347956864614-1.1309529878317215j),0.14244712353810932
140,1.4112612612612612,,,0_0,,,
141,1.4112612612612612,,,0_1,,,
142,1.4112612612612612,,,0_2,,,
143,1.4112612612612612,,,0_3,,,
144,1.4112612612612612,-5.065852245479992,5.065852245479992,1_0,,,0.0
145,1.4112612612612612,-0.8432516701628046,2.0668305123543624,1_1,,,0.5920073440360419
146,1.4112612612612612,-1.5400102175182073,2.5263508394712373,1_2,,,0.27954419709620404
147,1.4112612612612612,-1.9420805428793735,2.8077589714874334,2_0,(-6.298983418575597+0j),(1.9420805428793735+0j),0.21325743714882134
148,1.4112612612612612,-1.3805239061502508,2.455581369983817,2_1,(-13.877750711299445+0j),(6.075701528678062+0j),0.3719817547602762
149,1.4112612612612612,-1.5682444091763312,2.5496775047095204,3_0,(-4.903875696605607+5.128174260846089j),(0.7841222045881656-1.1396836907149337j),0.14280360719058172
150,1.5113513513513512,,,0_0,,,
151,1.5113513513513512,,,0_1,,,
152,1.5113513513513512,,,0_2,,,
153,1.5113513513513512,,,0_3,,,
154,1.5113513513513512,-5.145153449957996,5.145153449957996,1_0,,,0.0
155,1.5113513513513512,-0.8502345454811622,2.091551387118153,1_1,,,0.5934909604814161
156,1.5113513513513512,-1.5487809004546154,2.554380666145496,1_2,,,0.28381655469514455
157,1.5113513513513512,-1.967315907585668,2.846308847246097,2_0,(-6.370459215807011+0j),(1.967315907585668+0j),0.21344964895796492
158,1.5113513513513512,-1.3903891048584316,2.4837822271148724,2_1,(-14.191629278361745+0j),(6.247339109354299+0j),0.3746437745960583
159,1.5113513513513512,-1.5847220218144173,2.581507793659445,3_0,(-4.91946291614942+5.174396659478183j),(0.7923610109072088-1.148631835853282j),0.14314914338096077
160,1.6114414414414413,,,0_0,,,
161,1.6114414414414413,,,0_1,,,
162,1.6114414414414413,,,0_2,,,
163,1.6114414414414413,,,0_3,,,
164,1.6114414414414413,-5.224911552723179,5.224911552723179,1_0,,,0.0
165,1.6114414414414413,-0.8572644162841063,2.116395698441414,1_1,,,0.5949413349708539
166,1.6114414414414413,-1.557610427674629,2.5825270933917395,1_2,,,0.28800351364534105
167,1.6114414414414413,-1.9926867346287596,2.885062738657888,2_0,(-6.442381038864909+0j),(1.9926867346287596+0j),0.21363696015308298
168,1.6114414414414413,-1.4002895137332396,2.512096459834151,2_1,(-14.509424174594617+0j),(6.42159998199424+0j),0.3772635900111956
169,1.6114414414414413,-1.6013010029937815,2.6135013607984656,3_0,(-4.936188984764261+5.220885572731092j),(0.8006505014968908-1.1577850686658535j),0.14348417561658297
170,1.7115315315315314,,,0_0,,,
171,1.7115315315315314,,,0_1,,,
172,1.7115315315315314,,,0_2,,,
173,1.7115315315315314,,,0_3,,,
174,1.7115315315315314,-5.305120321998316,5.305120321998316,1_0,,,0.0
175,1.7115315315315314,-0.8643409163046855,2.1413623140941453,1_1,,,0.5963593313398133
176,1.7115315315315314,-1.5664984859441273,2.6107891008821302,1_2,,,0.2921071039295148
177,1.7115315315315314,-2.018191474454668,2.924018231751097,2_0,(-6.514743154732087+0j),(2.018191474454668+0j),0.2138195248101967
178,1.7115315315315314,-1.4102253164683285,2.54052306831842,2_1,(-14.831128336209233+0j),(6.598480141695134+0j),0.379841846237793
179,1.7115315315315314,-1.617979945719226,2.645656309655911,3_0,(-4.9539936369208135+5.267647376620409j),(0.8089899728596129-1.1671321492229598j),0.1438091256160691
180,1.8116216216216208,,,0_0,,,
181,1.8116216216216208,,,0_1,,,
182,1.8116216216216208,,,0_2,,,
183,1.8116216216216208,,,0_3,,,
184,1.8116216216216208,-5.385773570844827,5.385773570844827,1_0,,,0.0
185,1.8116216216216208,-0.8714636782388723,2.1664501024048852,1_1,,,0.5977457882498669
186,1.8116216216216208,-1.5754448191757218,2.6391657066065686,1_2,,,0.2961292759605087
187,1.8116216216216208,-2.04382858719449,2.96317292745972,2_0,(-6.587539915888044+0j),(2.04382858719449+0j),0.21399749115251138
188,1.8116216216216208,-1.4201967164903448,2.569061080856872,2_1,(-15.156732898447888+0j),(6.777974426922035+0j),0.38237917211694233
189,1.8116216216216208,-1.6347574883627314,2.677970773413214,3_0,(-4.972821531731002+5.314687101897133j),(0.8173787441813657-1.1766628752497863j),0.14412439267135038
190,1.9117117117117115,,,0_0,,,
191,1.9117117117117115,,,0_1,,,
192,1.9117117117117115,,,0_2,,,
193,1.9117117117117115,,,0_3,,,
194,1.9117117117117115,-5.466865159066582,5.466865159066582,1_0,,,0.0
195,1.9117117117117115,-0.8786323331915205,2.191657931784544,1_1,,,0.5991015201555201
196,1.9117117117117115,-1.5844491242181673,2.667655908920147,1_2,,,0.3000719448220148
197,1.9117117117117115,-2.069596542369729,3.002524441582303,2_0,(-6.66076575470001+0j),(2.069596542369729+0j),0.21417100183599472
198,1.9117117117117115,-1.4302038759517752,2.597709512883553,2_1,(-15.486228898461453+0j),(6.960077500620841+0j),0.38487620021169827
199,1.9117117117117115,-1.6516322847639204,2.71044289204444,3_0,(-4.992621399319782+5.362008531785063j),(0.8258161423819604-1.1863679067099302j),0.14443035708755744
200,2.0118018018018016,,,0_0,,,
201,2.0118018018018016,,,0_1,,,
202,2.0118018018018016,,,0_2,,,
203,2.0118018018018016,,,0_3,,,
204,2.0118018018018016,-5.548388994989649,5.548388994989649,1_0,,,0.0
205,2.0118018018018016,-0.8858465109707078,2.216984671286622,1_1,,,0.600427318039773
206,2.0118018018018016,-1.5935111051477298,2.696258716635984,1_2,,,0.3039369697062081
207,2.0118018018018016,-2.0954938192925665,3.0420704054509975,2_0,(-6.734415181708773+0j),(2.0954938192925665+0j),0.2143401941946034
208,2.0118018018018016,-1.4402469480845872,2.6264673882854765,2_1,(-15.819606405469973+0j),(7.144783353411937+0j),0.38733355581775136
209,2.0118018018018016,-1.6686030178702476,2.743070824074837,3_0,(-5.013345838619715+5.4096144329932j),(0.8343015089351236-1.1962386979278707j),0.14472738025278592
210,2.1118918918918914,,,0_0,,,
211,2.1118918918918914,,,0_1,,,
212,2.1118918918918914,,,0_2,,,
213,2.1118918918918914,,,0_3,,,
214,2.1118918918918914,-5.630339037121691,5.630339037121691,1_0,,,0.0
215,2.1118918918918914,-0.8931058394851674,2.242429190038044,1_1,,,0.6017239503245962
216,2.1118918918918914,-1.6026304697652505,2.724973146821972,1_2,,,0.30772615689786265
217,2.1118918918918914,-2.121518906697797,3.08180846577456,2_0,(-6.808482780181324+0j),(2.121518906697797+0j),0.21450520049804206
218,2.1118918918918914,-1.4503260753644232,2.655333737712871,2_1,(-16.156854559921126+0j),(7.332085329855317+0j),0.38975185735183565
219,2.1118918918918914,-1.6856683972364968,2.7758527452801154,3_0,(-5.0349509406315+5.457506699063917j),(0.8428341986182482-1.2062674089449934j),0.14501580583583334
220,2.2119819819819817,,,0_0,,,
221,2.2119819819819817,,,0_1,,,
222,2.2119819819819817,,,0_2,,,
223,2.2119819819819817,,,0_3,,,
224,2.2119819819819817,-5.7127092956948,5.7127092956948,1_0,,,0.0
225,2.2119819819819817,-0.9004099487830742,2.2679903624903583,1_1,,,0.6029921627204877
226,2.2119819819819817,-1.6118068970073574,2.7537982083277694,1_2,,,0.3114412752235884
227,2.2119819819819817,-2.147670306294635,3.1217362886015874,2_0,(-6.882963221067817+0j),(2.147670306294635+0j),0.2146661480656107
228,2.2119819819819817,-1.460441371981588,2.684307588174945,2_1,(-16.49796228131104+0j),(7.521976527979376+0j),0.3921317226354369
229,2.2119819819819817,-1.7028271516564155,2.8087868446760704,3_0,(-5.05739585500787+5.505686453633632j),(0.8514135758282079-1.216446813100984j),0.14529596142574305
230,2.3120720720720715,,,0_0,,,
231,2.3120720720720715,,,0_1,,,
232,2.3120720720720715,,,0_2,,,
233,2.3120720720720715,,,0_3,,,
234,2.3120720720720715,-5.795493834095557,5.795493834095557,1_0,,,0.0
235,2.3120720720720715,-0.9077584634297153,2.2936670590246906,1_1,,,0.6042326806508217
236,2.3120720720720715,-1.6210400890636734,2.782732927316245,1_2,,,0.31508403480592234
237,2.3120720720720715,-2.173946526433317,3.161851552838933,2_0,(-6.957851227259344+0j),(2.173946526433317+0j),0.2148231596987876
238,2.3120720720720715,-1.4705929522046997,2.7133879787136483,2_1,(-16.842917141598395+0j),(7.714449175603818+0j),0.39447375811247953
239,2.3120720720720715,-1.7200780374207065,2.841871329735004,3_0,(-5.080642684322504+5.554154191710816j),(0.8600390187103532-1.226770259374139j),0.14556815852310348
240,2.412162162162162,,,0_0,,,
241,2.412162162162162,,,0_1,,,
242,2.412162162162162,,,0_2,,,
243,2.412162162162162,,,0_3,,,
244,2.412162162162162,-5.878686770186119,5.878686770186119,1_0,,,0.0
245,2.412162162162162,-0.9151510104383908,2.3194581560758163,1_1,,,0.605446208183944
246,2.412162162162162,-1.630329737470812,2.8117763320954743,1_2,,,0.31865610424353186
247,2.412162162162162,-2.20034608893205,3.202151957641001,2_0,(-7.0331416058099245+0j),(2.20034608893205+0j),0.2149763536621203
248,2.412162162162162,-1.4807809137980408,2.7425739522854364,2_1,(-17.191706192528724+0j),(7.9094950841259+0j),0.3967785657002282
249,2.412162162162162,-1.7374198331774289,2.875104425183185,3_0,(-5.104656111579294+5.602909858721605j),(0.8687099165887143-1.2372315966315612j),0.14583269406736665
250,2.512252252252252,,,0_0,,,
251,2.512252252252252,,,0_1,,,
252,2.512252252252252,,,0_2,,,
253,2.512252252252252,,,0_3,,,
254,2.512252252252252,-5.962282277519953,5.962282277519953,1_0,,,0.0
255,2.512252252252252,-0.9225872155240188,2.345362531589805,1_1,,,0.6066334295454773
256,2.512252252252252,-1.639675530214562,2.8409274551433623,1_2,,,0.3221591080200737
257,2.512252252252252,-2.226867526005425,3.242635219341351,2_0,(-7.108829229366611+0j),(2.226867526005425+0j),0.21512584398465243
258,2.512252252252252,-1.4910053409569024,2.7718645559299007,2_1,(-17.544315753049442+0j),(8.107105541868915+0j),0.3990467410001149
259,2.512252252252252,-1.7548513385722668,2.9084843714768436,3_0,(-5.129403195786061+5.651952926272753j),(0.8774256692861335-1.2478251270580376j),0.14608985114717593
260,2.612342342342342,,,0_0,,,
261,2.612342342342342,,,0_1,,,
262,2.612342342342342,,,0_2,,,
263,2.612342342342342,,,0_3,,,
264,2.612342342342342,-6.0462745864561525,6.0462745864561525,1_0,,,0.0
265,2.612342342342342,-0.9300667040260691,2.371379066337109,1_1,,,0.6077950095668706
266,2.612342342342342,-1.6490771354050804,2.8701853240276507,1_2,,,0.3255946341191434
267,2.612342342342342,-2.2535093811370297,3.2832990725324884,2_0,(-7.184909038081582+0j),(2.2535093811370297+0j),0.21527174061930623
268,2.612342342342342,-1.501266294916804,2.801258834472826,2_1,(-17.900731773350163+0j),(8.30727152791935+0j),0.4012788762825614
269,2.612342342342342,-1.7723713695456793,2.9420094218047814,3_0,(-5.1548531144029335+5.701282444806287j),(0.8861856847728397-1.258545553675789j),0.14633990006239023
270,2.712432432432432,,,0_0,,,
271,2.712432432432432,,,0_1,,,
272,2.712432432432432,,,0_2,,,
273,2.712432432432432,,,0_3,,,
274,2.712432432432432,-6.130657985175833,6.130657985175833,1_0,,,0.0
275,2.712432432432432,-0.937589101044367,2.3975066442309347,1_1,,,0.6089315942875628
276,2.712432432432432,-1.6585342473239633,2.899548988016832,1_2,,,0.3289642182241256
277,2.712432432432432,-2.2802702092757925,3.3241412704193567,2_0,(-7.26137603820303+0j),(2.2802702092757925+0j),0.2154141496153814
278,2.712432432432432,-1.5115638426059295,2.830755849877011,2_1,(-18.260938950581156+0j),(8.50998319403578+0j),0.40347555161147697
279,2.712432432432432,-1.7899787700736476,2.9756778522670166,3_0,(-5.180977130837068+5.75089715227015j),(0.8949893850368239-1.269387963998655j),0.14658309824476273
280,2.812522522522522,,,0_0,,,
281,2.812522522522522,,,0_1,,,
282,2.812522522522522,,,0_2,,,
283,2.812522522522522,,,0_3,,,
284,2.812522522522522,-6.215426820604385,6.215426820604385,1_0,,,0.0
285,2.812522522522522,-0.945154031575911,2.423744152640555,1_1,,,0.6100438115358792
286,2.812522522522522,-1.6680465643885236,2.929017505555127,1_2,,,0.33226935350464
287,2.812522522522522,-2.3071485770238085,3.365159585151637,2_0,(-7.338225300773614+0j),(2.3071485770238085+0j),0.21555317328237586
288,2.812522522522522,-1.5218980436594702,2.860354672299919,2_1,(-18.624921148222562+0j),(8.715230111201507+0j),0.4056373389852795
289,2.812522522522522,-1.8076724055225128,3.0094879570622775,3_0,(-5.207748353090736+5.80079550110824j),(0.9038362027612564-1.280347783737883j),0.146819691351845
290,2.912612612612612,,,0_0,,,
291,2.912612612612612,,,0_1,,,
292,2.912612612612612,,,0_2,,,
293,2.912612612612612,,,0_3,,,
294,2.912612612612612,-6.300575499243194,6.300575499243194,1_0,,,0.0
295,2.912612612612612,-0.9527611206439058,2.4500904826884415,1_1,,,0.6111322714912726
296,2.912612612612612,-1.67761369038617,2.9585898862775917,1_2,,,0.33551152726366285
297,2.912612612612612,-2.334143062808344,3.4063518081276265,2_0,(-7.415451960390541+0j),(2.334143062808344+0j),0.21568891034585436
298,2.912612612612612,-1.5322688890454632,2.890054337635429,2_1,(-18.99266347702485+0j),(8.923002506648203+0j),0.40776482072397136
299,2.912612612612612,-1.8254511352258893,3.043438026391223,3_0,(-5.235141273084185+5.850975593351175j),(0.9127255676129447-1.2914206989222268j),0.1470499155466888
300,3.0127027027027022,,,0_0,,,
301,3.0127027027027022,,,0_1,,,
302,3.0127027027027022,,,0_2,,,
303,3.0127027027027022,,,0_3,,,
304,3.0127027027027022,-6.386098487914112,6.386098487914112,1_0,,,0.0
305,3.0127027027027022,-0.9604099934251468,2.476544529539078,1_1,,,0.6121975672273119
306,3.0127027027027022,-1.687235292588332,2.9882651831852507,1_2,,,0.3386921645223807
307,3.0127027027027022,-2.361252257043469,3.447715750275934,2_0,(-7.4930512140470995+0j),(2.361252257043469+0j),0.215821456095658
308,3.0127027027027022,-1.5426763994536052,2.919853914803165,2_1,(-19.364149104284408+0j),(9.133289379682733+0j),0.4098585596070655
309,3.0127027027027022,-1.8433138547170962,3.077526381620481,3_0,(-5.263132139421174+5.901435391242237j),(0.9216569273585482-1.3026027051076472j),0.1472739954033384
310,3.112792792792792,,,0_0,,,
311,3.112792792792792,,,0_1,,,
312,3.112792792792792,,,0_2,,,
313,3.112792792792792,,,0_3,,,
314,3.112792792792792,-6.471990314420895,6.471990314420895,1_0,,,0.0
315,3.112792792792792,-0.968100275380427,2.5031051926857417,1_1,,,0.6132402752352208
316,3.112792792792792,-1.6969112387326113,3.018042574685636,1_2,,,0.3418125824253798
317,3.112792792792792,-2.3884747622858176,3.4892492423203842,2_0,(-7.571018320069925+0j),(2.3884747622858176+0j),0.2159509025267765
318,3.112792792792792,-1.5531207129020757,2.949752566682733,2_1,(-19.739356166675943+0j),(9.346076652966424+0j),0.41191907371951325
319,3.112792792792792,-1.8612595323658936,3.1117514063741223,3_0,(-5.291699244673439+5.952172902436659j),(0.9306297661829466-1.3138901444399946j),0.14749214236028846
320,3.2128828828828824,,,0_0,,,
321,3.2128828828828824,,,0_1,,,
322,3.2128828828828824,,,0_2,,,
323,3.2128828828828824,,,0_3,,,
324,3.2128828828828824,-6.558245568130157,6.558245568130157,1_0,,,0.0
325,3.2128828828828824,-0.9758315921722206,2.529771375955713,1_1,,,0.6142609559713416
326,3.2128828828828824,-1.7066409761358106,3.04792099734814,1_2,,,0.3448742101080101
327,3.2128828828828824,-2.415809193196746,3.5309501348280237,2_0,(-7.649348596204005+0j),(2.415809193196746+0j),0.21607733847857105
328,3.2128828828828824,-1.5636016943009512,2.9797492796737544,2_1,(-20.118271152205917+0j),(9.56135514770259+0j),0.4139469516836212
329,3.2128828828828824,-1.8792870402559563,3.146111406728859,3_0,(-5.320820892885863+6.003185522255266j),(0.9396435201279779-1.325279393948564j),0.14770456529095094
330,3.3129729729729727,,,0_0,,,
331,3.3129729729729727,,,0_1,,,
332,3.3129729729729727,,,0_2,,,
333,3.3129729729729727,,,0_3,,,
334,3.3129729729729727,-6.644858900475788,6.644858900475788,1_0,,,0.0
335,3.3129729729729727,-0.9836035707191233,2.556541988982918,1_1,,,0.6152601541622106
