,sigma,residues,poles,poly_type,pole_2,res_2,remainder,error_next,rel_error
1894,18.927027027027027,-22.429929271078567,22.429929271078567,1_0,,,0.0,0.0039606754520649,0.6658449415558982
1895,18.927027027027027,-2.5045169996059142,7.495074326474326,1_1,,,0.6658449415558984,-9.645557888457563e-05,0.1383513752293766
1896,18.927027027027027,-3.69447722364913,8.532028166988443,1_2,,,0.5143603131271973,,
1897,18.927027027027027,-7.488930589392833,11.228782394748068,2_0,(-22.48526849038526+0j),(7.488930589392833+0j),0.2221308443446403,0.000255401600915,0.3663361220885966
1898,18.927027027027027,-3.568002792659837,8.456694887493267,2_1,(-108.91034835532747+0j),(62.95948548855203+0j),0.5364324068239081,,
1899,18.927027027027027,-5.291284883340621,9.50017384902225,3_0,(-12.503905690474596+15.9935113230525j),(2.6456424416703106-3.6399090570982473j),0.15734361016019036,,
1900,19.02711711711712,,,0_0,,,,0.0443692975720435,1.0
1901,19.02711711711712,,,0_1,,,,0.0058927837929606,1.0
1902,19.02711711711712,,,0_2,,,,0.00068760904346,1.0
1903,19.02711711711712,,,0_3,,,,,
1904,19.02711711711712,-22.538107536552182,22.538107536552182,1_0,,,0.0,0.003924149225924,0.6659245212104615
1905,19.02711711711712,-2.51539762033062,7.529429066283776,1_1,,,0.6659245212104615,-9.502450565560254e-05,0.1381955437604952
1906,19.02711711711712,-3.709003887512352,8.56996261030494,1_2,,,0.5146609413216638,,
1907,19.02711711711712,-7.523853554387756,11.281594037400811,2_0,(-22.58832449477669+0j),(7.523853554387756+0j),0.22213970037276162,0.0002520386211003,0.366543493715717
1908,19.02711711711712,-3.582338412003217,8.494481325662674,2_1,(-109.56970087438596+0j),(63.36137652994527+0j),0.5366689147313568,,
1909,19.02711711711712,-5.315045257199131,9.543939906267287,3_0,(-12.556787233896863+16.06397214956064j),(2.657522628599565-3.6562054476107377j),0.15735755225251197,,
1910,19.127207207207206,,,0_0,,,,0.0441572749822694,1.0
1911,19.127207207207206,,,0_1,,,,0.0058379739715172,1.0
1912,19.127207207207206,,,0_2,,,,0.0006782097445065,1.0
1913,19.127207207207206,,,0_3,,,,,
1914,19.127207207207206,-22.64632499178296,22.64632499178296,1_0,,,0.0,0.0038881090376574,0.666003147089569
1915,19.127207207207206,-2.5262858226388443,7.563801277242352,1_1,,,0.666003147089569,-9.362094716995238e-05,0.138041288743316
1916,19.127207207207206,-3.7235444376799474,8.607918153351228,1_2,,,0.5149581935299429,,
1917,19.127207207207206,-7.558792521655939,11.334428473235896,2_0,(-22.691433782138912+0j),(7.558792521655939+0j),0.2221484488747066,0.0002487324225699,0.3667485237195867
1918,19.127207207207206,-3.5966862702766145,8.532288130598722,2_1,(-110.22944675779547+0j),(63.76351268881441+0j),0.5369028395276971,,
1919,19.127207207207206,-5.338818871166568,9.587726943821238,3_0,(-12.60971031142602+16.13447713981133j),(2.6694094355832845-3.672511228065606j),0.1573713283403111,,
1920,19.22729729729729,,,0_0,,,,0.0439471942731164,1.0
1921,19.22729729729729,,,0_1,,,,0.0057839024501682,1.0
1922,19.22729729729729,,,0_2,,,,0.0006689767489596,1.0
1923,19.22729729729729,,,0_3,,,,,
1924,19.22729729729729,-22.754581186351754,22.754581186351754,1_0,,,0.0,0.0038525465656891,0.6660808336380449
1925,19.22729729729729,-2.5371815313377493,7.598190780662005,1_1,,,0.6660808336380449,-9.224425971639804e-05,0.1378885885942333
1926,19.22729729729729,-3.7380987298177892,8.645894583277205,1_2,,,0.5152521202043303,,
1927,19.22729729729729,-7.593747321973075,11.387285457851757,2_0,(-22.794595797591896+0j),(7.593747321973075+0j),0.22215709150776272,0.0002454818519567,0.3669512465694975
1928,19.22729729729729,-3.61104624627353,8.570115098883042,2_1,(-110.8895800155367+0j),(64.16588995469489+0j),0.5371342183088291,,
1929,19.22729729729729,-5.362605587666155,9.631534742110464,3_0,(-12.662674453962847+16.205025829642377j),(2.6813027938330776-3.6888262957523272j),0.15738494105475262,,
1930,19.327387387387382,,,0_0,,,,0.0437390297773501,1.0
1931,19.327387387387382,,,0_1,,,,0.0057305563866954,1.0
1932,19.327387387387382,,,0_2,,,,0.0006599064730614,1.0
1933,19.327387387387382,,,0_3,,,,,
1934,19.327387387387382,-22.862875676264814,22.862875676264814,1_0,,,0.0,0.0038174536608314,0.6661575950451236
1935,19.327387387387382,-2.5480846720511727,7.63259739994859,1_1,,,0.6661575950451237,-9.089382288162956e-05,0.1377374318817638
1936,19.327387387387382,-3.75266671819869,8.683891764404937,1_2,,,0.5155427592758908,,
1937,19.327387387387382,-7.628717788227185,11.440164749976528,2_0,(-22.897809992963783+0j),(7.628717788227185+0j),0.22216562989917177,0.0002422857772781,0.3671516906845686
1938,19.327387387387382,-3.6254182968675845,8.607962093190666,2_1,(-111.5500869618418+0j),(64.56849922825445+0j),0.537363079178175,,
1939,19.327387387387382,-5.386405299611277,9.675363111963911,3_0,(-12.715679397449179+16.275617875142757j),(2.693202649805638-3.7051505805111002j),0.15739839256183835,,
1940,19.42747747747748,,,0_0,,,,0.0435327562643569,1.0
1941,19.42747747747748,,,0_1,,,,0.0056779232101138,1.0
1942,19.42747747747748,,,0_2,,,,0.0006509954322885,1.0
1943,19.42747747747748,,,0_3,,,,,
