allele counts	0.0	0.1	0.2	0.30000000000000004	0.4	0.5	0.6000000000000001	0.7000000000000001	0.8	0.9	1.0	1.1	1.2000000000000002	1.3	1.4000000000000001	1.5	1.6	1.7000000000000002	1.8	1.9000000000000001	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
0	670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1689	1671	1668	1652	1642	1633	1642	1285	836	718	706	659	658	648	658	643	658	686	688	674	654	654	659	675	650	659	671
1	213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	21	12	22	11	25	12	93	209	227	184	211	226	223	227	231	222	226	214	212	226	241	243	226	207	220	214
2	148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	3	6	10	8	7	12	73	138	126	160	160	145	151	150	153	153	146	127	148	156	144	139	136	171	159	148
3	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	5	2	9	8	1	29	79	86	92	92	99	84	96	98	83	80	68	70	107	94	83	72	88	87	83
4	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	4	4	11	5	5	29	48	57	81	88	72	91	68	70	76	77	89	87	70	81	74	82	76	78	77
5	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	3	1	8	4	6	25	52	61	47	53	49	59	58	56	50	42	56	59	45	60	57	62	51	59	63
6	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	1	2	4	3	5	8	41	65	45	51	66	52	50	56	56	50	47	46	49	43	58	56	49	41	40
7	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	0	3	2	4	18	37	38	40	42	39	36	30	49	45	29	38	36	42	52	36	42	49	32	47
8	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	3	0	4	1	3	2	9	22	33	41	38	33	29	39	28	39	32	37	38	36	18	36	34	41	36	31
9	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	3	1	3	2	9	26	26	29	39	24	22	31	35	31	21	35	30	27	34	22	37	30	38	25
10	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3	0	0	2	2	8	19	24	21	18	35	41	28	29	26	40	29	34	15	22	31	22	28	34	25
11	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	3	2	1	3	8	19	29	28	21	18	29	22	30	27	24	31	22	27	21	23	19	20	25	23
12	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	3	4	0	11	14	17	13	21	23	27	21	11	14	28	28	18	18	20	16	25	24	13	27
13	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	1	0	3	13	13	16	16	19	20	17	20	23	27	14	15	31	19	16	31	24	18	17	24
14	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0	2	1	2	5	18	13	18	21	17	11	22	17	15	18	17	19	20	18	12	10	17	23	15
15	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	2	0	3	7	14	18	14	11	12	12	13	12	18	14	15	13	14	17	19	16	13	16
16	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	2	2	1	8	10	10	17	15	14	14	12	14	15	13	13	11	21	13	14	14	9	10	9
17	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	3	0	0	0	0	1	6	8	11	4	9	15	21	10	16	9	9	12	10	14	13	12	12	11	13
18	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	2	0	0	0	4	6	9	12	10	10	9	11	13	13	18	9	15	11	15	14	10	13	8	19
19	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	2	0	2	1	2	4	9	12	8	10	8	10	11	9	12	9	8	17	16	14	10	12	8	10
20	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	2	0	1	2	1	5	12	17	13	12	8	6	6	16	12	10	11	7	7	9	13	6	12	12	10
21	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	2	4	0	2	6	6	12	10	6	7	11	11	3	7	6	16	7	13	11	6	5	8	11	9
22	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	3	1	2	8	8	3	3	8	5	10	6	8	12	12	9	9	13	6	11	6	16	9
23	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	2	2	0	1	3	5	6	5	14	12	8	4	9	9	1	7	10	10	3	9	11	9	11	6
24	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	5	9	5	7	8	10	9	8	10	7	11	10	6	11	8	8	8	6	8	11
25	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	1	3	1	3	5	4	8	8	6	4	6	5	14	10	6	8	15	3	6	10	8	8	4
26	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	1	0	0	2	2	4	4	7	6	11	11	11	8	4	7	6	8	5	11	9	8	5	8	9
27	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	0	3	0	1	9	6	9	6	6	9	3	5	4	3	7	3	5	4	5	7	6	5
28	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	2	3	8	4	7	5	5	6	7	5	8	7	2	6	7	7	7	10	5
29	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	0	3	7	6	7	11	8	3	9	9	8	8	6	6	7	6	3	4	3	5
30	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	2	0	0	1	2	4	5	2	5	6	5	8	4	2	3	6	6	8	5	5	2	10	8	3
31	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	3	3	2	6	7	4	11	2	8	3	4	4	4	5	3	6	3	8	4	8
32	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	2	0	6	4	4	5	1	3	7	7	3	2	7	3	5	2	3	5	5	10	4	6
33	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	1	1	6	3	5	0	2	5	7	2	7	6	5	5	5	7	4	6	4	6	4	5
34	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0	1	0	0	2	5	5	5	7	2	5	5	3	4	8	4	4	3	5	4	5	2	3	4
35	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	2	1	1	1	4	3	2	2	6	5	2	5	2	6	6	2	1	3	2	6	5	5	8
36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	2	0	0	0	2	0	2	1	3	6	3	4	5	3	5	5	6	4	4	4	5	2	1	6
37	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	1	2	2	4	5	3	3	6	5	3	2	7	3	2	2	5	4	3	4	2
38	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	0	3	4	2	5	1	2	6	4	4	3	1	4	2	5	4	2	2	4	6
39	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	2	0	1	2	0	1	3	1	3	4	3	6	2	5	0	1	4	3	4	3
40	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	2	0	0	0	4	3	1	5	4	4	2	3	3	1	5	2	2	4	4	0	3	2	3	4
41	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	1	3	4	5	3	4	2	2	1	3	3	0	5	7	4	3	2	4	3	0
42	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	0	0	0	0	0	4	3	4	5	4	2	5	4	2	6	3	2	2	2	1	4	5	5	4
