allele counts	0.0	0.1	0.2	0.30000000000000004	0.4	0.5	0.6000000000000001	0.7000000000000001	0.8	0.9	1.0	1.1	1.2000000000000002	1.3	1.4000000000000001	1.5	1.6	1.7000000000000002	1.8	1.9000000000000001	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
0	702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1356	857	715	721	711	681	681	688	672	683	690	687	697	671	691	688	678	691	707	669
1	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	185	223	217	197	236	236	200	218	223	218	196	218	233	203	241	227	221	202	219
2	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	139	144	136	137	146	149	160	162	156	141	160	142	148	160	143	145	136	150	156
3	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	79	86	92	91	70	70	83	82	69	90	92	94	95	103	85	102	82	90	86
4	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	73	68	82	85	89	82	75	76	76	76	92	73	66	75	63	86	75	67	72
5	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	48	59	58	74	63	73	56	60	61	61	52	71	69	44	59	57	72	66	59
6	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	32	49	44	39	51	52	61	49	51	51	53	50	55	50	50	48	59	45	59
7	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	31	47	52	57	44	38	54	50	48	44	29	33	48	53	46	46	43	47	52
8	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	34	40	31	38	32	42	48	48	45	37	39	47	30	40	37	37	47	40	42
9	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	29	30	41	27	42	36	33	35	34	32	39	38	33	30	26	38	21	39	30
10	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	24	24	27	24	33	34	28	34	43	37	31	25	34	28	28	40	39	38	23
11	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	29	25	26	24	27	29	29	28	25	22	31	15	22	30	23	27	23	23	39
12	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	20	25	24	27	22	26	20	20	27	26	16	28	18	23	25	14	23	19	24
13	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	18	26	20	25	26	20	24	22	31	22	26	19	23	19	22	18	18	16	23
14	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	14	20	17	15	21	21	20	22	15	28	19	21	30	15	23	14	12	22	18
15	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	13	16	12	24	17	10	15	20	14	18	24	13	12	16	15	12	17	23	14
16	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	16	13	14	13	12	13	15	16	20	14	14	20	17	24	17	17	10	18	14
17	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12	12	15	16	10	13	8	10	6	13	16	15	20	15	15	11	22	13	24
18	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	9	12	9	8	8	11	16	13	17	21	17	12	7	20	15	15	14	17
